Title,Year,Movie ID,Director,Stars,Votes
Kusumitar Gappo,2019,tt10141690,Hrishikesh Mondal,"('Ushasie Chakraborty', 'Soumitra Chatterjee', 'Debesh Roy Chowdhury', 'Dalia Ghosh')",-
The Purple Night,2021,tt14108032,Pavan Kumar Rajamahendravarapu,"('Ratnesh Rai', 'Gaana Bhat', 'Ritwik Verma', 'Hiranmayi Srinivasan')",6.1
Angel of Mine,2019,tt7058080,Kim Farrant,"('Noomi Rapace', 'Rebecca Bower', 'Luke Evans', 'Finn Little')",6.4
Changes,2021,tt14587086,Andre Pitre,"('R.J. Atkins', 'Yamisse Bean', 'Kedrin Birdwell', 'Humphrey Brown')",7.8
Post Mortem,2020,tt9834506,Péter Bergendy,"('Viktor Klem', 'Fruzsina Hais', 'Judit Schell', 'Zsolt Anger')",5.5
Desert Shadows,2022,tt9339936,Tyler Bourns,"('Mitch Pileggi', 'Bill Farmer', 'Julie Anne Prescott', 'Emily Sweet')",5.4
Mummies,2023,tt23177868,Juan Jesús García Galocha,"('Óscar Barberán', 'Ana Esther Alborg', 'Luis Pérez Reina', 'María Luisa Solá')",5.7
The Grump Who Stole Christmas 2,2021,tt15446786,Reggie Daniels,"('Samantha Fields', 'Glen Jones', 'Terra Lebowitz', 'Marcus Smith')",5
Orphea,2020,tt11771882,Khavn,"('Alexander Kluge', 'Lilith Stangenberg', 'Ian Madrigal')",5
A Rainy Day in New York,2019,tt7139936,Woody Allen,"('Timothée Chalamet', 'Elle Fanning', 'Liev Schreiber', 'Suzanne Smith')",6.5
Uncommon Bond,2020,tt11689968,Luc Bernier,"('Mark Gordon Buckley', 'Laura Giglio', 'Donna Hamblin')",6.4
Satanic Hispanics,2022,tt22085392,Alejandro Brugués,"('Mike Mendez', 'Demián Rugna', 'Gigi Saul Guerrero', 'Eduardo Sánchez', 'Efren Ramirez', 'Jonah Ray', 'Hemky Madera', 'Patricia Velasquez')",6.8
Dimland,2021,tt13983486,Peter Collins Campbell,"('Martha Brown', 'Morgan Campbell', 'Odinaka Malachi Ezeokoli', 'Aubin Wise')",5.3
Dance: The Audition,2019,tt10181968,Jordan River,"('Tabata Caldironi', 'Jennifer Chapko', 'Katherine Duke', 'Janet Eilber')",9.2
Drama Drama,2019,tt3901006,Martin Guigui,"('Cheri Oteri', 'Cinta Laura Kiehl', 'Hunter Sansone', 'Carlye Tamaren')",7.4
Because You're Dead to Me,2021,tt10805630,Chris Maruna,"('Mercedes De La Cruz', 'Janet Walmsley', 'Kyle Strauts', 'Gardiner Millar')",5.3
Iberion,2019,tt10661376,Nico Wilcox Cano,"('Joan Castillo Faraco', 'Kevin Hidalgo López', 'Guillermo Llorca Andreu', 'Nuria Rodrigo Ortiz')",5.1
Christmas on Repeat,2022,tt20445598,Lindsay Hartley,"('Jennifer Taylor', 'Gary Poux', 'Matthew Lawrence', 'Julia Terranova')",5.5
Potato Dreams of America,2021,tt3513522,Wes Hurley,"('Dan Lauria', 'Jonathan Bennett', 'Lauren Tewes', 'Lea DeLaria')",6.4
The Best of the Lads 2021,2021,tt16293944,Jack Vickers,"('Jacob Fountain', 'Alex Wheeler', 'Joel Cain', 'George Grozier')",8.1
The Aerialist,2020,tt9158416,Ned Farr,"('Dreya Weber', 'Morgan Bradley', 'Kelly Marcus', 'Thunderbird Dinwiddie')",5.6
Precarious,2020,tt10761534,Wes Terray,"('Andrey Pfening', 'Dashiell Hillman', 'Juliana Frick', 'Meriel Melendrez Mees')",6.4
StarDog and TurboCat,2019,tt7531096,Ben Smith,"('Luke Evans', 'Nick Frost', 'Gemma Arterton', 'Bill Nighy')",5.1
Swallowed,2022,tt14960854,Carter Smith,"('Cooper Koch', 'Jena Malone', 'Mark Patton', 'Jose Colon')",5.4
City,2020,tt6290734,Kenneth Lott,"('Elijah Boothe', 'Sameerah Luqmaan-Harris', 'Moses Massena', 'Oz Tozan')",9.2
Traffickers,2021,tt15590154,Shaun Mathis,"('2KTHOMAS', 'J. Allen-Reeves', 'Darius Andrews', 'Sean Armstrong')",6.2
"Aliens, Flamingos & Ecstasy",2019,tt13211260,Michelle Kranot,"('Uri Kranot',)",5.8
City Rush 3,2023,tt14061002,George Tounas,"('George Tounas', 'Eric Roberts', 'Petra Stevic', 'Jannis Sky')",7.4
A House in Jerusalem,2023,tt16317452,Muayad Alayan,"('Johnny Harris', 'Miley Locke', 'Sheherazade Makhoul Farrell', 'Jiana Awwad')",8.4
The Menkoff Method,2020,tt3174842,David Parker,"('Lachlan Woods', 'David Whiteley', 'Jane Allsop', 'Robert Taylor')",5.9
Muru,2022,tt15686638,Tearepa Kahi,"('Cliff Curtis', 'Jay Ryan', 'Manu Bennett', 'Simone Kessell')",6.9
Among Us the Movie,2020,tt13778898,Cat Foundation,"('Ahmaad Aspen',)",7.7
Hum,2020,tt12176920,Henry Johnston,"('Sonaz Izadi', 'Sierra Miller', 'Andrew Oliveri', 'Tyler Ross')",5.8
Olympic Dream,2021,tt10810640,Don Hoe,"('Maya Karin', 'Jean Tan', 'Sow-Peng Voon')",5.2
A Boy Called Christmas,2021,tt10187208,Gil Kenan,"('Maggie Smith', ""Isabella O'Sullivan"", 'Joel Fry', 'Eden Lawrence')",6.7
Intrusion,2021,tt5563324,Adam Salky,"('Freida Pinto', 'Logan Marshall-Green', 'Robert John Burke', 'Megan Elisabeth Kelly')",5.3
Falling,2020,tt9143112,Viggo Mortensen,"('Viggo Mortensen', 'Lance Henriksen', 'Laura Linney', 'Terry Chen')",6.5
What's Love Got to Do with It?,2022,tt13430858,Shekhar Kapur,"('Mim Shaikh', 'Iman Boujelouah', 'Lily James', 'Emma Thompson')",6.3
Cleeve Concerts - Kim Cypher,2019,tt12459016,Kim Cypher,"('Chris Cobbson', 'Kim Cypher', 'Mike Cypher', 'Pee Wee Ellis')",9.6
Wild Mountain Thyme,2020,tt6842770,John Patrick Shanley,"('Emily Blunt', 'Jamie Dornan', 'Jon Hamm', 'Christopher Walken')",5.7
Assassin,2019,tt11469000,Ethan Stephens,"('Landon Brooks', 'Miciah Auden', 'Cameron Payne', 'Nathan Orlando')",5.9
The Short History of the Long Road,2019,tt8184766,Ani Simon-Kennedy,"('Danny Trejo', 'Maggie Siff', 'Sabrina Carpenter', 'Steven Ogg')",6.5
The Jadon264 Movie,2023,tt26588141,Jadon264,"('FlyerMation', 'FoxyBlue', 'Jadon264', 'Super Sonic Light')",8.8
Páihuái niándài,2021,tt15446628,Teng-Yuan Chang,"('Steven Chiang', 'Annie Nguyen', 'Qiu Heng Ruan', 'Shu-Fang Chen')",5.4
Merman Academy: The Movie,2020,tt12586452,Jabari Leggette,"('Zeke Taylor', 'Jabari Leggette', 'Earnest Harper', 'Malachi Taylor')",8.3
The Sad Girls of the Mountains,2019,tt11808294,Candy Flip,"('Theo Meow', 'Hendrik Adams', 'Candy Flip', 'Jenz', 'Jochen Werner')",5.5
Billy Joel in Black & White,2022,tt17081068,Steven Cohen,"('Tommy Byrnes', 'Billy Joel', 'Mark Rivera')",8
Jeeudo,2020,tt11976170,Aalmist Subba,"('Prashant Baraili', 'Davina', 'Pranisha Gahatraj', 'Pujan Ghishing')",6.1
Ninjai: The Little Ninja,2022,tt14029892,The Ninjai Gang,"('Paulette Victor-Lifton', 'Siddha Bellord')",-
Kill Giggles,2020,tt8998598,Jaysen P. Buterin,"('Felissa Rose', 'Vernon Wells', ""Judith O'Dea"", 'Ellie Church')",5.6
Princess of the Row,2019,tt6533972,Van Maximilian Carlson,"('Edi Gathegi', 'Tayler Buck', 'Ana Ortiz', 'Jacob Vargas')",6.3
Mother of a Day,2019,tt6871338,Butch Maier,"('Lamont Ferguson', 'Shanadiah Nicole', 'Malachi DeWitt', 'Karen M. Bryson')",7
Tina and Lori,2021,tt13456330,Alexis Louise,"('Michael Davis Arnold', 'Aqeel Ash-Shakoor', 'Devin Banks', 'Madison D. Coates')",5.7
Emancipation,2022,tt12530246,Antoine Fuqua,"('Will Smith', 'Ben Foster', 'Charmaine Bingwa', 'Gilbert Owuor')",6.1
Enter the Drag Dragon,2023,tt13871422,Lee Demarbre,"('Jade London', 'Samnang Tep', 'Beatrice Beres', 'Dave Bignell')",8.3
Resurrected,2023,tt15340206,Egor Baranov,"('Dave Davis', 'Luke Adams', 'Carolyn Alise', 'Steven Lee Allen')",5
Alieu the Dreamer,2020,tt12138550,Quincy Ledbetter,"('Denzel Whitaker', 'Haley Webb', 'Rick Hearst', 'Trevor Zhou')",5.8
Hundreds of Beavers,2022,tt12818328,Mike Cheslik,"('Ryland Brickson Cole Tews', 'Olivia Graves', 'Wes Tank', 'Doug Mancheski')",8
Love You Krishna,2019,tt2496488,Stanley Joseph,"(""Miranda O'Hare"", 'Kamantha Naidoo', 'Zenia Starr', 'Nalini Krishan')",7.8
The Lovebirds,2020,tt8851668,Michael Showalter,"('Issa Rae', 'Kumail Nanjiani', 'Paul Sparks', 'Anna Camp')",6.1
The Exorcism of God,2021,tt10362566,Alejandro Hidalgo,"('María Gabriela de Faría', 'Joseph Marcell', 'Irán Castillo', 'Will Beinbrink')",5.3
Sick,2022,tt14642626,John Hyams,"('Gideon Adlon', 'Bethlehem Million', 'Dylan Sprayberry', 'Marc Menchaca')",6
Nightlife,2020,tt10358022,Simon Verhoeven,"('Julian Looman', 'Frederick Lau', ""Elyas M'Barek"", 'Nicholas Ofczarek')",5.7
Tainted Canvas,2020,tt3629580,Segilola Ogidan,"('Nonso Bassey', 'Tina Mba', 'Efa Iwara', 'Segilola Ogidan')",5
Neon,2022,tt7904332,Aaron Parpart,"('Hannah Weidenfeld', 'Kyler Campbell', 'Aaron Parpart', 'Paul Osuch')",5.8
The Fourth Wall,2019,tt10229588,Hudson Senna,"('Stella Abreu', 'Lucila Miranda Araujo', 'Jair Assumpção', 'Nathalia Bacci')",7.6
Killin Smallz,2022,tt16210172,Ray Martin,"('Thomas Barnes', 'Dan Bickell', 'Paul Borghese', 'James Clair')",7.7
About a Teacher,2020,tt9503722,Hanan Harchol,"('Dov Tiefenbach', 'Tibor Feldman', 'Kate Eastman', 'Aurora Leonard')",9
Dinosaur Train: Adventure Island,2021,tt12978036,Craig Bartlett,"('Terry Izumi', 'Ian James Corlett', 'Chance Hurstfield', 'Claire Margaret Corlett', 'Laura Marr')",7
FP3: Escape from Bako,2021,tt10942166,Jason Trost,"('Jason Trost', ""Mike O'Gorman"", 'Art Hsu', 'Bru Muller')",8
Running to the Sky,2019,tt10907844,Mirlan Abdykalykov,"('Temirlan Asankadyrov', 'Ruslan Orozakunov', 'Meerim Atantaeva', 'Ilim Kalmuratov')",6.2
Carol of the Bells,2022,tt8332658,Olesya Morgunets,"('Janina Rudenska', 'Andrey Isaenko', 'Joanna Opozda', 'Andrey Mostrenko')",8.1
"Anne at 13,000 Ft.",2019,tt10874006,Kazik Radwanski,"('Lisa Aitken', 'Pat Bianco', 'Tiffany Blom', 'Deragh Campbell')",6.5
District Queens: The Racine Robinson Story,2022,tt15076642,Roosevelt Jackson,"('Rochelle Bailey-Vaughan', 'Kathleen Vaughn Crosby', 'Stacie Bethea', 'Tammi Rogers')",6.2
Couples of Wife Carrying,2020,tt7708660,Evan Bochetto,"('Brad Kula', 'Kendall Chappell', 'Miska Kajanus', 'Johanna Anttila')",6.3
Small City,2021,tt9676900,Georgie Curran,"('Adriano Vilanova', 'Eddie Thompson', 'Isabella Nefar', 'Yasen Zates Atour', 'Mitchell Hunt')",5
Painter,2020,tt7772872,Cory Wexler Grant,"('Betsy Randle', 'Eric Ladin', 'Anastasia Leddick', 'Spencer Irwin')",5
Soul Pursuit,2021,tt11182846,Larry Humphrey,"('Eric Roberts', 'Noel Gugliemi', 'Larry Humphrey', 'Tricia Pyle')",5.2
Spoonful of Sugar,2022,tt21815772,Mercedes Bryce Morgan,"('Morgan Saylor', 'Kat Foster', 'Myko Olivier', 'Danilo Crovetti')",5.4
Ruins,2021,tt14617336,Jay Mohan,"('Manoj Balraj', 'Ranjan Misra', 'Jiju Nair', 'Manoj Pillai')",5
Romance on the Menu,2020,tt11388822,Rosie Lourde,"('Cindy Busby', 'Tim Ross', 'Naomi Sequeira', 'Joey Vieira')",6.1
The Reading,2023,tt13358022,Courtney Glaude,"(""Mo'Nique"", 'Chasity Sereal', 'Denisha Hardeman', 'Ian Haywood')",5.3
Donny's Bar Mitzvah,2021,tt9217296,Jonathan Kaufman,"('Steele Stebbins', 'Jeremy Tardy', 'Adrian Ciscato', 'Zemyhe Curtis')",5.6
You Like to Draw?,2020,tt12216206,Todd Braley,"('Debra Lamb', 'Trista Robinson', 'Brii Frank', 'Rose Bonino')",7
Drack,2019,tt12235136,Sam Sexton,"('Geoffrey Vagg', 'Racheal Leigh', 'Steven Morgan', 'Guy Bussenschutt')",8.6
Z+ A Deadly Case of Senioritis,2022,tt21440156,Shane Fairbanks,"('Kyle Schreiber', 'Gracie Day', 'Logan Hughes', 'Seth Babcock')",9.5
Pleasure,2021,tt8550054,Ninja Thyberg,"('Sofia Kappel', 'Zelda Morrison', 'Evelyn Claire', 'Chris Cock')",6.4
The Knight and the Princess,2019,tt10963790,Bashir El Deek,"('Aiemzy', 'Mohamed El Dafrawy', 'Lekaa El Khamisy', 'Maged El-Kidwani')",5.7
Rupture,2021,tt14835058,Hamzah Jamjoom,"('Sumaya Rida', 'Billy Zane', 'Fayez Bin Jurays', 'Ross Anderson')",8.4
Stars Fell on Alabama,2021,tt10712928,V.W. Scheich,"('Ciara Hanna', 'James Maslow', 'Lesa Wilson', 'Jason Burkey')",5.6
Grihalakshmi - The Awakening,2019,tt10916104,Arvind Pandey,(),8.8
Entertainment Tomorrow,2023,tt12088784,Jon Robert Quinn,"('Jim Anderson', 'Jeff Asch', 'Chad Ayers', 'Troy Fromin')",8.5
Shudderbugs,2022,tt13449690,Johanna Putnam,"('Johanna Putnam', 'Brennan Brooks', 'Tricia Merrick', 'Rachel Tiemann')",6.6
Opposite Borders,2020,tt6060874,David Kinsella,"('Corey McKinley', 'Jin Han Pak', 'Thomas Purdy', 'Yuna Shin')",6.6
Turned Out,2019,tt9887568,Tyrone Jackson,"(""Courtney 'Cheech' Cook"", 'Nyzing Ah Amin', 'Joe Blunt Sr.', 'Halston Canty')",6.3
Speak No Evil,2022,tt14253846,Christian Tafdrup,"('Morten Burian', 'Sidsel Siem Koch', 'Fedja van Huêt', 'Karina Smulders')",6.6
In Her Name,2022,tt12036676,Sarah Carter,"('Erin Hammond', 'Ciera Danielle', 'Philippe Caland', 'Nyambi Nyambi')",6.2
A Love Unknown,2020,tt11483018,John Clang,"('Min Ko', 'Renée Ting')",-
The Phantom of the Open,2021,tt12572040,Craig Roberts,"('Mark Rylance', 'Ian Porter', 'Tommy Fallon', 'David Mara')",7
The Last Champion,2020,tt5689056,Glenn Withrow,"('Cole Hauser', 'Sean H. Scully', 'Annika Marks', 'Randall Batinkoff')",7
Don't Talk to Strangers,2021,tt15767652,Anthony Baldino,"('Ryan Lacen', 'Paige Henderson', 'Brendan McCay', 'Mike Baker', 'Maria Beltramini')",5.7
Cryptids,2021,tt5778410,Brett DeJager,"('Zane Hershberger', 'John William Holt', 'Robert Kuhn', ""Billy 'Bloody Bill' Pon"", 'Justin M. Seaman', 'John Bloom', 'Bianca Allaine', 'Jordan Beltz', 'Allison Berg')",7
Window to the Sea,2019,tt9288850,Miguel Ángel Jiménez,"('Emma Suárez', 'Akilas Karazisis', 'Gaizka Ugarte', 'Katerina Zafeiropoulou')",6.6
Bruce,2019,tt5348960,Phebe Szatmari,"('Christopher Bayon', 'Anthony Guerino', 'Evan Altshuler', 'Kimberly Apadula')",5.3
Timelife,2019,tt10224912,Hamid Benamra,"('Stephanie Benamra', 'Mohamed Malas', 'Marie-Christine Darah', 'Sébastien Benoist')",7.6
Tu Hovein Main Hovan,2023,tt13149968,Vakil Singh,"('Sajjan Adeeb', 'Delbar Arya', 'Dinesh Arya', 'Darshan Aulakh')",9.1
4 O'Clock,2021,tt16068914,Robert Flanagan,"('Suzan Al-Doghachi', 'Kimberlee Gayheart', 'Moira Gentry', 'Ken Hiratsuka')",7
Who Invited Charlie?,2022,tt16021872,Xavier Manrique,"('Jordana Brewster', 'Reid Scott', 'Adam Pally', 'Rhys Coiro')",6.3
18 to Party,2019,tt7525496,Jeff Roda,"('Casey Marie Ecker', 'Kevin Daniel Carey', 'Enzo Cellucci', 'Alivia Clark')",5.2
"The Absurd, Surreal, Metaphysical and Fractured Destiny of Cerebus the Aardvark",2021,tt13779394,Oliver Simonsen,"('John Di Crosta', 'Yuell Newsome', 'Stephen Mendel', 'Michael Petranech')",6.2
Greyson Family Christmas,2021,tt11383142,Lisa France,"('Mason Beauchamp', 'Brett Beoubay', 'Bonita Brisker', 'Brandon Gilpin')",5.9
The Beta Test,2021,tt11738830,Jim Cummings,"('PJ McCabe', 'Jim Cummings', 'Virginia Newcomb', 'PJ McCabe', 'Wilky Lau')",6.1
One of the Good Ones,2019,tt7150126,Jesy McKinney,"('Chase Tarca', 'Jesy McKinney', 'Callie Gilbert', 'Sulem Calderon', 'Adam Gregory')",5
Lemon and Poppy Seed Cake,2021,tt12658852,Benito Zambrano,"('Elia Galera', 'Eva Martín', 'Mariona Pagès', 'Marilú Marini')",6.5
Perfect 10,2019,tt9070230,Eva Riley,"('Frankie Box', 'Alfie Deegan', 'Sharlene Whyte', 'William Ash')",6.2
Emergency,2020,tt12083854,Chidambaram Manivannan,"('Anitha Sampath', 'Dipshi', 'Rj Ananthi', 'Guru Shankar')",8.7
Spider-Man: Power and Responsibility,2022,tt17080442,Eric Elliott,"('Eric Elliott', 'Emma Beach', 'Noah Perchard', 'Myles Mayo')",7.9
World Cup Heist,2020,tt13617604,Lee Westwick,"('Lee Westwick', 'Swaylee Loughnane', 'Mac Gabriel', 'Nick Field')",5.4
Looking for Her,2022,tt19853810,Alexandra Swarens,"('Olivia Buckle', 'Alexandra Swarens', 'Michelle Hakala Wolf', 'Sophie Arrick')",7.2
The Favorite,2019,tt6619188,Curtis Graham,"('John Schneider', 'Luke Benjamin Bernard', 'Matthew Fahey', 'Mollee Gray')",5.5
If These Porches Could Talk,2019,tt8898710,Travis Mills,"('Travis Mills', 'Holly Bonney', 'Johnny Lowe', 'Darby Matthews')",6.2
The Wandering Earth,2019,tt7605074,Frant Gwo,"('Jing Wu', 'Chuxiao Qu', 'Guangjie Li', 'Man-Tat Ng')",5.9
Street to Table,2022,tt20223264,Joe Lazenby,"('James Handy', 'Dan Menke', 'Zoey Martinson', 'Christopher Whalen')",9.3
Not to Forget,2021,tt9815554,Valerio Zanoli,"('Karen Grassle', 'Louis Gossett Jr.', ""Tatum O'Neal"", 'Cloris Leachman')",5
Potentially Dangerous,2021,tt15677268,Zach Baliva,"('Ty Ballion', 'Nancy Cole', 'Joe Hammerstone', 'Keith Nussbaum')",10
The Whistlers,2019,tt7921248,Corneliu Porumboiu,"('Vlad Ivanov', 'Catrinel Marlon', 'Rodica Lazar', 'Sabin Tambrea')",6.4
Films Confiscated from a French Brothel,2021,tt4879102,Selene Kapsaski,"('Gabriella Kapsaski', 'Bob Moricz', 'Drusilla Phillips', 'Craig Podmore', 'J.P. Schmidt', 'Patrick Carney Junior', 'Tom Christoffel', 'Barry Cortez', 'Una Debrovnik')",8.8
Gully Boy,2019,tt2395469,Zoya Akhtar,"('Ranveer Singh', 'Alia Bhatt', 'Siddhant Chaturvedi', 'Vijay Raaz')",7.9
The Pickup Artist,2019,tt7639446,Rohit Arora,"('Saasha Aery', 'Rohit Arora', 'Sidharth Bhardwaj', 'Anahita Bhooshan')",5.3
Oh Crappy Day,2021,tt6982636,Jon Lance Bacon,"('Ashton Leigh', 'John Wilkins III', 'Matt Gulbranson', 'Jaime Wallace')",5.6
Abbar Kanchanjangha,2022,tt16711580,Raajhorshee De,"('Rupankar Bagchi', 'Rahul Banerjee', 'Gaurav Chakrabarty', 'Bidipta Chakraborty')",5.3
Les fleurs oubliées,2019,tt8399104,André Forcier,"('Roy Dupuis', 'Yves Jacques', 'Christine Beaulieu', 'Juliette Gosselin')",6
Breaking Infinity,2023,tt14204244,Marianna Dean,"('Martin Bishop', 'Jonny Phillips', 'Neil Bishop', 'Zoe Cunningham')",9.4
Ogo Bideshini,2022,tt23900716,Anshuman Pratyush,"('Ankush Hazra', 'Sammy Jonas Heaney', 'Jamie Humphrey', 'Santilal Mukherjee')",8.8
The Real Taylor Swift: Wild Dreams,2021,tt15326706,Taylor Swift,(),9
Take the Night,2022,tt10680838,Seth McTigue,"('Seth McTigue', 'Roy Huang', 'Brennan Keel Cook', 'Sam Song Li')",5.9
Tehranto,2022,tt9557296,Faran Moradi,"('Sammy Azero', 'Mo Zeighami', 'Navid Negahban', 'Mahsa Ghorbankarimi')",7.8
Blood Mixed,2019,tt11962916,Mahaliel Bethea,"('Khalil Abdullah', 'Bondari Ana', 'Abdul Aziz', 'Michael Damian Bailey')",8.1
SlashFM,2022,tt22749076,Ali Alkhafaji,"('Joel Ashton McCarthy', 'Austin Bonang', 'Joao Augusto De Nardo', 'Peter Hatch', 'Matthew McManus', 'Taylor McManus', 'Jim Stramel', 'Stephen Vanderpool', 'Utku Akyol', 'Ali Alkhafaji', 'Lauren Ashley', 'Joel Ashton McCarthy')",6.1
Om Shri Satya Sai Baba,2021,tt11318718,Vicky Ranawat,"('Arun Bakshi', 'Sudhir Dalvi', 'Babanrao Gholap', 'Anup Jalota')",9.4
DeMarcus Cousins Presents Boogie's Comedy Slam,2020,tt12269174,L. Frazier,"('DeMarcus Cousins', 'Mike Epps', 'Red Grant', 'Karlous Miller')",6.9
The Night Doctor,2020,tt11967116,Elie Wajeman,"('Vincent Macaigne', 'Pio Marmaï', 'Sara Giraudeau', 'Sarah Le Picard')",6.6
"Alice, Darling",2022,tt11687104,Mary Nighy,"('Anna Kendrick', 'Kaniehtiio Horn', 'Charlie Carrick', 'Wunmi Mosaku')",5.4
Loren & Rose,2022,tt10358566,Russell Brown,"('Jacqueline Bisset', 'Kelly Blatz', 'Paul Sand', 'Erin Cahill')",7.8
Out of the Wild,2019,tt5226618,Paul Krizan,"('John Diehl', 'Jean Louisa Kelly', 'Benjamin Ashbrook', 'Kevin McCorkle')",6.6
Minsk,2022,tt14814320,Boris Guts,"('Yuliya Aug', 'Matthias Bestshotnov', 'Alexandr Domowoy', 'Kristyan Fedorov')",5.9
The Consultant,2022,tt12805686,Ignacio Maiso,"('John-Christian Bateman', 'Rebecca Calienda', 'Katie Dalton', 'Gareth Lawrence')",7.5
1888,2023,tt7777020,Sourabh Shukla,"('Pradeep Doddaiah', 'Jayanth Krishnamurthy', 'Prathap Kumar', 'Vikram Kumar')",9.8
Across the Ocean,2019,tt6683502,Nicole Donadio,"('Uma Kumarapuram', 'Anna Jaller', 'Apoorva Bose', 'Austin Arnold', 'Muthumani')",7.7
Hitler,2021,tt14838764,Kinnal Raj,"('Balarajwadi', 'Vijay Chendoor', 'Arjun Itagi', 'Lohith Nagaraj')",7.9
Broken Poet,2020,tt10210882,Emilio Ruiz Barrachina,"('Elliott Murphy', 'Joana Preiss', 'Marisa Berenson', 'Françoise Viallon')",6.4
Enemy of the Heart,2021,tt14532336,Claryn Scott,"('Jay Podmore', 'Jason Lamar Ricketts', 'Mattia Paradiso', 'Michael Dolan', 'Lucy Wareing', ""Jack O'Connor"")",9
2025 Armageddon,2022,tt24057390,Michael Su,"('Michael Paré', 'Jhey Castles', 'Lindsey Marie Wilson', 'Joseph Michael Harris')",5.1
Spider-Man: Identity,2019,tt10443172,Ronan Doss,"('Ronan Doss', 'Wayne Lundy', 'Daven Talbot', 'Billie Wolff')",6.9
The Lonely Spirits Variety Hour,2022,tt20195942,Platon Theodoris,"('Nitin Vengurlekar', ""Sabrina Chan D'Angelo"", 'Teik Kim Pok', 'Alison Bennett')",7.1
Rock Bottom,2020,tt11541906,Nathaniel Paull,"('Liz Ciolek', 'Nikole Davis', 'Krystal Garcia', 'Mike Gozales')",6.3
Beneath the Blue Suburban Skies,2019,tt10855380,Edward Burns,"('Jennifer Ehle', 'Edward Burns', 'Hannah Dunne', 'Brian Wiles')",6.8
Coffee & Kareem,2020,tt9898858,Michael Dowse,"('Ed Helms', 'Taraji P. Henson', 'Terrence Little Gardenhigh', 'Betty Gilpin')",5.2
Running Naked,2020,tt8502944,Victor Buhler,"('Tamzin Merchant', 'Andrew Gower', 'Matthew McNulty', 'Tom Durant Pritchard')",5.3
Ome Cor,2022,tt23666832,Martin van Waardenberg,"('Peter Verhage', 'Martin van Waardenberg', 'Floortje van Waardenberg', 'Rienus Krul', 'Jacqueline Blom')",6.5
Dirt Music,2019,tt0810836,Gregor Jordan,"('Tim Winton', 'Gregor Jordan', 'Kelly Macdonald', 'Garrett Hedlund', 'Badger', 'Jacob Clayton')",5.3
What is it for a man to gain the world and lose his soul,2020,tt13458668,Maurice Jones,"('Saad Anjum', 'LaShon Barton', ""Yola'nda Bell"", 'James T Bentley')",8.2
Salesmen,2022,tt13617378,Luke Jarvis,"('Corey Rodrigues', 'Will Noonan', 'Orlando Baxter', 'Tom Pooley')",5.4
Dear Evan Hansen,2021,tt9357050,Stephen Chbosky,"('Ben Platt', 'Julianne Moore', 'Kaitlyn Dever', 'Amy Adams')",6.1
To Love Is Enemy of the Great Dull Void,2020,tt3864638,Jonathan Nelson,"('Jonathan Nelson', 'Amanda Puggle', 'Melissa Raquel', 'Ray Guy Valdez')",8.8
The People's Joker,2022,tt21651430,Vera Drew,"('Scott Aukerman', 'Maria Bamford', 'Phil Braun', 'Christian Calloway')",5.8
Water Burial,2019,tt11570308,Shantanu Sen,"('Tshering Dorjee', 'Anil Kholar', 'Sonam Lhamu', 'Tshering Petton')",8
