Title,Year,Movie ID,Director,Stars,Votes
Perpetrator,2023,tt24082454,Jennifer Reeder,"('Avery Holliday', 'Casimere Jollette', 'Sasha Kuznetsov', 'Melanie Liburd')",5.4
Redemption,2019,tt8870574,Mickey Fonseca,"('Gil Alexandre', 'Arlete Guillermina Bombe', 'Laquino Fonseca', 'Tomas Bie')",6
The Kujus Again,2023,tt27336198,Biodun Stephen,"('Bimbo Ademoye', 'Boluwatife Aderogba', 'Folaremi Agunbiade', 'Bisola Aiyeola')",9
Seurapeli,2020,tt10613992,Jenni Toivoniemi,"('Iida-Maria Heinonen', 'Paula Vesala', 'Emmi Parviainen', 'Eero Milonoff')",7
Marino y Esmeralda,2020,tt12718416,Luis Garza,"('Luis Garza', 'Stéphanie Rose')",7.7
Line of Duty,2019,tt3541524,Steven C. Miller,"('Aaron Eckhart', 'Courtney Eaton', 'Ben McKenzie', 'Giancarlo Esposito')",5.3
Terry's Car Gets Stolen,2021,tt7144192,Daniel Turres,"('Matthew Winquist', 'Kyle Englehart', 'Heather May', 'Thomas Vickers')",5
"Goodbye, Petrushka",2022,tt13197812,Nicola Rose,"('Lizzie Kehoe', 'Thomas Vieljeux', 'Casey Landman', 'Bartek Szymanski')",5.9
... It's Love? - You can never be ready,2022,tt5809076,Bare Vardic,"('Patrik Beluzic', 'Jozo Bendra', 'Josip Bilen', 'Leah Bishop')",5
National Theatre Live: Les Blancs,2020,tt12642252,Yaël Farber,"('Sheila Atim', 'Gary Beadle', 'Sidney Cole', 'Elliot Cowan')",7.7
Leon's Fantasy Cut,2022,tt16225236,Josh Caras,"('Jon Valde', 'Josh Caras', 'Jon Valde', 'Ella Rae Peck', 'Paul Cooper')",9.1
Saving Grace,2022,tt6821108,Gareth Carr,"('David Sullivan', 'Emily Wiseman', 'Kirsty McKenzie', 'Gary Boulter', 'Scarlett Price')",5.1
Alchemy of the Spirit,2022,tt13049968,Steve Balderson,"('Xander Berkeley', 'Sarah Clarke', 'Mink Stole', 'Whip Hubley')",6.7
The Takeover,2022,tt18082758,Annemarie van de Mond,"('Holly Mae Brood', 'Geza Weisz', 'Frank Lammers', 'Susan Radder')",5.3
On the Rocks,2020,tt9606374,Sofia Coppola,"('Bill Murray', 'Rashida Jones', 'Marlon Wayans', 'Jessica Henwick')",6.4
Shapes,2022,tt5056680,Roberto Prestia,"('Sacha Plaige', 'Timo Willman', 'Derek Nelson', 'Carlo Prestia')",9.3
Yudh,2019,tt11257676,AK Srikanth,"('Savitha Sastry',)",8.7
Burden,2022,tt13404734,Ethan Hickey,"('Tim Dowler-Coltman', 'Brenna Coates', 'Eric Fleising', 'Kevin Bundy')",5.9
Journey to the End of the Night,2023,tt20318356,The Existentialist,"('Michael Szymczyk', 'Jesrael Leiva', 'Payton Lollar', 'Anthony Wrobleski', 'Felix Alexander')",7.9
Golda,2023,tt14454876,Guy Nattiv,"('Helen Mirren', 'Zed Josef', 'Claudette Williams', 'Henry Goodman')",7.1
Tryna Come Up,2020,tt12673240,The Dark Brothers,"('Eldridge Allen', 'Kayla Boatner', 'Jamal Brown', 'Josh Brown')",5.5
Maquis,2020,tt12820938,Rubén Burén,"('Fátima Plazas', 'Zaida Alonso', 'Isabel Romero de León', 'Teresa del Olmo')",5.2
Soundless Dance,2019,tt7967750,Pradeepan Raveendran,"('Patrick Yogarajan', 'Manoranjan Jegatheeswaran', 'Lavan Nadarajah', 'Susiananthan Nadarajah')",7.4
The Collective,2019,tt11338786,Etienne Mérel,"('Duncan Adams', 'Samuel Anthamatten', 'Erica Cain', 'Mathilde Gremaud')",-
Clued Up,2019,tt9075446,Callan Allen,"('Callan Allen', 'Joel Francis-Williams', 'Nikita Baron', 'Andre Fyffe')",5.1
The Hangry Dead: The Biggest Instagram Movie Ever,2020,tt12689212,Kerr Lordygan,"('Mary McNeill', 'Brianna Oppenheimer', 'Kerr Lordygan', 'Adriana Natale', 'Tim Weber')",6.6
Farm Days,2019,tt8980716,Ryan Moser,"('Melanie Manooki', 'Ron Underwood', 'Vicki Moser', 'Olen Batchelor')",6.6
The Piper,2022,tt13580484,Anthony Waller,"('Elizabeth Hurley', 'Mia Jenkins', 'Jack Stewart', 'Robert Daws')",7.2
Dragon Eats Eagle,2022,tt20778224,Noah Marks,"('Charlie Ferrara', 'Harrison Marx', 'Kathy Richter', 'Aakash Jagdale')",5.4
Red,2020,tt6276822,Fady Jeanbart,"('Demetri York',)",8.2
Ultimate Oppa,2022,tt24667568,Hwang In-roe,"('Bela Padilla', 'Kim Gun-woo', 'Jasper Cho', 'Baek Soo-min')",6.5
Grindsploitation 10: Milkin' It,2022,tt14492656,Joe Cash,"('Matthew J. Kaplan', 'Tony Newton', 'Jake Bennett', 'John Patrick Brennan', 'Andrew J Chambers', 'Séamus Hanly', 'Liz Schack', 'Ian Joseph Greene', 'Dustin Pesonen', 'Nathan Teboul', 'Bianca Cutrona', 'Jamie Greco', 'Vanessa Gudgeon', 'Steven Haar', 'Duncan Shaw', 'Lauren Annetts', 'Claire Bacon', 'Richard Bacon', 'Eve Bamfield')",7.9
Liczba doskonala,2022,tt16023794,Krzysztof Zanussi,"('Andrzej Seweryn', 'Jan Marczewski', 'Julia Latosinska', 'Jan Nowicki')",5.8
Brooklyn 45,2023,tt16431882,Ted Geoghegan,"('Anne Ramsay', 'Ron E. Rains', 'Jeremy Holm', 'Larry Fessenden')",6.6
Combat Wombat,2020,tt9679528,Ricard Cussó,"('Deborah Mailman', 'Ed Oxenbould', 'Frank Woodley', 'Judith Lucy')",5.1
Stasis,2022,tt21602900,Zac Shaheen,"('Samantha Osborne', 'Amanda Foster', 'Brian Hall', 'Bane Shaheen')",6
Everything Everywhere All at Once,2022,tt6710474,Daniel Kwan,"('Daniel Scheinert', 'Michelle Yeoh', 'Stephanie Hsu', 'Jamie Lee Curtis', 'Ke Huy Quan')",7.9
Lie Low,2019,tt8418126,Jamie Noel,"('Debra Baker', 'Isis Davis', 'Alfie Field', 'Ryan Hayes')",5.4
Renfield,2023,tt11358390,Chris McKay,"('Nicholas Hoult', 'Nicolas Cage', 'Awkwafina', 'Ben Schwartz')",6.5
Fósforos Mojados,2021,tt16403170,Sebastian Duque,"('Luis Merino',)",7.2
Boon,2022,tt13026738,Derek Presley,"('Neal McDonough', 'Tommy Flanagan', 'Jason Scott Lee', 'Christina Ochoa')",5
Under His Influence,2023,tt26083016,DeShon Hardy,"('Sydney Mitchell', 'Iman Shumpert', 'Cynthia Bailey', 'Michael Michele')",5.2
A Thousand Miles Behind,2019,tt8123646,Nathan Wetherington,"('Bre Blair', 'Jeffrey Nicholas Brown', 'Vanessa Campbell', 'Jeffrey Doornbos')",5.2
The Best of L.A.A.F Volume 1,2020,tt11702612,Alec Baumzweig,"('Meirav Haber', 'Jackie Lay', 'Elizabeth Lewis', 'Siti Lu', 'Trilina Mai', 'Jeremy Mowery', 'Jeremy Mowery', 'Nikki Williams', 'Tony Wisneske')",8.1
Strange But True,2019,tt2866708,Rowan Athale,"('Nick Robinson', 'Amy Ryan', 'Greg Kinnear', 'Brian Cox')",5.9
"Esme, My Love",2022,tt8224010,Cory Choy,"('Audrey Grace Marshall', 'Stacey Weckstein')",7.8
Enfant Terrible,2020,tt10855798,Oskar Roehler,"('Oliver Masucci', 'Hary Prinz', 'Katja Riemann', 'Felix Hellmann')",5.8
Virus of the Undead: Pandemic Outbreak,2022,tt12008892,B. Luciano Barsuglia,"('Bobby Field', 'Javier Morga', 'Kimberly Fisher', 'Danielle De Luca')",8
How Is That for a Monday?,2021,tt16751646,Sripal Sama,"('Sabrina Ariss', 'Megan Barlow', 'Candido Carter', 'Joseph Covino')",9.2
The Library Boys,2022,tt8811670,Zane Borg,"('Jack Kenny', 'Paige Joustra', 'Mia Barrett', 'John McCullough')",6.1
Kendra and Beth,2021,tt13198192,Dean Peterson,"('Kate Lyn Sheil', 'Eleanore Pienta', 'Whitmer Thomas', 'Phil Matarese')",6
Lie with Me,2022,tt18626656,Olivier Peyon,"('Guillaume de Tonquédec', 'Victor Belmondo', 'Guilaine Londez', 'Jérémy Gillet')",7.5
Spiral,2019,tt9247314,Kurtis David Harder,"('Jeffrey Bowyer-Chapman', 'Ari Cohen', 'June Laporte', 'Ty Wood')",5.5
Inherit the Viper,2019,tt7349896,Anthony Jerjen,"('Tara Buck', 'Margarita Levieva', 'Lobo Sebastian', 'Garrett Kruithof')",5.2
The Last Rafter,2020,tt11778498,Carlos Rafael Betancourt,"('Oscar Ernesto Ortega', 'Héctor Medina', 'Chaz Mena', 'Néstor Jimenez Jr.', 'Cristina Garcia')",7.5
The Lost Scene V: Retribution,2020,tt9692046,Tom Smith,"('Tom Smith', 'Micah Woodward', 'Chris Mooney', 'Mark Bollinger')",8.4
Keys to the City,2019,tt8216656,Tangie B. Moore,"('Isaiah Washington', 'Stephen Bishop', 'Felisha Cooper', 'Kelsey Scott')",6.2
Ashens and the Polybius Heist,2020,tt9170580,Riyad Barmania,"('Stuart Ashen', 'Tom Bonington', 'Eli Silverman', 'Tayla Kovacevic-Ebong')",5.8
Seeking Oblivion,2020,tt7932008,Brent Baird,"('Becker Brothers', 'Brent Baird', 'Keegan Chambers', 'Rod McTaggart', 'Charlene McNabb')",8
Little Did He Know,2021,tt3210266,Elizabeth Shryer,"('Kelsey Shryer', 'Hunter Sansone', 'Bozana Cavar', 'David J. Lee')",7
Hellraiser,2022,tt0887261,David Bruckner,"('Odessa A’zion', 'Jamie Clayton', 'Adam Faison', 'Drew Starkey')",6
Yellow Rose,2019,tt6862538,Diane Paragas,"('Eva Noblezada', 'Princess Punzalan', 'Sylvia Ramos', 'Liam Booth')",6.5
Spree,2020,tt11394332,Eugene Kotlyarenko,"('Joe Keery', 'Sasheer Zamata', 'David Arquette', 'Kyle Mooney')",5.9
Zinga,2022,tt10108708,Jaishankar Chigurula,"('Devan Sanjeev', 'Sir Priya', 'Kasu Naveen Kumar', 'Sri Ram')",8.2
Free Guy,2021,tt6264654,Shawn Levy,"('Ryan Reynolds', 'Jodie Comer', 'Taika Waititi', 'Lil Rel Howery')",7.1
Kindling,2023,tt15184804,Connor O'Hara,"('George Somner', 'Conrad Khan', 'Wilson Mbomio', 'Mia McKenna-Bruce')",8.8
To the Stars,2019,tt6886080,Martha Stephens,"('Kara Hayward', 'Jordana Spiro', 'Tina Parker', 'Shea Whigham')",6.2
Freedom of NC,2022,tt11921114,James Jones Jr.,"('Vinetrice Reynolds', 'Yanna Buttons', 'Sarabeth Marie Franz', 'Kenny Keen')",7.9
Forever and a Day,2022,tt10826164,Zeke Jeremiah,"('Charlotte Delaney Riggs', 'Keegan Bouton', 'Mercedes Peterson', 'Trey Guinn')",5.9
Hocus Pocus 2,2022,tt11909878,Anne Fletcher,"('Bette Midler', 'Sarah Jessica Parker', 'Kathy Najimy', 'Whitney Peak')",6
Exemplum,2023,tt20429556,Paul Roland,"('Sasha Bujnak', 'Francis Cronin', 'Kenan Jerome Floyd', 'Joseph Griffin')",8.9
A Fiancé for Christmas,2021,tt14300966,Ryan Little,"('Amanda Payton', 'Adam Gregory', 'Marie Osmond', 'Sarah Jayne Jensen')",6.5
Miranda Sings Live... Your Welcome,2019,tt9557190,Marcus Raboy,"('Colleen Ballinger', 'Erik Stocklin')",5.6
Christmas on the Farm,2021,tt15289090,Christopher Weekes,"('Poppy Montgomery', 'Darren McMullen', 'Hugh Sheridan', 'Nicholas Brown')",5.2
Second Thoughts,2019,tt9471378,Larry Rosen,"('Daniel Roebuck', 'Rhianna Radick', 'Alexandru Aldea', 'Mike Vezza')",7.2
Something Good Coming,2022,tt12111220,Eddie Vigil V,"('Jennifer Ball', 'Frank Gonzalez', 'DeJean Brown', 'Abigail Hunt')",8.3
Forbidden Fruit,2020,tt8856530,Louis Brown,"('Colin McCalla', 'Zephaniah Terry', 'Alisha S. Ward', 'Rae Latt')",8.5
Pure Finesse,2023,tt26672336,Amire K Reed,"('Terrance Anthony', 'Josh Caruzzo', 'Lem Collins', 'Efrain Esquilin')",9
Still Got Joy,2020,tt9815616,Richy Ivy,"('Brenda Hawkins Bailey', 'Jay Dent', 'Michele George', 'Tamara Givens')",5.2
Aspired,2020,tt11701762,Rahjiv Staten,"('Ryan Kennedy', 'Antonio Mincy', 'Trey Love', 'Ryan Marcus')",8.5
Easy Living,2019,tt11156060,Orso Miyakawa,"('Peter Miyakawa', 'Camilla Semino Favro', 'James Miyakawa', 'Manoel Hudec', 'Alberto Boubakar Malanchino')",6.4
Ranabhoomi,2020,tt13649912,Shahabas Pandikkad,"('Biju Calicut', 'Rafi', 'Shahul', 'Shobhi Thilakan')",8.1
Most Likely to Murder,2019,tt10621180,Kaila York,"('Madison McLaughlin', 'Heather McComb', 'Fallon Smythe', 'Ava Allan')",5.2
Beavis and Butt-Head Do the Universe,2022,tt14145426,Albert Calleros,"('John Rice', 'Mike Judge', 'Gary Cole', 'Nat Faxon', 'Chi McBride')",7
Calypso,2019,tt5888794,Luca Severi,"('Nathalie Merchant', 'Alexander Roberts')",6.5
Chintu Ka Birthday,2020,tt8472964,Devanshu Singh,"('Satyanshu Singh', 'Vinay Pathak', 'Tillotama Shome', 'Seema Pahwa', 'Khaled Masso')",7.7
Rudy,2023,tt12654846,Shona Auerbach,"('Esther McCormick', 'Darren Day', 'Kanune Morrissey', 'Sylvia Lorden')",-
Intezaar: Koi Aane Ko Hai,2021,tt12944082,Man Singh,"('Man Singh', 'Priyanka Singh', 'Girdhar Kumar Baghel', 'Sumeet Chaudhary')",7.4
"Apples, Oranges, Lemons & Limes",2022,tt15035104,Pat Mitchell,"('Calvin Waldau', 'Skye Marie Sena', 'Juan Rodriguez Leon', 'Valeria Di Babbo')",8.6
Blood Relatives,2022,tt21818188,Noah Segan,"('Noah Segan', 'Victoria Moroles', 'Akasha Villalobos', 'C.L. Simpson')",5.6
Oklahoma Mon Amour,2021,tt13310354,Carolina Rueda,"('David Slemmons', 'Kody Burns', 'Arthur Dixon', 'Richard Williams')",7.3
Premature,2019,tt9133378,Rashaad Ernesto Green,"('Zora Howard', 'Joshua Boone', 'Michelle Wilson', 'Alexis Marie Wint')",6.5
Bread and People,2020,tt13735224,Renan Rovida,"('Talita Araujo', 'Rogério Bandeira', 'Thiago Calixto', 'Rafaela Carneiro')",8.5
Deadly Girls Night Out,2021,tt15739916,Ben Meyerson,"('Gina Vitori', 'Margo Parker', 'James Hyde', 'Thomas McNamara')",5
"Young, Always",2020,tt12694930,Ethan Emmert,"('Jordan Brown', 'Covey Emmert', 'Daniel Emmert', 'Ethan Emmert')",6.6
Antarctica,2020,tt6235644,Keith Bearden,"('Chloë Levine', 'Kimie Muroya', 'Bubba Weiler', 'Steve Lipman')",5.1
Fanboy,2019,tt1840320,Gillian Greene,"('Fran Kranz', 'Jed Rees', 'Mike Binder', 'J.K. Simmons')",7
Moorehouse Road,2022,tt14558116,Christopher Mark Peters,"('Hannah Arevalo', 'Taylor Than-Htay', 'Lawrence Murphy', 'Kate Hall')",5.5
Chickenhare and the Hamster of Darkness,2022,tt12532368,Benjamin Mousquet,"('Ben Stassen', 'Joe Ochman', 'Michael Ornstein', 'Dino Andrade', 'Kyle Hebert')",6.3
The Dummy Factor,2020,tt10346366,O. Corbin Saleken,"('Will Saleken', 'Rhys Saleken', 'Jaime Naranjo', 'Toni-Lynn Frederick')",6.5
Monica,2022,tt6337816,Andrea Pallaoro,"('Emily Browning', 'Patricia Clarkson', 'Trace Lysette', 'Adriana Barraza')",6.3
Ivy + Bean: The Ghost That Had to Go,2022,tt21836592,Elissa Down,"('Keslee Blalock', 'Jaycie Dotin', 'Garfield Wilson', 'Marci T. House')",5.6
Saroj Ka Rishta,2022,tt8690140,Abhishek Saxena,"('Syed Arsalan', 'Kritikka Avasthi', 'Mukesh Bhatt', 'Priyanka Bhole')",5
The Phantom Lake Kids in the Unseen Invasion,2020,tt13654944,Christopher R. Mihm,"('Caleb Frank', 'Alice Mihm', 'Daniel Mihm', 'David Mihm')",8.2
Constraint,2019,tt3054868,Richard A. Nelson,"('Brooklyn Sabino Smith', 'Maya Sayre', 'Ralph Scott', 'Phillip S. Wilson')",5.4
The Protectors,2020,tt8223770,Ben Hughes,"('Chris Abbey Jr.', 'Gabriel Kamas', 'Chris Massoglia', 'Leonard Searcy')",6.1
Bad Behaviour,2023,tt21221240,Alice Englert,"('Jennifer Connelly', 'Alice Englert', 'Ana Scotney', 'Alistair Sewell')",5
Time's Paradox,2023,tt26589967,Juwel Chowdhury,"('Juwel Chowdhury', 'Ricky Riyaf')",9
Frozen Stupid 2: Open Water,2020,tt12325106,Richard Brauer,"('Joey Albright', 'Wayne David Parker', 'Kimberly Guerrero', 'Teri Clark')",7.9
A Castle for Christmas,2021,tt13070602,Mary Lambert,"('Brooke Shields', 'Cary Elwes', 'Lee Ross', 'Andi Osho')",5.5
Backwoods,2020,tt8501500,Thomas Smith,"('Tahj Vaughans', 'Erin Lilley', 'Jeremy Sande', 'Elliot Hamilton')",5.1
Antaries,2019,tt6330436,Thorin Cupit,"('Nick Buckland', 'Mark Healy', 'Carol Lawton', 'Cassie McInnes')",6
The Monster Mash,2022,tt20117176,Kevin Losani,"('Richard Terrasi', 'Michael Gentile', 'William Kozy', 'Cherry Fu', 'Justina Valentine')",6.5
Guava Island,2019,tt8858104,Hiro Murai,"('Donald Glover', 'Rihanna', 'Letitia Wright', 'Nonso Anozie')",6.6
Estuaries,2022,tt16105816,Lior Shamriz,"('Lior Shamriz', 'Chelsea Rector', 'Emily Lucid', 'Peter Kalisch')",8.6
It Came from Somewhere,2022,tt21994920,Ashley Hefner,"('Steve Hermann', 'Paige Bourne', 'Dominick Hannah', 'Beth Metcalf', 'Delilah Hefner')",5.8
Deceitful Passions,2019,tt9280666,Brandon Cornett,"('Deborah Chenault-Green', 'Kristin Clarke', 'Crystal Foster', 'Giovanni Smooth Harris')",6.6
Eleven Eleven,2019,tt9750288,Keith Arem,"('Paul-Mikél Williams', 'Enuka Okuma', 'Necar Zadegan', 'Chris Tergliafera')",8.6
Rev,2020,tt11056594,Ant Horasanli,"('Francesco Filice', 'Vivica A. Fox', 'Hannah Gordon', 'Sam Asante')",5.1
Shooting Clerks,2019,tt3449200,Kevin Smith,"('Christopher Downie', 'Kevin Smith', 'Jason Mewes', ""Brian O'Halloran"", 'Marilyn Ghigliotti')",5.9
Roadkill,2022,tt11237874,Alexander Whitrow,"('Alexander Whitrow', 'Robert Bell', 'Sarah Milde', 'Edward Boyd')",8.8
Possessor,2020,tt5918982,Brandon Cronenberg,"('Andrea Riseborough', 'Christopher Abbott', 'Jennifer Jason Leigh', 'Rossif Sutherland')",6.5
Bull,2019,tt10008784,Annie Silverstein,"('Rob Morgan', 'Amber Havard', 'Yolonda Ross', 'Keira Bennett')",6.2
Deer Camp '86,2022,tt22184520,L. Van Dyke Siboutszen,"('Noah LaLonde', 'Jay J. Bidwell', 'Arthur Cartwright', 'Brian Michael Raetz')",9.2
A Babysitter's Guide to Monster Hunting,2020,tt4844150,Rachel Talalay,"('Tamara Smart', 'Oona Laurence', 'Tom Felton', 'Troy Leigh-Anne Johnson')",5.4
The Winter House,2021,tt11170742,Keith Boynton,"('Lili Taylor', 'François Arnaud', 'Hunter Emery', 'Beth Fowler')",9.4
Red Rabbit Lodge,2019,tt3392348,Kevin Khachan,"('Alcia Cantero', 'Andrew Steel', 'Jessica Marchi', 'Charlotte Wood', 'Kevin Khachan')",6.9
Two Minutes to Midnight,2021,tt14327224,Yael Bartana,"('Olwen Fouéré', 'Anat Saragusti', 'Samira Saraya', 'Jo Martin')",6.9
Backwards Faces,2022,tt18560214,Chris Aresco,"('Andrew Morra', 'Lennon Sickels')",9.6
About Joan,2022,tt13153470,Laurent Larivière,"('Isabelle Huppert', 'Lars Eidinger', 'Swann Arlaud', 'Freya Mavor')",6
Hercules Houdini Holmes,2019,tt9452900,Joseph Henson,"('Vyom Mathrani', 'Lizanne Tulip', 'Betty Blanco-Gomez', 'Zachary Bray')",5.6
Either Side of Midnight,2021,tt5579352,Roger Spottiswoode,"('Adam Kantor', 'Allison Strong', 'Rajesh Nahar', 'Natalie Paul')",9.3
The Wraith Within,2023,tt6913472,Aaron Strey,"('Michael Madsen', 'Jonathan Joss', 'Chris Hahn', 'Zara Majidpour')",6.6
Ninety Sunsets,2021,tt10726148,Andrea Antonio Canal,"('Chad Ayers', 'Toni Murdock', 'Joey Thurmond', 'Cecil M. Henry')",7.2
Raunch and Roll,2021,tt5227342,Phil Wurtzel,"('Lance Barber', 'Michael Paré', 'William McNamara', 'Kristen Dalton')",6.9
Fragments of A Ghoulish Mind,2022,tt15858100,Jeff Hayes,"('Millie Chew', 'Isabella Clementine', 'Kevin F. Conway', 'Lynna Premo Cuneo')",7.6
Stuck in Your Head,2020,tt12798428,Jacob Kelly,"('Nina Maxwell', 'Jacob Kelly', 'David Encarnacion', 'Patrick Hoban')",7.3
Professor Shanku O El Dorado,2019,tt8364102,Sandip Ray,"('Raneth Tomas Barbosa', 'Ashoke Barman', 'Sadhan Bhattacharya', 'Augusto Cesar')",5.3
Spiderhead,2022,tt9783600,Joseph Kosinski,"('Chris Hemsworth', 'Miles Teller', 'Jurnee Smollett', 'Mark Paguio')",5.4
Eddie Murphy: Laugh 'Til it Hurts,2020,tt13090866,Jordan Hill,"('Diriki Mack', 'Eddie Murphy')",5.7
WJHC AM,2022,tt13449566,Vinnie Vineyard,"('Luke Walker', 'Vinnie Vineyard', 'Tracy Yaste', 'Luke Walker', 'Travis Graves')",9.4
National Anthem,2023,tt22803220,Luke Gilford,"('Charlie Plummer', 'Eve Lindley', 'Rene Rosado', 'Mason Alexander Park')",8
Coriander & A Penny's Worth of Lonesome,2019,tt10511410,Julian Grant,"('Madelaine Anderson', 'Matthew Arenson', 'Terry Bell', 'Carmine Cervi')",7.2
Savage Genesis,2020,tt12781974,Bakeeba Ruffin,"('Jimmy Black', 'Joshua Bullock', 'Rai Da King', 'Elektra')",7.3
U2: Rockumentary,2022,tt15940474,Danielle Winter,"('Bono', 'Adam Clayton', 'The Edge', 'Larry Mullen Jr.')",5.4
The Marked,2020,tt10167116,Laura Duval,"('Dari Lynn Griffin', 'Diana Boylston', 'Rebecca Collins', 'Taylor Cornist')",8.1
Roller Junkies!,2022,tt4902788,Jared Masters,"('McKenna Alvizo', 'Elizabeth Rath', 'Rylee Singer', 'Jayda Raymond')",6.2
The Road to Cabazon,2020,tt10477300,Jackson Begley,"('Chris Korkalo', 'Mark Huber', 'Lila Korkalo', 'Robert Shepherd')",6.8
Evil Deeds,2019,tt2309252,Buddy Campbell,"('Matt Spease', 'Rick Vyper', 'Lucian Xanthos', 'Matt Spease', 'Miracle Davis', 'Jonathan Nahlen')",5
Only Cloud Knows,2019,tt10564446,Xiaogang Feng,"('Xuan Huang', 'Caiyu Yang', 'Lydia Peckham', 'Fan Xu')",6
Jason Rising: A Friday the 13th Fan Film,2021,tt7798990,James Sweet,"('Kyle Vahan', 'Anna Campbell', 'Jerry Bell Jr.', 'Jason Reynolds')",6.3
Muse,2021,tt14572290,Lisa Clarkson,"('Laurie Kynaston', 'Gerald Kyd', 'Hannah Khalique-Brown', 'Jake Dunn')",9.5
Mediterranean Fever,2022,tt19785426,Maha Haj,"('Amer Hlehel', 'Ashraf Farah', 'Anat Hadid', 'Samir Elias')",6.7
Resident Evil: Reborn,2022,tt26240498,Ratlabs,"('Thissecretninja', 'Lizzie_xv_', 'Clousehands', '02Rainer')",6.7
The Novice,2021,tt11131464,Lauren Hadaway,"('Isabelle Fuhrman', 'Amy Forsyth', 'Dilone', 'Jonathan Cherry')",6.5
She Is Love,2022,tt14507160,Jamie Adams,"('Haley Bennett', 'Sam Riley', 'Marisa Abela', 'Marika Hackman')",5.6
My Dead Dad,2021,tt10773194,Fabio Frey,"('Pedro Correa', 'Raymond Cruz', 'Courtney Dietz', 'Simon Rex')",5.4
Toga,2023,tt16273842,Shaun Rose,"('Shaun Rose', 'Adrianna Rose', 'Keenan Rose', 'Damian Caldwell')",8.8
Respect,2021,tt2452150,Liesl Tommy,"('Jennifer Hudson', 'Forest Whitaker', 'Marlon Wayans', 'Tituss Burgess')",6.6
Playing with Fire,2019,tt9134216,Andy Fickman,"('John Cena', 'Keegan-Michael Key', 'John Leguizamo', 'Tyler Mane')",5.1
Only the Winds,2020,tt11210576,Karim Kassem,"('Karim Kassem', 'Zeinab Hind Khadra', 'Fouad Mahouly', 'Lyne Ramadan')",8.8
The Last Frankenstein,2021,tt8350100,David Weaver,"('William Barnet', 'Jana Szabela', 'Keelie Sheridan', 'Michael Wetherbee')",7.4
Parasite,2019,tt6751668,Bong Joon Ho,"('Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-sik')",8.5
Making the Day,2021,tt11872668,Michael Canzoniero,"('Dan Fogler', 'Steven Randazzo', 'Juliette Bennett', 'Dwayne Hill')",9
Obstáculos Orgullo Y Recompensa,2019,tt10014616,John Lopez,"('Christian Patricio Argüello Villalba', 'Leonardo Castro', 'Julian Cordoba', 'Richard Cruz Fuentes')",7.4
Mahalle,2022,tt19816888,Inan Altin,"('Melek Tanker', 'Izzet Baslak', 'Serdar Orçin', 'Selma Altin')",-
Provo,2022,tt15836488,Emma Thatcher,"('Owais Ahmed', 'Pam Asen', 'Michael Brackney', 'Peter Briggs')",7.3
Impractical Jokers: The Movie,2020,tt9208444,Chris Henchy,"('Paula Abdul', 'Joe Gatto', 'James Murray', 'Brian Quinn')",5.8
Room for Rent,2019,tt6747818,Tommy Stovall,"('Lin Shaye', 'Oliver Rayon', 'Valeska Miller', 'Ryan Ochoa')",5.3
A Picture with Yuki,2019,tt4291014,Lachezar Avramov,"('Kiki Sugino', 'Ruscen Vidinliev', 'Dimiter D. Marinov', 'Serafim Todorov')",6.7
Composure,2022,tt21840946,Matthew Festle,"('Matt Leal', 'Jackson Turner', 'Vincent M. Ward', 'Corrinne Mica', 'Zera Lynd')",6.5
I'll Never Forget My High School Friends,2020,tt11377484,Sam Ashurov,"('Raza Rizvi', 'Anahita Monfared', 'Marco Bermudez', 'Noah Pyzik', 'Michael Kishon')",8.6
Mutiny of the Red Water,2021,tt10274124,Liam Gartland Emond,"('Michelle March', 'Liam Gartland Emond', 'Emanuelle Esther Aubin Desousa', 'Claudio Marchetti')",8
I Scream on the Beach!,2020,tt5700676,Alexander Churchyard,"('Michael Holiday', 'Hannah Paterson', 'Dani Thompson', 'Reis Daniel', 'Jamie Evans')",6.2
Don't Tear Yourself Apart,2022,tt14444186,P. Tavares,"('Chelsea J. Smith', 'Matt Standley', 'Luis Carazo', 'Amira Gray')",9.2
Hubie Halloween,2020,tt10682266,Steven Brill,"('Adam Sandler', 'Kevin James', 'Julie Bowen', 'Ray Liotta')",5.2
Remember This,2022,tt13614418,Derek Goldman,"('Jeff Hutchens', 'David Strathairn')",9
Funny Face,2020,tt11638942,Tim Sutton,"('Cosmo Jarvis', 'Dela Meskienyar', 'Barzin Akhavan', 'Jeremy Bobb')",5.2
Dreams of Las Vegas,2021,tt3485968,Per Anders Nilsson,"('Pernilla Eriksson', 'Carl Netterberg', 'Victor Dohlsten', 'Daisy Kosmider')",7.1
The Musical: Welcome to the Night of Your Lives!,2023,tt23668124,Nour Ardakani,"('Josh Beauchamp', 'Zane Carter', 'Savannah Clarke')",9.6
Dune,2021,tt1160419,Denis Villeneuve,"('Timothée Chalamet', 'Rebecca Ferguson', 'Zendaya', 'Oscar Isaac')",8
All-In Madonna,2020,tt13385234,Arnold Lim,"('Melanie Rose Wilson', 'Adam Lolacher', 'Celine Stubel', 'James Drew Dean')",8.9
Bayou Tales,2019,tt2340554,David DuBos,"('Kim Baptiste', 'Roger Bart', 'Neil Brown Jr.', 'Ian Casselberry')",5.5
