Title,Year,Movie ID,Director,Stars,Votes
The Rising Place,2001,tt0201020,Tom Rice,"('Liam Aiken', 'Frances Fisher', 'Alice Drummond', 'Frances Sternhagen')",6.4
After Tomorrow,2005,tt0429542,David M. McLoughlin,"('Anna Amoroso', 'Cascy Beddow', 'Madison Graie', 'Rob deLeeuw')",7.6
Mécanix,2003,tt0427580,Rémy M. Larochelle,"('Stéphane Bilodeau', 'Julie-Anne Côté', 'Philippe Chabot')",6.3
Every Secret Thing,2005,tt0460788,Lou Volpe,"('Mark DeWhitt', 'Judith Baldwin', 'Dawn Carroll', 'Robin Raedeke')",7.5
The Prototype,2005,tt1424715,Christopher Cantwell,"('Zoe Jarman', 'Peter Monro', 'Sean Bury', ""Kelly O'Neil Jackson"")",7.8
Sweet Underground,2004,tt0447702,Dorsay Alavi,"('Cindy Lou Adkins', 'Michael Angelo', 'Seymour Cassel', 'Alex Demir')",8.4
15 Minute Death,2003,tt0388664,Jessie Wallace,"('Bessie Gian', 'Jeff Gruich', 'PJ Lazic')",6.2
Macbeth,2003,tt0411618,Bryan Enk,"('Peter B. Brown', 'Moira Stone', 'Yuri Lowenthal', 'Bob Brader')",6.9
Elevator Movie,2004,tt0400399,Zeb Haradon,"('Zeb Haradon', 'Robin Ballard', 'Alissa Hooper', 'Andrew Hibbard')",5.5
Red Betsy,2003,tt0284426,Chris Boebel,"('Alison Elliott', 'Leo Burmester', 'Lois Smith', 'Chad Lowe')",7.2
A Simple Midwest Story,2001,tt0433694,Blake Eckard,"('Alec Jennings', 'Nathan Marticke', 'David Blair', 'Kristy Berry')",8.2
Titan A.E.,2000,tt0120913,Don Bluth,"('Gary Goldman', 'Matt Damon', 'Drew Barrymore', 'Bill Pullman', 'Jim Breuer')",6.6
New Best Friend,2002,tt0191074,Zoe Clarke-Williams,"('Taye Diggs', 'Dominique Swain', 'Mia Kirshner', 'Meredith Monroe')",5.2
The In-Laws,2003,tt0356736,Justin Kelly,"('Glen McDonald', 'Glen McDonald', 'Adam Bramble', 'Diane Hollingsworth', 'Daveed Louza')",6
Circuit,2001,tt0218107,Dirk Shafer,"('Jonathan Wade-Drahos', 'Andre Khabbazi', 'Brian Lane Green', 'Kiersten Warren')",5.6
Paradise Found,2003,tt0287624,Mario Andreacchio,"('Kiefer Sutherland', 'Nastassja Kinski', 'Alun Armstrong', 'Thomas Heinze')",5.7
Bokshu the Myth,2003,tt0313307,Shyamaprasad,"('Nandana Sen', 'Heather Prete', 'Vineeth', 'Steven Berkoff')",8.3
The Battle of Shaker Heights,2003,tt0357470,Efram Potelle,"('Kyle Rankin', 'Shia LaBeouf', 'Elden Henson', 'Amy Smart', 'Anson Mount')",6
Sirens of the Deep,2000,tt0207271,Steve Wang,"('Fergie', 'Jason David Frank', 'Brad Hawkins', 'Stefanie Ridel')",6.2
Touch & Go,2003,tt0367159,Scott Simpson,"('Jeff Douglas', 'Patricia Zentilli', 'Stephen Sharkey', 'Cassie MacDonald')",5.4
Rubbadubbers: Here Come the Rubbadubbers,2005,tt2554024,N/A,(),6.4
Munich,2005,tt0408306,Steven Spielberg,"('Eric Bana', 'Daniel Craig', 'Marie-Josée Croze', 'Ciarán Hinds')",7.5
Mobsters and Mormons,2005,tt0439707,John E. Moyer,"('Mark DeCarlo', 'Jeanette Puhich', 'Clayton Taylor', 'Scott Christopher')",6.1
Don't Tell,2005,tt0443446,Cristina Comencini,"('Giovanna Mezzogiorno', 'Luigi Lo Cascio', 'Alessio Boni', 'Stefania Rocca')",6.4
Hainan ji fan,2004,tt0383388,Kenneth Bi,"('Sylvia Chang', 'Martin Yan', 'Mélanie Laurent', 'LePham Tan')",6.4
Sum tak zwany olimpijczyk,2001,tt2064940,Bartosz Walaszek,"('Lukasz Walaszek', 'Bartosz Walaszek', 'Krzysztof Zelazko', 'Lukasz Walaszek', 'Piotr Paraska')",7.2
World on Fire,2005,tt0496441,Donald Likovich,"('Richard Anders', 'Lori Enterline', 'Jim Hendren', 'Kris Kamm')",7.4
Brooklyn Lobster,2005,tt0401591,Kevin Jordan,"('Danny Aiello', 'Jane Curtin', 'Daniel Sauli', 'Marisa Ryan')",6.4
Tea Cakes or Cannoli,2000,tt0207782,Francine Pellegrino,"('Chad Bartulis', 'Susanne Calabrese', 'Conor Dubin', 'John Fiore')",6.2
Everything Is Illuminated,2005,tt0404030,Liev Schreiber,"('Elijah Wood', 'Eugene Hutz', 'Boris Lyoskin', 'Jonathan Safran Foer')",7.4
Divergence,2005,tt0455195,Benny Chan,"('Aaron Kwok', 'Ekin Cheng', 'Daniel Wu', 'Angelica Lee')",5.9
A Lousy 10 Grand,2004,tt0435692,Kelly Monteith,"('Kelly Monteith', 'Bill Kirchenbauer', 'Teresa Ganzel', ""Ahna O'Reilly"")",5.8
South West 9,2001,tt0297403,Richard Parry,"('Wil Johnson', 'Stuart Laing', 'Mark Letheren', 'Amelia Curtis')",5.7
Agent Sinikael,2002,tt0367480,Marko Raat,"('Mait Malmsten', 'Kersti Heinloo', 'Florian Feigl', 'Andrus Vaarik')",5.1
Other People's Mirrors,2004,tt0465554,Kristie Alshaibi,"('Ceven Knowles', 'Paul A. Storiale', 'Echo Transgression', 'Nick Zedd')",5.8
Christmas Child,2004,tt0346750,Bill Ewing,"('Bart Gavigan', 'William R. Moses', 'Tonya Bordeaux', 'Steven Curtis Chapman', 'Megan Follows')",6.2
Suspicious River,2000,tt0219333,Lynne Stopkewich,"('Molly Parker', 'Callum Keith Rennie', 'Katie Keating', 'Joel Bissonnette')",5.7
Lung do kei yuen,2005,tt0327660,Antony Szeto,"('Karen Mok', 'Daniel Wu', 'Stephen Fung', 'Sandra Kwan Yue Ng')",5.1
Lonestar Cowboy,2003,tt0383473,Jon Riley,"('Johnny Keatth', 'Luke Davis', 'Mary Magara', 'Alicia McCutcheon')",7.5
Taylor,2005,tt0455715,Mark Roemmich,"('Chrissy Bennett', 'David Bowser', 'Madison Bright', 'Scarlett Chorvat')",6.1
Double Vision,2002,tt0284066,Kuo-Fu Chen,"('Tony Ka Fai Leung', 'David Morse', 'Rene Liu', 'Leon Dai')",6.4
Rock & Roll Eulogy,2004,tt0433443,Zach Clark,"('Maggie Ross', 'Karrie Crouse', 'Martha Stephens', 'Katharine Trask')",7.7
Envying Alice,2004,tt0487024,Aaron Covich,"('Colby Hanik', 'Jeremy Curran', 'Jessica May', 'Jake Metiva', 'Jenny Joy')",8.2
The Crooked Mile,2001,tt0272563,Stephen Kane,"('Dayna McKiernan', 'Alan Smyth', 'Clelia Murphy', 'Pat McGrath')",5.4
Frágil,2004,tt0438042,Juanma Bajo Ulloa,"('Muriel', 'Julio Perillán', 'Violaine Estérez', 'Lidia Navarro')",5.7
Treasure,2005,tt0482619,Gabriel Nussbaum,"('Kae DeCotiis', 'Elizabeth Newcomer', 'Gabriel Nussbaum', 'Colby Trane')",8
Indigo,2003,tt0379322,Stephen Deutsch,"('Charlie Bass', 'Rodney Blake', 'Dane Bowman', 'Danforth Comins')",5
Exiles in Paradise,2001,tt0301280,Wesley Lowe,"('Dmitri S. Boudrine', 'Benita Ha', 'JR Bourne', 'Tatiana Chekhova')",6.9
Indocumentados,2004,tt0439217,Leonardo Ricagni,"('Marlene Forte', 'Paul Calderon', 'Robert LuPone', 'Sarita Choudhury')",9.5
Wooly Boys,2001,tt0268040,Leszek Burzynski,"('Peter Fonda', 'Kris Kristofferson', 'Joseph Mazzello', 'Keith Carradine')",6.1
Little Men,2005,tt0395197,Trey Lineberger,"('Vincent Vittorio', 'Devon Gearhart', 'Tyler Ross', 'Daniel Samonas', 'Brooke Horn')",7.9
Scarlet Diva,2000,tt0218581,Asia Argento,"('Asia Argento', 'Jean Shepard', 'Herbert Fritsch', 'Gianluca Arcopinto')",5
Tomorrow,2005,tt0861366,Alastair Clayton,"('Linda Barclay', 'Teon Blake', 'Mike Busson', 'Alastair Clayton')",7.8
Ma mère,2004,tt0381392,Christophe Honoré,"('Isabelle Huppert', 'Louis Garrel', 'Emma de Caunes', 'Joana Preiss')",5
Redemption,2004,tt0404362,Jose H. Garofalo,"('Richard Antonio', 'Michelle Asselin', 'Racheal Blankenbaker', 'W. Paul Bodie')",6.9
Uttarer Khep,2000,tt5660850,Shahjahan Chowdhury,"('Champa', 'Manna', 'Anowara', 'Pijush Bandyopadhyay')",6.5
Piggie,2003,tt0368146,Alison Bagnall,"('Robert John Burke', 'Claire Elizabeth Davies', 'Ty-Ranne Grimstad', 'Savannah Haske')",6.6
Road Dogz,2002,tt0210953,Alfredo Ramos,"('Clifton Collins Jr.', 'Greg Serano', 'Jacob Vargas', 'Lobo Sebastian')",5.4
Keep Your Distance,2005,tt0337656,Stu Pollard,"('Gil Bellows', 'Jennifer Westfeldt', 'Christian Kane', 'Kim Raver')",5.1
Getting the Dirt on Trish,2001,tt0322403,Sue Brown,"('Sue Brown',)",5.6
I'll Wave Back,2000,tt0301479,Jefferson Davis,"('Matt Letscher', 'Christian Craft', 'Rusty Schwimmer', 'Randy Travis')",6
Sum of Existence,2005,tt0399706,Jon Cohen,"('Brooke Anderson', 'Simone Kessell', 'Josh Picker', 'Angela Carmichael')",6
Antwone Fisher,2002,tt0168786,Denzel Washington,"('Denzel Washington', 'Derek Luke', 'Joy Bryant', 'Malcolm David Kelley')",7.3
Morvern Callar,2002,tt0300214,Lynne Ramsay,"('Samantha Morton', 'Kathleen McDermott', 'Linda McGuire', 'Paul Popplewell')",6.7
Laurel Canyon,2002,tt0298408,Lisa Cholodenko,"('Frances McDormand', 'Alessandro Nivola', 'Christian Bale', 'Kate Beckinsale')",6.4
Making Waves,2004,tt0418851,Nicolas van Pallandt,"('Robert Hardy', 'Craig Henderson', 'Susie Benton', 'Martin Forsström')",5.9
Bill the Intern,2003,tt0330061,Will Hess,"('Kevin Seldon', 'Elizabeth Anne Allen', 'Mark Ehrlich', 'Kaden Graves')",6.5
Holy Lola,2004,tt0384177,Bertrand Tavernier,"('Jacques Gamblin', 'Isabelle Carré', 'Bruno Putzulu', 'Lara Guirao')",6.5
Complicity,2000,tt0188518,Gavin Millar,"('Jonny Lee Miller', 'Brian Cox', 'Keeley Hawes', 'Paul Higgins')",5.8
Journey: 2001,2001,tt13309722,Josh Adams,"('Kate Ferris', 'Dave Neugebauer', 'Steve Augeri', 'Jonathan Cain', 'Deen Castronovo', 'Journey')",6.6
The 3 Little Wolfs,2001,tt0374475,Joey Craine,"('Tovah Feldshuh', 'Steve Jasgur', 'Rusty Thrasher', 'Jason Butler Harner')",7.1
The Princess Diaries 2: Royal Engagement,2004,tt0368933,Garry Marshall,"('Anne Hathaway', 'Callum Blue', 'Julie Andrews', 'Hector Elizondo')",5.8
Oliver Twist,2005,tt0380599,Roman Polanski,"('Barney Clark', 'Ben Kingsley', 'Jeremy Swift', 'Ian McNeice')",6.8
Tortilla Soup,2001,tt0255653,Maria Ripoll,"('Hector Elizondo', 'Jacqueline Obradors', 'Tamara Mello', 'Jude Herrera')",6.7
Harrison's Flowers,2000,tt0216799,Élie Chouraqui,"('Andie MacDowell', 'Scott Anton', 'Elias Koteas', 'Brendan Gleeson')",7.1
House of Wax,2005,tt0397065,Jaume Collet-Serra,"('Chad Michael Murray', 'Paris Hilton', 'Elisha Cuthbert', 'Brian Van Holt')",5.4
Sinbad: Legend of the Seven Seas,2003,tt0165982,Patrick Gilmore,"('Tim Johnson', 'Brad Pitt', 'Catherine Zeta-Jones', 'Joseph Fiennes', 'Michelle Pfeiffer')",6.7
Loudmouth Soup,2005,tt0475328,Adam Watstein,"('Nancy Bell', 'Kevin Chamberlin', 'Melanie Chapman', 'Joe Mellis')",7.6
A Home for the Bullets,2005,tt0443535,S.N. Sibley,"('Ken Mood', 'William Scott Johnson', 'Connor McFadyen', 'Mj Dixon')",6.8
Being Considered,2000,tt0204885,Jonathan Newman,"('James Dreyfus', 'Tom Farrelly', 'Tania Levey', 'Adam Levy')",5.7
Random Acts,2001,tt0216994,Angela Garcia Combs,"('Victoria Foyt', 'James Darren', 'Larry Manetti', 'Melody Krell')",6.4
Bug,2002,tt0277615,Phil Hay,"('Matt Manfredi', 'John Carroll Lynch', 'Segun Ajaga', 'Megan Cavanagh', 'Grant Heslov')",7.1
Camp: The Movie,2002,tt0373740,Brigner,"('Mickey Arduini', 'Joe Byrum', 'David Groves', 'Patrick Hawker')",6.5
Lost Soul,2002,tt0349748,Anthony Duva,"('Christine Girouad', 'Anthony Duva', 'Bridget Eden', 'Lisa Barca')",6.1
Broken,2005,tt0859597,Jay Hollinsworth,"('Paul Phipps', 'Dick Boland', 'Carolyn Camburn', 'John Thudium')",8.4
Nayee Padosan,2003,tt0362902,B.H. Tharun Kumar,"('Vikas Kalantri', 'Anuj Sawhney', 'Aslam Khan', 'Mahek Chahal')",5.5
Destiny 101,2002,tt1893221,Anthony Fiore,"('Joseph Neibich', 'David Gorgie', 'Dillon Morgan Silver', 'Anna Griffin')",8.4
One of the Hollywood Ten,2000,tt0234393,Karl Francis,"('Jeff Goldblum', 'Greta Scacchi', 'Ángela Molina', 'Christopher Fulford')",6.2
Adam & Paul,2004,tt0419420,Lenny Abrahamson,"('Tom Murphy', ""Mark O'Halloran"", 'Gavin Dowdall', 'Luke Keeler')",7.1
Mitr: My Friend,2002,tt0292113,Revathi,"('Shobana', 'Nassar Abdulla', 'Preeti Vissa', 'Matt Phillips')",6.8
Road,2005,tt0347884,Leslie McCleave,"('Catherine Kellner', 'Ebon Moss-Bachrach', 'James Urbaniak', 'Peter Appel')",6.7
Looney Tunes: Back in Action,2003,tt0318155,Joe Dante,"('Eric Goldberg', 'Brendan Fraser', 'Jenna Elfman', 'Steve Martin', 'Heather Locklear')",5.8
Fragile,2005,tt0422272,Jaume Balagueró,"('Calista Flockhart', 'Richard Roxburgh', 'Elena Anaya', 'Gemma Jones')",6
Muhammad: The Last Prophet,2002,tt0430377,Richard Rich,"('Nicholas Kadi', 'Richard Epcar', 'Eli Allem', 'David Llewellyn')",7.5
Everything's Wonderful,2003,tt0436289,Skip Schwink,"('Skip Schwink', 'Andi Shrem', 'Dave Wright', 'Kym Perfetto')",6.6
Lost Zweig,2002,tt0300153,Sylvio Back,"('Rüdiger Vogler', 'Ruth Rieser', 'Ney Piacentini', 'Claudia Neto')",6.6
Freeze Me,2000,tt0266555,Takashi Ishii,"('Harumi Inoue', 'Shingo Tsurumi', 'Kazuki Kitamura', 'Shunsuke Matsuoka')",6.2
Blind Horizon,2003,tt0337881,Michael Haussman,"('Val Kilmer', 'Neve Campbell', 'Sam Shepard', 'Noble Willingham')",5.5
Chicken Little,2005,tt0371606,Mark Dindal,"('Zach Braff', 'Joan Cusack', 'Garry Marshall', 'Don Knotts')",5.7
Cast Away,2000,tt0162222,Robert Zemeckis,"('Tom Hanks', 'Helen Hunt', 'Paul Sanchez', 'Lari White')",7.8
The Luau,2005,tt0258901,Barry Bowles,"('Brian Hooks', 'Maia Campbell', 'Troy Winbush', 'Faizon Love')",5.4
Sabotage!,2000,tt0230718,Esteban Ibarretxe,"('Jose Miguel Ibarretxe', 'David Suchet', 'Stephen Fry', 'Dominique Pinon', 'Alexandra Vandernoot')",5.1
Christmas with the Kranks,2004,tt0388419,Joe Roth,"('Tim Allen', 'Jamie Lee Curtis', 'Dan Aykroyd', 'M. Emmet Walsh')",5.4
Cheap,2005,tt1557182,Brad Jones,"('David Gobble', 'Brad Jones', 'Carrie Jo Stucki', 'Jessica Stone')",6.8
Pororo to the Cookie Castle,2004,tt7604438,Kim Hyun-Ho,"('Sun Lee', 'Su Jung Ham', 'Hwan Chin Kim', 'So-Young Hong')",6.2
I Dreamed of Africa,2000,tt0167203,Hugh Hudson,"('Kim Basinger', 'Vincent Perez', 'Liam Aiken', 'Garrett Strommen')",5.5
Stuck,2002,tt0316701,Lindsay Bourne,"('JR Bourne', 'Fred Henderson', 'Courtney Kramer', 'Amanda Tapping')",7.4
O,2001,tt0184791,Tim Blake Nelson,"('Mekhi Phifer', 'Julia Stiles', 'Martin Sheen', 'Josh Hartnett')",6.1
Terrorists,2004,tt0426597,Jay Martel,"('Ian Roberts', 'Jason Mantzoukas', 'Jessica St. Clair', 'Bobby Tisdale')",6
Kwik Stop,2001,tt0212292,Michael Gilio,"('Michael Gilio', 'Lara Phillips', 'Rich Komenich', 'Karin Anglin')",6.7
Urbania,2000,tt0182508,Jon Shear,"('Dan Futterman', 'Scott Denny', 'Paige Turco', 'Sam Ball')",6.9
Punch-Drunk Love,2002,tt0272338,Paul Thomas Anderson,"('Adam Sandler', 'Emily Watson', 'Philip Seymour Hoffman', 'Jason Andrews')",7.3
Acapulco Gold,2004,tt0423800,André Forcier,"('Dor Cartier', 'Mark Krasnoff', 'Julie Maillot', 'Michel Maillot')",7
Nothing Like Dreaming,2004,tt0299075,Nora Jacobson,"('Morgan Bicknell', 'George Woodard', 'Sue Ball', 'Siri Baruc')",7.6
Balas & Bolinhos - O Regresso,2004,tt0414851,Luis Ismael,"('Jorge Neto', 'Luis Ismael', 'J.D. Duarte', 'João Pires')",6.8
Enemy at the Gates,2001,tt0215750,Jean-Jacques Annaud,"('Jude Law', 'Ed Harris', 'Joseph Fiennes', 'Rachel Weisz')",7.5
One Week,2000,tt0258854,Carl Seaton,"('Kenny Young', 'Saadiqa Muhammad', 'Eric Lane', 'Milauna Jackson')",6.4
The Last Minute,2001,tt0275468,Stephen Norrington,"('Max Beesley', 'Emily Corrie', 'Tom Bell', 'Ciarán McMenamin')",5.7
Vampire Blvd.,2004,tt0396916,Scott Shaw,"('Scott Shaw', 'Kevin Thompson', 'Joe Estevez', 'Tusdi Rodriguez')",6.6
Gone in 60 Seconds,2000,tt0187078,Dominic Sena,"('Nicolas Cage', 'Angelina Jolie', 'Giovanni Ribisi', 'T.J. Cross')",6.5
Rats and Rabbits,2000,tt0179677,Lewis Furey,"('Paul Ahmarani', 'Carole Laure', 'Nigel Bennett', 'Andrew Tarbet')",5
Makibefo,2001,tt0276313,Alexander Abela,"('Martin Zia', 'Neoliny Dety', 'Gilbert Laumord', 'Victor Raobelina')",7.5
The Good Girl,2002,tt0279113,Miguel Arteta,"('Jennifer Aniston', 'Jake Gyllenhaal', 'Deborah Rush', 'Mike White')",6.4
The Evil,2003,tt0352330,Giuseppe Cristiano,"('Tomas Grahl', 'Henrietta Helldin', 'Fredrik Hiller', 'Andreas Liljeholm')",6.1
The Raspberry Reich,2004,tt0390418,Bruce La Bruce,"('Susanne Sachße', 'Daniel Bätscher', 'Andreas Stich', 'Dean Monroe')",5.1
He Died with a Felafel in His Hand,2001,tt0172543,Richard Lowenstein,"('Noah Taylor', 'Emily Hamilton', 'Romane Bohringer', 'Sophie Lee')",7
Myron's Movie,2004,tt0406085,Maggie Soboil,"('Miles Markus', 'Robin Dearden', 'Michael Bryan French', 'Orson Bean')",6.8
Cross My Heart,2003,tt0343554,Avie Luthra,"('Pushpinder Chani', 'Omid Djalili', 'Saeed Jaffrey', 'Sophie Okonedo')",6.1
Mary,2005,tt0425236,Abel Ferrara,"('Juliette Binoche', 'Forest Whitaker', 'Matthew Modine', 'Heather Graham')",5.7
Demonlover,2002,tt0284034,Olivier Assayas,"('Connie Nielsen', 'Gina Gershon', 'Chloë Sevigny', 'Charles Berling')",5.9
Relative Evil,2001,tt0280456,Tanya Wexler,"('Jonathan Tucker', 'Jennifer Tilly', 'David Strathairn', 'Dan Moran')",5.8
Sunday on the Rocks,2004,tt0398348,Joe Morton,"('Suzzanne Douglas', 'Ryan Heide', 'Cady Huffman', 'Amiee Turner')",6.4
Nemmeno il destino,2004,tt0435224,Daniele Gaglianone,"('Mauro Cordella', 'Fabrizio Nicastro', 'Giuseppe Sanna', 'Lalli')",7
Mambo Italiano,2003,tt0330602,Émile Gaudreault,"('Luke Kirby', 'Peter Miller', 'Ginette Reno', 'Paul Sorvino')",6.7
Dog Story,2000,tt0139159,Jian Hong Kuo,"('Adam Golomb', 'Maria Cina', 'Lyle Schwarz', 'Kevin Cahill')",7.7
Falling Like This,2001,tt0266529,Dani Minnick,"('Brian Vaughan', 'Megan Wilson', 'Elizabeth Ruscio', 'Colin MacDonald')",6.1
Rush Hour 2,2001,tt0266915,Brett Ratner,"('Jackie Chan', 'Chris Tucker', 'John Lone', 'Ziyi Zhang')",6.6
Lustre,2005,tt0363779,Art Jones,"('Victor Argo', 'Jordan Lage', 'Gordon Joseph Weiss', 'John Hoyt')",6.5
Girl with a Pearl Earring,2003,tt0335119,Peter Webber,"('Scarlett Johansson', 'Colin Firth', 'Tom Wilkinson', 'Judy Parfitt')",6.9
Say I Do,2003,tt0367009,Ron Vignone,"('David Bel Ayche', 'Samuel Bliss Cooper', 'Don O. Knowlton', 'Benjamin Koldyke')",7.4
Touched,2005,tt0425548,Timothy Scott Bogart,"('Jenna Elfman', 'Randall Batinkoff', 'Samantha Mathis', 'Bruce Davison')",6
Love in the Time of Money,2002,tt0292501,Peter Mattei,"('Vera Farmiga', 'Domenick Lombardozzi', 'Jill Hennessy', 'Malcolm Gets')",5.4
Inspector Kiran,2004,tt0805331,Yash,"('Milind Gunaji', 'Nirmal Pandey', 'Neena Kulkarni', 'Abhay Bhargava')",5.4
Goodbye Hello,2005,tt0462315,Jonathan Heidelberger,"('Kalin Arsov', 'Francisco Fagan', 'Peter Gaitandjiev', 'Radjaii Hezus')",7.8
Everyone's Got One,2005,tt0488830,Garth Donovan,"('Garth Donovan', 'Savann Donovan', 'Michael Leo Judge', 'Erica Morales')",8.3
Stained Memories,2003,tt0417162,Jeffery Morgan,"('Drew Atkins', 'Jill Barnett', 'Megan Boogaard', 'Amanda Brannan')",6.2
National Security,2003,tt0271668,Dennis Dugan,"('Martin Lawrence', 'Steve Zahn', 'Colm Feore', 'Bill Duke')",5.6
Better Than Sex,2000,tt0236019,Jonathan Teplitzky,"('David Wenham', 'Susie Porter', 'Kris McQuade', 'Simon Bossell')",6.3
Converge: The Long Road Home,2003,tt6547020,Jacob Bannon,"('Zach Merck', 'Kurt Ballou', 'Jacob Bannon', 'Damon Bellorado', 'Stephen Brodsky')",8.8
Downtown: A Street Tale,2004,tt0309531,Rafal Zielinski,"('Joey Dedio', 'Eliud Figueroa', 'Geneviève Bujold', 'John Savage')",5.9
Drum,2004,tt0379765,Zola Maseko,"('Taye Diggs', 'Gabriel Mann', 'Tumisho Masha', 'Moshidi Motshegwa')",6.4
George and the Dragon,2004,tt0306892,Tom Reeve,"('James Purefoy', 'Piper Perabo', 'Patrick Swayze', 'Michael Clarke Duncan')",5.6
The Fittest,2004,tt0372919,Jeff Crook,"('Josh Crook', 'Jason Madera', 'Angela Grant', 'Christina Caparoula', 'Chris Ferry')",6.4
Swindle,2002,tt0190938,K.C. Bascombe,"('Tom Sizemore', 'Sherilyn Fenn', 'David Foley', 'Conrad Pla')",5.4
Blood: The Last Vampire,2000,tt0275230,Hiroyuki Kitakubo,"('Yûki Kudô', 'Saemi Nakamura', 'Joe Romersa', 'Stuart Robinson')",6.6
Chestnut: Hero of Central Park,2004,tt0387925,Robert Vince,"('Makenzie Vega', 'Abigail Breslin', 'Christine Tucci', 'Louis Ferreira')",5.7
Bang Bang You're Dead,2002,tt0288439,Guy Ferland,"('Tom Cavanagh', 'Ben Foster', 'Randy Harrison', 'Janel Moloney')",7.8
"Live by the Sword, Die by the Sword",2005,tt3418214,Kue Lee,"('Kue Lee',)",7.4
The Gatekeeper,2002,tt0309622,John Carlos Frey,"('John Carlos Frey', 'Michelle Agnew', 'Anne Betancourt', 'Joel Brooks')",5.1
White Knuckles,2004,tt0466404,Leo Scherman,"('Leif Anderson', 'Lawrence Bayne', 'William Colgate', 'Philip Craig')",7.2
Speilburgh,2004,tt0435745,Andrew Zehner,"('Grant Bhyron', 'Devon Marcel Clark III', 'Lou Consolo', 'Madeline Gainers')",7
The Brainiacs.com,2000,tt0244437,Blair Treu,"('Michael Angarano', 'Kevin Kilner', 'Kevin Jamal Woods', 'Vanessa Zima')",5.2
The Good Thief,2003,tt0295284,R.T. Herwig,"('Christopher Kadish', 'James J. Christy', 'Hannah Dalton', 'David Bailey')",5.3
Deliver Us from Eva,2003,tt0301181,Gary Hardwick,"('Gabrielle Union', 'LL Cool J', 'Essence Atkins', 'Duane Martin')",6
Sam the Man,2001,tt0196068,Gary Winick,"('Fisher Stevens', 'Annabella Sciorra', 'Alex Porter', 'John Slattery')",5
Nobody Needs to Know,2003,tt0249846,Azazel Jacobs,"('Tricia Vessey', 'Liz Stauber', 'Alvin Seme', 'Matt Boren')",5.7
Finding Nemo,2003,tt0266543,Andrew Stanton,"('Lee Unkrich', 'Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe')",8.2
Lift,2001,tt0246037,DeMane Davis,"('Khari Streeter', 'Kerry Washington', 'Lonette McKee', 'Eugene Byrd', 'Barbara Montgomery')",6.2
The Million Dollar Hotel,2000,tt0120753,Wim Wenders,"('Jeremy Davies', 'Milla Jovovich', 'Mel Gibson', 'Jimmy Smits')",5.7
All God's Creatures,2002,tt0321133,Bryan Curb,"('Eliana Alexander', 'Granville Ames', 'Shaun Cozzens', 'Ben Feuer')",7.7
Heist,2001,tt0252503,David Mamet,"('Gene Hackman', 'Rebecca Pidgeon', 'Danny DeVito', 'Delroy Lindo')",6.5
Drivers Wanted,2005,tt0385666,T. Lee Beideck,"('David Sirk', 'Brian Osborne', 'Dave Spiecher', 'Sal Amaury Batista')",6.9
The Zookeeper,2001,tt0231001,Ralph Ziman,"('Sam Neill', 'Gina McKee', 'Ulrich Thomsen', 'Om Puri')",6.8
Moonglow,2000,tt0211526,Dennis Christianson,"('Joe Moore', ""Milo O'Shea"", 'Ione Skye', 'Joanna Cassidy')",7.3
