Title,Year,Movie ID,Director,Stars,Votes
Colin Hearts Kay,2010,tt1473179,Sebastian Conley,"('Noah Starr', 'Emily Chang', 'Mellini Kantayya', 'Abraham De Funes')",7.4
True Stories: The Trials of Amanda Knox,2010,tt1476412,Garfield Kennedy,"('Luciano Miele',)",7.8
Ocean State,2010,tt1836876,Ted Ryan,"('Meghan Coonan', 'Keith Jordan', 'Jerry Kaplan', 'Rebecca Reit')",7.9
The Dirty Picture,2011,tt1954206,Silk Smitha,"('Milan Luthria', 'Vidya Balan', 'Emraan Hashmi', 'Tusshar Kapoor', 'Naseeruddin Shah')",6.6
I'm Santana: The Movie,2012,tt2210683,Roger Alexis,"('Roger Alexis', 'Karryssa Babwah', 'Gyasi Gonzales', 'Kevin Maturine')",7.5
Im Alter von Ellen,2010,tt1468721,Pia Marais,"('Jeanne Balibar', 'Stefan Stern', 'Georg Friedrich', 'Julia Hummer')",5.9
Unconditional,2012,tt1758610,Brent McCorkle,"('Lynn Collins', 'Michael Ealy', 'Bruce McGill', 'Kwesi Boakye')",7.1
Saudade?,2012,tt2298441,Demetrius Wren,"('Christina Wren', 'Adam David Thompson', 'Nia Fairweather', 'Karis Danish')",7.3
Tokeasy,2012,tt2305009,Wally Wallace,"('Sean Williams', 'Joshua Ray', 'Chaz Grundy', 'Scott Jones', 'Arthur Martinez')",7.8
How I Killed My Roommate... And Got Away with It,2012,tt2061695,Lanier Westmoreland,"('James Ciccone', 'Steven Collins', 'Roop Gangu', 'Jane Hilfiger')",8.2
Point Pleasant,2011,tt1986103,Gregory W. Brock,"('James William Smith', 'Levi Brandenburg', 'Shauna Tackett', 'Brad Ulery', 'Ronica Jones')",5.2
Leaves of Grass,2009,tt1151359,Tim Blake Nelson,"('Edward Norton', 'Keri Russell', 'Henry Max Nelson', 'Lucy DeVito')",6.4
Pain Love & Passion,2012,tt2561130,Dahiana Torres,"('Derek McLaurin', 'Maria Betance', 'Alexis Diaz', 'Eric W. Espinosa')",8.2
Rubberneck,2012,tt2292903,Alex Karpovsky,"('Alex Karpovsky', 'Jaime Ray Newman', 'Dennis Staroselsky', 'Amanda Good Hennessey')",5.3
Wish You Were Here,2012,tt1684925,Kieran Darcy-Smith,"('Joel Edgerton', 'Teresa Palmer', 'Felicity Price', 'Antony Starr')",5.9
I Am Not Your Friend,2009,tt1339131,György Pálfi,"('Zsófia Ruttkay', 'Attila Réthly', 'István Szülek', 'Gyöngyvér Országh', 'Corbisier Kim', 'Kamilla Fátyol')",6.3
The Lowborn,2009,tt1482941,Matt Hewitt,"('Ryan Abernathy', 'Travis John Adams', 'Frankie Alvarez', 'Nate Bernot')",5.4
The Things We Carry,2009,tt1109642,Ian McCrudden,"('Alyssa Lobit', 'Catherine Kresge', 'Alexis Rhee', 'Daniel Zacapa')",6.6
The City,2009,tt1615084,James Vogel,"('Matt Franta', 'Heather Amos', 'Warren Anderson', 'Sasha Andreev')",7.7
Open Diaries,2009,tt1496826,Sasha A. Schriber,"('Peter A. Schriber', 'Jenny Abel', 'Santana Alexis', 'Tracy Beemer', 'Kris Carter')",6
Zoo,2012,tt2215801,Jay Rodriguez Jr.,"('Jermaine Hopkins', ""Anthony 'Treach' Criss"", 'Eddie Acevedo', 'Darin Atkins')",7.1
"Papa, the Man, the Myth, the Legend",2016,tt2675408,Jordan Rhodes,"('Jordan Rhodes', 'Lynn Moore', 'Jordan Rhodes')",7.7
Pushin' Up Daisies,2010,tt0964544,Patrick Franklin,"('Cara Mantella', 'Simon Sorrells', 'Andre Barbic', 'Susanna McMillan')",8
A Company Man,2012,tt2371486,Sang-yoon Lim,"('So Ji-seob', 'Mi-yeon Lee', 'Kwak Do-won', 'Dong-jun Kim')",6.6
Passionflower,2011,tt2007443,Shelagh Carter,"('Kassidy Love Brown', 'Kristen Harris', 'Darcy Fehr', 'John Bluethner')",6.6
Walther,2011,tt2023814,Dale Ward,"('Jordan Reinwald', 'James King', 'Tim Gornet', 'Charles Heuvelman')",8
Behind the Scenes,2010,tt1805164,Lakpathy Wijesekara,"('Sumudu Attygalle', 'Thisarani Edirisinghe', 'Dinindu Ekanayake', 'Shanuka Jagodarachchi')",8.2
What Women Want,2011,tt1667150,Daming Chen,"('Andy Lau', 'Gong Li', 'Li Yuan', 'Julian Chen')",5.5
Race Walkers,2009,tt1451630,Dan Liechty,"('Marty Lindsey', 'Russell Costen', 'Chris Flint', 'David Gordon')",8.2
Transfer,2010,tt1270120,Damir Lukacevic,"('B.J. Britt', 'Regine Nehy', 'Hans-Michael Rehberg', 'Ingrid Andree')",6.7
"No Autumn, No Spring",2012,tt1849856,Iván Mora Manzano,"('Enzo Macchiavello', 'Andres Troya Holst', 'Paola Baldion', 'Alejandro Fajardo')",6.3
The Way of Glass,2012,tt2339733,Daniel Berg,"('Theodore Bouloukos', 'Frances Pabon', 'Kai Issey', 'Rachel Marcus')",8.2
Mississippi Damned,2009,tt1169834,Tina Mabry,"('Adam Clark', 'Malcolm Goodwin', 'Michael Hyatt', 'Malcolm David Kelley')",7.5
Love Thy Enemy,2011,tt1821525,J Knorr,"('J. Todd Smith', 'Dah-uh Morrow', 'Onira Tares', 'Robert Pralgo')",6.6
I Didn't Come Here to Die,2010,tt1549584,Bradley Scott Sullivan,"('Indiana Adams', 'Kurt Cole', 'Madi Goff', 'Niko Red Star')",5.1
Possession,2012,tt2359241,Ralf Kemper,"('Gerrit Reinecke', 'Corinna Eich', 'Sonja Heer', 'Eva Balkenhol')",5.6
All I Want,2011,tt1807921,Tangie B. Moore,"('Tangie Black Moore', 'Cedric Pendleton', 'Angela Ardis', 'Jerry Black', 'Antonio Brown')",6.1
Love Is All You Need,2012,tt1854236,Susanne Bier,"('Pierce Brosnan', 'Trine Dyrholm', 'Molly Blixt Egelind', 'Sebastian Jessen')",6.5
Türkisch für Anfänger,2012,tt1650536,Bora Dagtekin,"('Josefine Preuß', ""Elyas M'Barek"", 'Anna Stieblich', 'Adnan Maral')",5.8
The Monogamy Experiment,2012,tt2066116,Amy Rider,"('Amy Rider', 'Edgar Morais', 'Tohoru Masamune', 'Aarti Mann')",8
Amber Lake,2011,tt1737090,Joe Robert Cole,"('Carmen Argenziano', 'Mekenna Melvin', 'Natalie Smyka', 'Melina Lizette')",5.7
Otis Under Sky,2011,tt1833052,Anlo Sepulveda,"('Anis Mojgani', 'Roberta Colindrez', 'Tony Jackson', 'Jacqueline Claire')",7.8
Twelve,2010,tt1407084,Joel Schumacher,"('Chace Crawford', 'Emma Roberts', 'Rory Culkin', 'Philip Ettinger')",5.6
Love and Revolution,2011,tt1999834,Serkan Acar,"('Gün Koper', 'Deniz Denker', 'Ayberk Pekcan', 'Bedir Bedir')",5.4
Switchin' the Script,2012,tt2243555,Jason Hewitt,"('Denyce Lawton', 'Ray J', 'Jackée Harry', 'Thomas Mikal Ford')",5
Table for Six,2010,tt1682948,Nathan Logan Hanley,"('Tyler Hanley', 'Anita Argent', 'Vonn Scott Bair', 'Stephen Boisvert', 'Yeena Fisher')",8.2
Dang ngo oi nei,2012,tt3376596,Fire Lee,"('Sita Chan', 'Junqi Huang', 'Sammy Leung', 'Stephy Tang')",5.6
Walrus,2011,tt2069977,Mickey Reece,"('Nehemiah Alexander', 'Steve Brann', 'Rebecca Cox', 'Chris Harris')",8.2
"Cheer Up, Sam",2010,tt1440735,Matt Falkenthal,"('Larry Barrott', 'Gary Beytin', 'Eric Callero', 'Justin Cummings')",8.6
Miracle of the Widow,2009,tt1534344,Paul Robert Greer,"('Rachel L. Dennis', 'Jody Spradlin', 'Carly Carcione', 'Tim Jaeger')",7.5
The Men Next Door,2012,tt2404645,Rob Williams,"('Eric Dean', 'Heidi Rhodes', 'Mark Cirillo', 'Trevor Knight')",5.6
Complexity,2011,tt1841549,Adam Bogoch,"('Emilie Ullerup', 'Patrick Spencer', 'Elizabeth Connor', 'Kyle Cassie')",8.2
The Innkeepers,2011,tt1594562,Ti West,"('Sara Paxton', 'Pat Healy', 'Kelly McGillis', 'Alison Bartlett')",5.5
Why George?,2009,tt0437550,David Sonkin,"('Matthew Del Negro', 'Yan England', 'Tim Kubart', 'Sabin Lomac')",8.1
Good for Nothing,2011,tt1783285,Mike Wallis,"('Cohen Holloway', 'Inge Rademeyer', 'Jon Pheloung', 'Richard Thompson')",5.9
Lovers in a Dangerous Time,2009,tt1347170,May Charters,"('Mark Hug', 'Gillian Adamson', 'May Charters', 'Saskia Gould', 'Darren Gregory')",6.6
Bad Boy Street,2012,tt2240764,Todd Verow,"('Yann de Monterno', ""Florence d'Azémar"", 'Kevin Miranda', 'Cyril Legann')",5.9
Charlie,2012,tt1500152,Rob Beare,"('Greg Hemminger', 'Benjamin Arthur', 'Nik Markovina', 'Dan Payne', 'Benjamin Ayres')",8.2
Thriller Theater!,2011,tt1733304,Michael S. Olson,"('Steven Warren Hill', 'Robert Warnock', 'Benjamin Nicholson', 'Aliza Skolnik')",7.7
Other People,2012,tt1935866,Jonah Green,"('Sarah Tihany', 'Ian Christopher Noel', 'Caleb Bark', 'Claire Siebers')",7.5
Sensation,2010,tt1451632,Tom Hall,"('Domhnall Gleeson', 'Patrick Ryan', 'Luanne Gordon', ""Marie O'Neill"")",5.9
Mao's Last Dancer,2009,tt1071812,Bruce Beresford,"('Chi Cao', 'Bruce Greenwood', 'Kyle MacLachlan', 'Penne Hackforth-Jones')",7.3
Spilt Milk,2010,tt1507351,Blake Calhoun,"('Jake Johnson', 'Matthew Tompkins', 'Jonathan R. Freeman', 'Akron Watson')",5.5
The Taiwan Oyster,2012,tt2115420,Mark Jarrett,"('Billy Harvey', 'Jeff Palmiotti', 'Leonora Lim-Moore', 'Erin King')",7.1
Perfection,2012,tt1142985,Christina Beck,"('Jeff Kober', 'Robyn Peterson', 'Melinda Hill', 'Gill Gayle')",6.8
The Blind,2009,tt1299649,Nathan Silver,"('Jonas Ball', 'Josette Barchilon', 'Jacob Reynolds', 'George Riddle')",7.6
Quivering Norman,2011,tt1852077,Keyser Söze,"('Dryll', 'Razzle Nasty Cripps', 'G.G. Grims', 'Stix Stedenko')",8.6
Orange Grove,2010,tt1527690,J.E. Ruiz,"('Ronnie Alvarez', 'Alexis Cozombolidis', 'Fanie Garcia', 'Freddy Harris')",8.1
DAR HE: The Lynching of Emmett Till,2012,tt2161355,Rob Underhill,"('Mike Wiley',)",8
Cayman Went,2009,tt1158933,Bobby Sheehan,"('Michael Lombardi', 'Susan Misner', 'Jeffrey DeMunn', 'John Mainieri')",5
"Jeff, Who Lives at Home",2011,tt1588334,Jay Duplass,"('Mark Duplass', 'Jason Segel', 'Ed Helms', 'Judy Greer', 'Susan Sarandon')",6.5
Red,2009,tt1513193,Juan Méndez,"('Adelaide Burich', 'Brent Allen Caputo', 'Kellie Goddard', 'Glorianne Godils-Hamm')",8
Date Night,2010,tt1279935,Shawn Levy,"('Steve Carell', 'Tina Fey', 'Mark Wahlberg', 'Taraji P. Henson')",6.3
English Butler Masala Chai,2010,tt1651121,Maneesh Malhotra,"('Tara Joshi', 'Sachin Pilgaonkar', 'Geoffrey Hymers', 'Richard Young')",6.6
Hilde,2009,tt0809432,Hildegard Knef,"('Kai Wessel', 'Heike Makatsch', 'Dan Stevens', 'Monica Bleibtreu', 'Hanns Zischler')",6.7
Catnip,2012,tt2529218,Kevin Dayrit,"('Lauren Young', 'Maxene Magalona', 'Rommel Luna', 'Will Sim Garcia')",7.1
Loaner,2009,tt1378281,Jason Schmid,"('Kevin Leung', 'Jesse Warren', 'Josh Covitt', 'Chris Dollard')",7.1
Fraktus - Das letzte Kapitel der Musikgeschichte,2012,tt1971571,Lars Jessen,"('Jacques Palminger', 'Rocko Schamoni', 'Sebastian Schultz', 'Heinz Strunk', 'Devid Striesow', 'Heinz Strunk', 'Rocko Schamoni', 'Jacques Palminger')",7
Addicts,2009,tt1258912,Ali Askari,"('Michael Kenneth Williams', 'Ian Fisher', 'Ali Askari', 'Sashah Askari')",7
Wings Over Arda: The First Age,2011,tt8334324,Richard Hartshorn,"('Samuel Aguirre', 'Stephanie Cromme', 'Michela Dee', 'Jonathan Duncan')",6
Vautrin,2012,tt2387609,Lucinda McNary,"('Tera Whitten', 'Robert S. Benjamin', 'Stefan Dobber', 'Matthew Hahn')",6.3
A Better Life,2011,tt1554091,Chris Weitz,"('Demián Bichir', 'José Julián', ""Eddie 'Piolin' Sotelo"", 'Joaquín Cosio')",7.2
Museum Hours,2012,tt2268732,Jem Cohen,"(""Mary Margaret O'Hara"", 'Bobby Sommer', 'Ela Piplits', ""Marcus O'Hara"")",6.9
Andrey Iskanov's Ingression,2010,tt1323962,Andrey Iskanov,"('Alexandra Batrumova', 'Anna Bistrova', 'Andrew Copp', 'Alexander Daveynis')",6.6
American Joyride,2011,tt1740784,Alex Petrovitch,"('Katherine Randolph', 'Katherine Randolph', 'Alex Petrovitch', 'Andy Mackenzie', 'Ed Ellington')",5
The Lodger,2009,tt0851530,David Ondaatje,"('Alfred Molina', 'Hope Davis', 'Shane West', 'Donal Logue')",5.7
The Viral Factor,2012,tt2063011,Dante Lam,"('Jay Chou', 'Nicholas Tse', 'Peng Lin', 'Bing Bai')",5.9
Deadmau5 Live @ Earls Court,2011,tt2353925,Andy Matthews,"('Deadmau5', 'Sofia Toufa')",8.6
Faith,2010,tt1584729,Burhan Qurbani,"('Carlo Ljubek', 'Jerry Hoffmann', 'Maryam Zaree', 'Marija Skaricic')",6.2
Repo Men,2010,tt1053424,Miguel Sapochnik,"('Jude Law', 'Forest Whitaker', 'Alice Braga', 'Liev Schreiber')",6.3
Talking with the Taxman About Poetry,2011,tt1846758,Lamont Pierré,"('Kareem Ferguson', 'Steph Jones', 'Diarra Kilpatrick', 'Vanessa Simmons')",6.3
Please Talk with Me,2012,tt2321322,Mara Katria,"('Kyle Shea', 'Aaron Katter', 'Ben Bandel', 'Clara Heller')",8.7
Barrio MMA Kid,2012,tt2327227,Belinda Salazar,"('Rafael Agustin', 'Venise Baquerfo', 'Mike Beltran', 'Joe Camacho')",7
Knuckleheads,2012,tt1883236,David Karges,"('Steven Bauer', 'Jaime Zevallos', ""Seregon O'Dassey"", 'Yerania Del Orbe')",6.2
Bad Posture,2011,tt1747947,Malcolm Murray,"('Florian Brozek', 'Trey Cole', 'Ryan Jason Cook', 'Seth Mossman')",6.6
The Bounty Hunter,2010,tt1038919,Andy Tennant,"('Jennifer Aniston', 'Gerard Butler', 'Gio Perez', 'Joel Marsh Garland')",5.5
Somewhere West,2011,tt1725124,David Marek,"('Barrett Ogden', 'Judson Webb', 'Jennifer Summers', 'Hallie Schwartz')",8
The Most Fun I've Ever Had with My Pants On,2012,tt2187322,Drew Denny,"('Drew Denny', 'Sarah Hagan')",6.4
Running 4 President,2009,tt2130186,Marko Sakren,"('Liana Alexandra', 'Conner Black', 'Susan Blonsky', 'Bernard Bryan')",8.9
Hush Hush,2012,tt1620789,Byron Gatt,"('Derek Lux', 'Ashley Ryan', 'Christy Crowley', 'Noah Haydon')",5
Blur,2011,tt0893310,John W. Kim,"('Burt Bulos', 'Emily Marie Grant', 'Lila Green', 'Mark Halfmoon')",7.5
The Devil's 6 Commandments,2010,tt1528806,Dicky Tanuwidjaya,"('Gianna Aspencade', 'Felino Dolloso', 'Nathan Bowen', 'Robert Luxford')",5.7
Just Sex,2010,tt1817709,William Blanchard,"('Cedrick Alexander', 'Keisha Deloach', 'Alexandra Ficken', 'Julie Hamilton')",7.2
16 to Life,2009,tt1130087,Becky Smith,"('Hallee Hirsh', 'Theresa Russell', 'Shiloh Fernandez', 'Mandy Musgrave')",6.2
Aina,2011,tt1774321,Mide Marieore,"('Kadiatu Kamara', 'Kenneth Okolie', 'Ijeoma Grace Agu', 'Opeyemi Awoyemi')",-
Lint the Movie,2011,tt1997429,Steve Aylett,"('Alan Moore', 'Stewart Lee', 'Josie Long', 'Steve Aylett')",6.8
Normal,2012,tt2369157,Nicholas P. Richards,"('Geno Rathbone', 'Erin Breen', 'Mike Pusateri', 'Rocky Russell')",7.7
Punk's Not Dead,2011,tt1493068,Vladimir Blazevski,"('Jordan Simonov', 'Kamka Tocinovski', 'Toni Mihajlovski', 'Kiril Pop Hristov')",7.3
Last Hours in Suburbia,2012,tt2375093,John Stimpson,"('Liz Vassey', 'Maiara Walsh', 'Landry Allbright', 'Grant Harvey')",5.4
Shagird,2011,tt1828289,Tigmanshu Dhulia,"('Nana Patekar', 'Mohit Ahlawat', 'Rimi Sen', 'Anurag Kashyap')",7
Jennifer's Body,2009,tt1131734,Karyn Kusama,"('Megan Fox', 'Amanda Seyfried', 'Adam Brody', 'Johnny Simmons')",5.4
Fist of the North Star: The Ray Saga,2011,tt1966448,Toyoo Ashida,"('William Winckler', 'Jason Barker', 'William Winckler', 'Kyle Rea', 'Robert Axelrod')",7.1
Jack Goes Boating,2010,tt1278379,Philip Seymour Hoffman,"('Philip Seymour Hoffman', 'Amy Ryan', 'John Ortiz', 'Richard Petrocelli')",6.3
Semi-Soet,2012,tt1935881,Joshua Rous,"('Anel Alexander', 'Nico Panagio', 'Sandra Vaughn', 'Louw Venter')",7
Prince of Persia: The Sands of Time,2010,tt0473075,Mike Newell,"('Jake Gyllenhaal', 'Gemma Arterton', 'Ben Kingsley', 'Alfred Molina')",6.6
Hannah Has a Ho-Phase,2012,tt1935139,Jamie Jensen,"('Nadia Munla', 'Meredith Forlenza', 'Genevieve Hudson-Price', 'Lucia Brizzi', 'Veronica Carr')",5.9
Zomblies,2010,tt1667156,David M. Reynolds,"('David M. Reynolds', 'Lauren Shein', 'Christopher Dane', 'Daniel Drew')",5.5
LA Underground,2012,tt2378986,Peter Leon,"('Chris Walrath', 'Alexia Scaringella', 'Kevin Levine', 'J. Patrick Ohlde')",9
Alisidoti exelixi,2009,tt1408897,George Voulgaris,"('Andreas Georgiou', 'Anatoli Grigoriadou', 'Sofoklis Kaskaounias', 'Koulis Nikolaou')",8.2
The Green Hornet,2011,tt0990407,Michel Gondry,"('Seth Rogen', 'Jay Chou', 'Christoph Waltz', 'Cameron Diaz')",5.8
Cairo 678,2010,tt1764141,Mohamed Diab,"('Nilli Karim', 'Bushra', 'Maged El-Kidwani', 'Basem Samrah')",7.4
The Builder,2010,tt1549050,Rick Alverson,"('Courtney Bowles', 'Robert Donne', 'Stuart Dumais', 'Liza Kate')",6
Silver Linings Playbook,2012,tt1045658,David O. Russell,"('Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro', 'Jacki Weaver')",7.7
Bite Size,2009,tt1374838,Ty Huffer,"('Chris Green', 'Brianne René', 'Scott Bessho', 'Dane Storrusten')",7.4
SK8 Magic,2009,tt1534836,Donald Foster,"('W. Scott Parker III', 'Micah Shane Ballinger', 'Eric Brown', 'Constance Collins')",8.2
The Dingleberrys,2012,tt2407336,Rudy Bellafonte,"('Chris Seaver', 'Meredith Host', 'Anne Marie Nouvo', 'Sean Jordan', 'Clint Kelly')",5.6
Water,2012,tt2390250,Mohammad Bakri,"('Ahmad Bargouthi', 'Mohammad Fuad', 'Tal Haring', 'Yona Rozenkier', ""Nir Sa'ar"", 'Maya Sarfaty', 'Pini Tavger', 'Mohamed Abo-Lil', 'Amitai Ashkenazi', 'Mohammad Bakri', 'Saleh Bakri')",6.8
How to Eat Eggnog,2011,tt2147333,Dulvlu Spa,"('Dulvlu Spa', 'Matthew Subido', 'A. Marshall Webber', 'Andrew McDonald')",6.7
Como estrellas fugaces,2012,tt2528166,Anna Di Francisca,"(""Predrag 'Miki' Manojlovic"", 'Maribel Verdú', 'Eduard Fernández', 'Laia Marull')",5.5
Do Not Disturb,2011,tt1558249,Eric Balfour,"('Laura Henry', 'Jon Mann-Krieger', 'Brandon Nicholas', 'Petro Papahadjopoulos', 'Diva Zappa', 'Eric Balfour', 'Troy Garity', 'Lindsay Pulsipher')",5.1
The God Complex,2009,tt1261418,Mark Pirro,"('Gust Alexander', 'Ted Nichelson', 'Y.K. Chan', 'Mary Moorefield')",6.9
The Romance of Loneliness,2012,tt1495997,Sarah Ledbetter,"('Matteo Servente', 'Lynn Cohen', 'Kentucker Audley', 'Anna Margaret Hollyman', 'Rebekah Brandes')",8.1
Changing Diego,2012,tt1880145,Will Fonseca,"('Abraham Aponte', 'Audubon', 'Wendy Beltre', 'Vanessa Benitez')",6.9
All My Sons,2011,tt9564448,Robert Delamere,"('David Suchet', 'Zoë Wanamaker', 'Stephen Campbell Moore', 'Jemima Rooper')",8
Beautiful Lies,2010,tt1529569,Pierre Salvadori,"('Audrey Tautou', 'Nathalie Baye', 'Sami Bouajila', 'Stéphanie Lagarde')",6.4
The Utopia Conspiracy,2011,tt1985246,Chris Norton,"('Rachel Petricka', 'Joshua Potter', 'Drew Arnett', 'Jason Cavallone')",6.7
Fast & Furious,2009,tt1013752,Justin Lin,"('Vin Diesel', 'Paul Walker', 'Michelle Rodriguez', 'Jordana Brewster')",6.5
Confined,2010,tt1540116,Andrew C. Erin,"('Emma Caulfield Ford', 'Michael Hogan', 'David James Elliott', 'Paul McGillion')",5.2
Dam California,2012,tt2084810,Isaac Piche,"('Douglas Olsson', 'Jeffrey Weissman', 'Bob Ross', 'Dave Anderson')",7
The Gold Bug,2009,tt1487119,Spike Carpenter,"('Andrew J. Tornow', 'Allan Joseph-Gentle', 'Megan Captaine', 'Spike Carpenter')",5
Super 8,2011,tt1650062,J.J. Abrams,"('Elle Fanning', 'AJ Michalka', 'Kyle Chandler', 'Joel Courtney')",7
The Girl with the Dragon Tattoo,2011,tt1568346,David Fincher,"('Daniel Craig', 'Rooney Mara', 'Christopher Plummer', 'Stellan Skarsgård')",7.8
Tornado and the Kalahari Horse Whisperer,2009,tt1598725,Regardt van den Bergh,"('Danny Keogh', 'Quentin Krog', 'Leán van den Bergh', 'Joanie Combrink')",6.2
My Funny Valentine,2012,tt2386263,John Bevilacqua,"('Tom Payne', 'Pippa Black', 'Zibby Allen', 'David Baughman')",5.6
Gone,2012,tt1838544,Heitor Dhalia,"('Amanda Seyfried', 'Jennifer Carpenter', 'Wes Bentley', 'Daniel Sunjata')",5.9
"As Above, So Below",2011,tt2111266,Larry Clark,"('Billy Middleton', 'Gail Peters', 'Nathaniel Taylor', 'Lyvonne Walder')",6.5
The Parchene Conspiracy,2009,tt1509640,David Daring,"('John Alexander', 'Crockett Anderson', 'Tony Armstrong', 'Tom Beneke')",6.7
25 Hill,2011,tt1618368,Corbin Bernsen,"('Nathan Gamble', 'Timothy Omundson', 'Maureen Flannigan', 'Ronal Fergeson')",5.9
Invited,2010,tt1874557,Charlie Ivon Maisonet,"('Christian Claudio', 'Deidra Abrams', 'Victor Amaro', 'Christian Arellano', 'Alyssia Bateman')",7.6
Unitards,2010,tt1603444,Scott Featherstone,"('Sam Featherstone', 'Jamison Featherstone', 'Zack Spurlock', 'Michael Buster')",7.2
Night Music,2010,tt1780924,Blair Hayes,"('Boti Bliss', 'Andrew C. Fisher', 'Guy Birtwhistle')",8.6
Leaving,2011,tt1464251,Václav Havel,"('Josef Abrhám', 'Dagmar Havlová', 'Vlasta Chramostová', 'Eva Holubová')",6
Born of Hope,2009,tt1301303,Kate Madison,"('Christopher Dane', 'Beth Aynsley', 'Kate Madison', 'Danny George')",6.1
Robbie Williams: Take the Crown Live,2012,tt3843564,Hamish Hamilton,"('Robbie Williams',)",8.6
Sedona,2011,tt1516577,Tommy Stovall,"('Frances Fisher', 'Seth Peterson', 'Beth Grant', 'Matthew J. Williamson')",5.6
Ink,2009,tt1071804,Jamin Winans,"('Christopher Soren Kelly', 'Quinn Hunchar', 'Jessica Duffy', 'Jennifer Batter')",6.8
The Kid,2010,tt1371160,Nick Moran,"('Denise Gough', 'Tom Burke', 'Natascha McElhone', 'Rupert Friend')",6.8
Rufus,2012,tt2256811,Dave Schultz,"('Rory J Saper', 'Christina Jastrzembska', 'Tom Carey', 'David James Elliott')",6.2
La vérité si je mens! 3,2012,tt1794850,Thomas Gilou,"('Richard Anconina', 'José Garcia', 'Bruno Solo', 'Vincent Elbaz')",5.3
Hop,2011,tt1411704,Tim Hill,"('Russell Brand', 'James Marsden', 'Elizabeth Perkins', 'Kaley Cuoco')",5.4
At Home by Myself... with You,2009,tt1347509,Kris Booth,"('Kristin Booth', 'Aaron Abrams', 'Shauna MacDonald', 'Ryan Blakely')",6.2
Tin God,2011,tt1754757,Jake Reedy,"('Joey Aspeotis', 'Daniel Edward Bartkowski', 'Michael Browning', 'Sarah Dinsey')",7
"WWE Summerslam: The Complete Anthology, Vol. 2",2009,tt1805502,Kevin Dunn,"('Mark Calaway', 'Chris Chavis', 'James E. Cornette', 'Ted DiBiase')",6.6
Godkiller: Walk Among Us,2010,tt1384961,Matteo Pizzolo,"('Danielle Harris', 'Lance Henriksen', 'Davey Havok', 'Justin Courtney Pierre')",5.3
Softballs,2012,tt2279538,Matt O'Neil,"('Steve Shilson', 'Ryan St. Pierre', 'Evan Brydges', ""Mike D'Amore"", 'Kyle Flood', 'Shad Grieve')",8
Tiger Tail in Blue,2012,tt2082482,Frank V. Ross,"('Robert Airdo', 'Anthony J. Baker', 'Allison Latta', 'Megan Mercier')",7.3
Los Traficantes,2012,tt1844728,Adam Watson,"('John Paul', 'Erika Sabel Flores', 'Cliserio Aguilar', 'Jaime Alcaraz')",7.7
Ljuva Ungdom,2010,tt6883870,Mani Rad,"('Carl Rosander', 'Max Minorsson', 'Bobby Haddad', 'Gabriel Romanos')",8
The Blue Horse,2009,tt1511471,Roald van der Laan,"('Maxine Brabant', 'Ruud de Vries', 'Tess de Vries', 'Sten Geerdink')",7.1
The Entitled,2011,tt1650535,Aaron Woodley,"('Kevin Zegers', 'Ray Liotta', 'Laura Vandervoort', 'Victor Garber')",6.1
Smoking Nonsmoking,2011,tt0469152,Alyssa Rallo Bennett,"('Lucie Arnaz', 'Elisabeth Moss', 'Zach Galligan', 'Ryan Homchick')",5.8
Hsien of the Dead,2012,tt2231076,Gary Ow,"('Ernest Seah', 'Vivienne Tseng', 'Moses San Juan', 'Nurhuda Choo')",5.5
Black Biscuit,2011,tt2025510,Fabrizio Federico,"('Fabrizio Federico', 'Victoria Howard', 'Daniel Angelus')",5.1
"Kisses, Chloe",2010,tt1691864,Stephen Padilla,"('Brad Coolidge', 'Mikal Evans', 'Robin Rose Singer')",8.8
Wow! Wow! Wubbzy! Egg-Cellent Easter,2011,tt1912530,Bob Boyle,"('Carlos Alazraqui', 'Grey Griffin', 'Lara Jill Miller', 'Tara Strong')",8
The Perks of Being a Wallflower,2012,tt1659337,Stephen Chbosky,"('Logan Lerman', 'Emma Watson', 'Ezra Miller', 'Paul Rudd')",7.9
Broken,2010,tt3426866,Courtney Everette,"('Lauren Marissa Smith', 'Bennie Lee', 'Kara Young', 'Neil Pearl')",8.1
The Strange Case of Wilhelm Reich,2012,tt2180549,Antonin Svoboda,"('Klaus Maria Brandauer', 'Julia Jentsch', 'Jeanette Hain', 'Jamie Sives')",6
Kickoff,2011,tt1450326,Rikki Beadle Blair,"('Duncan MacInnes', 'Ian Sharp', 'Kyle Treslove', 'Ludvig Bonin')",5.1
Portion,2012,tt2271543,Gisberg Bermudez,"('Jennifer Almaguer', 'Fernando Becerril', 'Jaron Berman', 'Bruno Bichir')",8.2
Retrace,2011,tt1510942,Judit Elek,"('Kathleen Gati', 'András Demeter', 'Philip Zandén', 'Sarah Clark')",6.4
Mr. Popper's Penguins,2011,tt1396218,Mark Waters,"('Jim Carrey', 'Carla Gugino', 'Angela Lansbury', 'Ophelia Lovibond')",6
The Oranges,2011,tt1313139,Julian Farino,"('Leighton Meester', 'Hugh Laurie', 'Catherine Keener', 'Allison Janney')",5.8
