Title,Year,Movie ID,Director,Stars,Votes
Cast me! Die Show ihres Lebens,2015,tt5240174,Stephan Taubert,"('Costel Argesanu', 'Stephan Finger', 'Ivonne Große', 'Reinhardt Großmann')",7.7
Secret Sharer,2014,tt2179211,Peter Fudakowski,"('Jack Laskey', 'Zhu Zhu', 'Ching-Ting Hsia', 'Leon Dai')",6.2
Under Heaven,2015,tt4697114,Dalmira Tilepbergen,"('Taalai Abazova', 'Taalaikan Abazova', 'Asan Amanov', 'Munara Dooronbekova')",7.8
Paraknas,2015,tt3969128,Marc Grufman,"('Ludwig Henricson', 'Jesper Stockfors', 'Viktor Bucht', 'Ted Lindgren', 'Caroline Östfalk')",5.5
Small Time,2014,tt2310109,Joel Surnow,"('Christopher Meloni', 'Devon Bostick', 'Dean Norris', 'Bridget Moynahan')",6
Route of Acceptance,2012,tt2537064,Heather Tobin,"('Dre Carrwgton', 'Emily Alatalo', 'Ry Barrett', 'Wade Gamble')",5.2
Gehenna: Darkness Unleashed,2015,tt4660950,Kazarr,"('W. Keith Scott', 'Akiba Robinson', 'Marcus Murphy', 'Kazarr')",6.5
Kalippaattakkaaran: Toy Maker,2015,tt7240014,Sajas Rahman,"('Shinos Rahman', 'Sunitha', 'Noel Raphael', 'Kshama Krishna')",7.5
Exit Elena,2012,tt2136914,Nathan Silver,"('Lawrence Balin', 'Jim Chiros', 'Kia Davis', 'Christopher Friedlich')",6.6
Educazione siberiana,2013,tt1697064,Gabriele Salvatores,"('Arnas Fedaravicius', 'Vilius Tumalavicius', 'Eleanor Tomlinson', 'Jonas Trukanas')",6.3
Bridge of Spies,2015,tt3682448,Steven Spielberg,"('Tom Hanks', 'Mark Rylance', 'Alan Alda', 'Amy Ryan')",7.6
Playin' for Love,2013,tt2481500,Robert Townsend,"('Elijah Nathaniel Wells', 'Salli Richardson-Whitfield', 'Esai Morales', 'Jenifer Lewis', 'Skye Townsend')",6.6
The Truck,2013,tt2820954,Lee Vervoort,"('John Michael Morris', 'Rachelle Christine', 'Tim Emery', 'Andy Grace')",5.5
Possessions,2012,tt2290597,Nathan Adolfson,"('Trent Ford', 'Brien Perry', 'Autumn Reeser', 'Jaime Murray')",5.7
The Loft,2014,tt1850397,Erik Van Looy,"('Karl Urban', 'James Marsden', 'Wentworth Miller', 'Eric Stonestreet')",6.3
Fifty,2015,tt5065500,Biyi Bandele,"('Iretiola Doyle', 'Nse Ikpe-Etim', 'Omoni Oboli', 'Wale Ojo')",6.1
The Algerian,2014,tt1681370,Giovanni Zelko,"('Ben Youcef', 'Candice Coke', 'Harry Lennix', 'Tara Holt')",5.7
Stone Cold Jane Austen,2015,tt3650262,Jon Savage,"('Jon Savage', 'Kurt Schoonraad', 'Rob van Vuuren')",7.5
Bulletproof,2012,tt2489408,Mostafa Kiayee,"('Mehdi Hashemi', 'Jaleh Sameti', 'Masoud Karamati', 'Saeed Aghakhani')",5.2
A Year and a Day,2012,tt2380860,Jacques Cousineau,"('Irene Cochrane', 'Alan Cuzen', 'Rebecca Hendry', 'Scott Heywood')",7.4
The Story of Luke,2012,tt1038693,Alonso Mayo,"('Lou Taylor Pucci', 'Jayne Eastwood', 'Pam Hyatt', 'Cary Elwes')",7.1
Pawn Sacrifice,2014,tt1596345,Bobby Fischer,"('Edward Zwick', 'Tobey Maguire', 'Liev Schreiber', 'Peter Sarsgaard', 'Michael Stuhlbarg')",7
Wolf Attack,2015,tt4736136,Ethan Tang,"('Keith Collins', 'Tom Waite', 'Amy Jackson', 'Ethan Tang')",7
Made in Taiwan,2015,tt5086760,Jonny Moore,"('Leonora Lim-Moore', 'Alexander Jeremy', 'Esther Yang', 'Douglas Rutter', 'Mason Lee')",7.7
Supercondriaque,2014,tt3421514,Dany Boon,"('Dany Boon', 'Kad Merad', 'Alice Pol', 'Jean-Yves Berteloot')",6
Cross & Star,2014,tt3209368,Tristan Aronovich,"('Tristan Aronovich', 'Chad Christopher', 'Jessé Henrique', 'Amanda Maya')",7.7
Flowers for Fannie,2013,tt2428196,Sharon Wilharm,"('Patricia Binkley', 'Brittany Herd', 'PattiNicole Wheeler', 'Robert Baker Jr.')",8.1
Kelly + Victor,2012,tt2076871,Kieran Evans,"('Antonia Campbell-Hughes', 'Julian Morris', 'William Ruane', 'Stephen Walters')",5.6
Hysperia,2014,tt2073584,Daniel Riser,"('Dallas Steinback', 'Brandon Buescher', 'Chriss Anglin', 'Robert Du Haime')",6
The Brass Teapot,2012,tt1935902,Ramaa Mosley,"('Juno Temple', 'Michael Angarano', 'Alexis Bledel', 'Billy Magnussen')",6.3
Kaleidoscope World,2013,tt3342852,Eliza Cornejo,"('Sef Cadayona', 'Yassi Pressman', 'Mayton Eugenio', 'Alma Concepcion')",6.9
Suck it Up Buttercup,2014,tt2124181,Malindi Fickle,"('Lacy Marie Meyer', 'Robyn Ross', 'Gregory Konow', 'Alex Raymond')",7.7
Behind the Horror,2013,tt2193368,Merik Tadros,"('Brittney Refakes', 'Danny Myers', 'Mikal Shkreli', 'Brittany Clapper')",8.6
Adventures of a Pizza Guy,2015,tt5797828,Jason Wan Lim,"('Kelsey Flower', 'Joe Perry', 'Roddy Piper', 'Louis Mandylor')",5.2
Accession,2012,tt2265137,Michael J. Rix,"('Pethro Themba Mbole', 'Vusumuzi Ndumo')",7.5
Virginia Running,2012,tt2700974,Adam Chaffin,"('Shelley Lynn Arnold', 'Laken Booher', 'Adam Chaffin', 'Andy Dick')",8
Common Man,2015,tt4590996,Stanlee Ohikhuare,"('Omotu Bissong', 'Daniel O. David', 'Lord Frank', 'Taiwo Gasper')",-
Red Runway,2013,tt2416516,Yared Gebrekidan,"('Therés Amee', 'Adiam Haddish Asrat', 'Steve Baran', 'Mittita Barber')",6.7
Hoodies vs. Hooligans,2014,tt2992524,Gabe Turner,"('Tom Davis', 'Charley Palmer Rothwell', 'Vas Blackwood', 'Rochelle Neil')",5.7
The Daughter,2015,tt3922816,Simon Stone,"('Geoffrey Rush', 'Nicholas Hope', 'Sam Neill', 'Ewen Leslie')",6.6
Pictures of Lily,2015,tt2259426,Mark Banks,"('Elena Saorin', 'Daniel Lane', 'Louise Torres-Ryan', 'Nicholas Farr')",7
How to Become a Criminal Mastermind,2013,tt1769297,Henry Scriven,"('Sam Massey', 'Phillip Weddell', 'Joerg Stadler', 'Audrey Holt')",8.3
Drifter,2014,tt3143384,Joe Sherlock,"('Dave Bowers', 'John Bowker', 'Sonya Davis', 'Shawna Dedek')",6.6
Run & Jump,2013,tt2343158,Steph Green,"('Maxine Peake', 'Edward MacLiam', 'Will Forte', 'Ciara Gallagher')",6.2
Black Cat Whiskey,2013,tt2877022,Michael Fredianelli,"('Vanessa Leigh', 'Jeremy Koerner', 'James Allen Brewer', 'Ray Medved')",6.3
G.H.O.S.T.,2012,tt2231231,Jamie McRoberts,"('Todd A. Britt', 'Sylvia Burris', 'Matthew Ewald', 'Clint Jones')",7.2
Bloodsuckers Handbook,2012,tt2279314,Mark Beal,"('Cory W. Ahre', 'Jeremy Herrera', 'Jessica Bell', 'Dustan Costine')",5.4
Draft Day,2014,tt2223990,Ivan Reitman,"('Kevin Costner', 'Chadwick Boseman', 'Jennifer Garner', 'Frank Langella')",6.8
Emmanuelle Through Time: Rod Steele 0014 & Naked Agent 0069,2012,tt3166672,Allie Haze,"('Gwenhwyfar Reagan Hardy', 'Jason Sarcinelli', 'Nataliya Joy Prieto')",5.7
"Kung Fu, Old Skool, & Tyrone",2013,tt3255040,Tyrone Campbell,"(""D'Marlo Brannon"", 'Marcus Kirkland', 'Tyrone Campbell', 'Megan Williams', 'Lawrence Brooks II')",8.2
Diving Normal,2013,tt2401346,Kristjan Thor,"('Susie Abromeit', 'Philipp Karner', 'Scotty Crowe', 'Sandra Bernhard')",7.7
In het niets,2013,tt3295146,Daniel Bruce,"('Issaka Sawadogo', 'Lulu Veen', 'Lolu Ajayi', 'Rachella Kingswijk')",7.6
Time Lapse,2014,tt2669336,Bradley King,"('Danielle Panabaker', ""Matt O'Leary"", 'George Finn', 'John Rhys-Davies')",6.5
Autoréplica,2013,tt2910482,Daniel Cabrero,"('Eduardo Santos', 'Ana Turpin', 'Daniel Cabrero', 'Wada Muñoz')",7.7
I Am Urban,2015,tt3590858,Candida Brady,"('Fraser Kelly', 'Richard Armitage', 'Anna Friel', 'Charlie Heaton')",8.2
The Dictator,2012,tt1645170,Larry Charles,"('Sacha Baron Cohen', 'Anna Faris', 'John C. Reilly', 'Ben Kingsley')",6.4
I Know Sugar Hungry,2014,tt4379834,Mike Hansen,"('Cooper Conley-Currier', 'Tommy Dadmun', 'Coorain W. Devin', 'Abigail Dudley')",9.2
Transcendence,2012,tt2202408,Nicholas P. Richards,"('Andrew Roth', ""Hazel D'Jan"", 'Eric Reeve', 'Thomas Daniel')",6.2
Olivia Twist,2014,tt2947314,Arno Hazebroek,"('Martin Alcock', 'Hannah Belfield', 'Laura Bodell', 'Kyle Bond')",6.3
BenD,2012,tt2239900,Séamus Hanly,"('Dave Duffy', 'Tony Flynn', 'Aongus Hanly', 'Diarmaid Hanly')",6.6
We Are Your Friends,2015,tt3787590,Max Joseph,"('Zac Efron', 'Wes Bentley', 'Emily Ratajkowski', 'Jonny Weston')",6.1
Committed,2014,tt3073490,Stelana Kliris,"('Melia Kreiling', 'Orestes Sophocleous', 'Dimitris Xystras', 'Alexia Paraskeva')",6.2
Honeyglue,2015,tt3383262,James Bird,"('Adriana Mather', 'Christopher Heyerdahl', 'Jessica Tuck', 'Booboo Stewart')",5.9
Celestial Hunt,2013,tt3311944,Jesse Eyman III,"('Jesse Eyman III', 'Kristi Lawrence', 'William Ellinger', 'Stephen Eyman')",8.7
Trail of Blood on the Trail,2015,tt4817458,Kate Lavin,"('Johnny Aspromonte', 'Jeff Bailey', 'Dennis Brasier', 'Aileeah Colgan')",5.3
Baby Bump,2015,tt5028892,Kuba Czekaj,"('Kacper Olszewski', 'Agnieszka Podsiadlik', 'Caryl Swift', 'Sebastian Lach')",5.2
Breaking Down,2014,tt2511512,Jason Cooper,"('Simon Edwards', 'Tom Benedict Knight', 'Ben Loyd-Holmes', 'Stephanie Siadatan', 'Graham Dickson')",5.6
Boulevard,2014,tt2624412,Dito Montiel,"('Robin Williams', 'Roberto Aguire', 'Kathy Baker', 'Bob Odenkirk')",5.8
Daylight Savings,2012,tt2151579,Dave Boyle,"('Goh Nakamura', 'Yea-Ming Chen', 'Michael Aki', 'Lynn Chen')",7.2
Jersey Justice,2014,tt0772175,John Charles Hunt,"('Blanche Baker', 'Bo Svenson', 'Christopher Mann', 'Sal Mazzotta')",5.7
Objects Attack!,2013,tt2170551,Rona Mark,"('Bobby Buckets', 'Aaron Cockroft', 'Kasey Daley', 'Oyo Ellis')",8
Play It Safe,2015,tt3972934,Chris Pahlow,"('Nicholas Kato', 'Maya Aleksandra', 'Christine Lui', 'Alasdair Tremblay-Birchall')",8.5
Vrem,2015,tt4085392,James Noel,"('Paul Amoreno', 'Cheyenne Berry', 'Paul Berry', 'Edward Parker Bolman')",8.1
Miles Ahead,2015,tt0790770,Miles Davis,"('Don Cheadle', 'Don Cheadle', 'Emayatzy Corinealdi', 'Ewan McGregor', 'Michael Stuhlbarg')",6.4
Iron Man Three,2013,tt1300854,Shane Black,"('Robert Downey Jr.', 'Guy Pearce', 'Gwyneth Paltrow', 'Don Cheadle')",7.1
Mont Reve,2012,tt2041423,Rocky Collins,"('Lynn Von Kersting', 'Joe Bays', 'Andre Belgrader', 'Brigitte Buny', 'Shawn Chiesa')",7.4
Playing Doctor,2013,tt1137473,Jazzmyn Banks,"('Erin Cronican', 'Helen Green', 'Jeannie Andresakes', 'Shay Ansari')",7.6
Armageddon Ed's Ticket to Hell,2012,tt2107844,Evelle Mitchell,"('Jeremy Sless', 'Kevin Orosz', 'Ryan Loughney', 'Jason L. Koerner')",6.7
Long Shot Louie,2013,tt2401176,John Bianco,"('Steve Stanulis', 'Jacqueline Hendy', 'John Bianco', 'Catherine Eaton')",6.2
Broken Gardenias,2014,tt2994576,Kai Alexander,"('Alma S. Grey', 'Jack Morocco', 'Caroline Heinle', 'Louis Dezseran')",6
The Open,2015,tt3779844,Marc Lahore,"('James Northcote', 'Maia Levasseur-Costil', 'Pierre Benoist')",7.2
Red Lights,2012,tt1748179,Rodrigo Cortés,"('Sigourney Weaver', 'Robert De Niro', 'Cillian Murphy', 'Elizabeth Olsen')",6.2
Psychotica,2015,tt3661420,Christopher Atkinson,"('Ethan Nagle', 'Chris Estes', 'Erin Reinhard', 'Wendy Hartman')",6.3
Psychotic State,2014,tt2677336,Derek Young,"('Derek Young', 'Adam Ginsberg', 'John Rutland', 'Denise Greenfield')",5.9
Schönefeld Boulevard,2014,tt3892778,Sylke Enders,"('Andrea Maria Hintermaier', 'Julia Jendroßek', 'Ramona Kunze-Libnow', 'Yung Ngo')",6.5
Mandela: Long Walk to Freedom,2013,tt2304771,Justin Chadwick,"('Idris Elba', 'Naomie Harris', 'Terry Pheto', 'Robert Hobbs')",7.1
Coriolanus,2014,tt3313066,Josie Rourke,"('Tim Van Someren', 'Rochenda Sandall', 'Mark Stanley', 'Dwane Walcott', 'Mark Gatiss')",8.4
Sadistic Eroticism,2012,tt2217802,Alex Powers,"('Sophie Dee', 'T.J. Akins', 'Michael Q. Schmidt', 'Deidre Ann Estrada')",6.3
Bastards,2013,tt2821088,Claire Denis,"('Vincent Lindon', 'Chiara Mastroianni', 'Julie Bataille', 'Michel Subor')",6.1
Higher Education,2013,tt3188816,Oliver Salk,"('Carey Cannata', 'Helena Fifer', 'George Kusserow', 'Tommy Robertshaw')",8.6
Coast Mafia,2014,tt3145418,Samedy Khun,"('Richard Koyasu Park', 'Jordan Lawson', 'Thomas McCarthy', 'Tonia Marie Rosée')",8.6
What You Will,2012,tt1727393,Simon Reade,"('Oliver Dimsdale', 'Poppy Miller', 'Victoria Moseley', 'Ferdy Roberts')",5.5
Figment,2012,tt2936256,Ksenia Belousova,"('Sofia Domingues', 'Jacob Frank', 'Cassie Nardone')",7.7
The Networker,2015,tt3685480,John A. Gallagher,"('Steve Stanulis', 'William Forsythe', 'Sean Young', 'Stephen Baldwin')",6.1
Sleep with Me,2015,tt3849612,Brian Jun,"('Cliff Chamberlain', 'Raymond J. Barry', 'Danielle Camastra', 'Lobo Sebastian')",7.6
Weepah Way for Now,2015,tt4443838,Stephen Ringer,"('Aly Michalka', 'AJ Michalka', 'Mimi Rogers', 'Amanda Crew')",5.6
The Weather Outside,2015,tt1761008,Jason Freeman,"('Michael J. Prosser', 'Erin McGarry', 'Barrie Wild', 'Tim Whitcomb')",5.3
A Estrada 47,2013,tt1841490,Vicente Ferraz,"('Sergio Rubini', 'Daniel de Oliveira', 'Thogun Teixeira', 'Francisco Gaspar')",6.2
It Had to Be You,2015,tt4414438,Sasha Gordon,"('Cristin Milioti', 'Dan Soder', 'Halley Feiffer', 'Kate Simses')",5.5
Absolute Justice,2014,tt3202042,Hüseyin Eleman,"('Ozan Akbaba', 'Baris Akin', 'Bihter Dinçel', 'Zerrin Epikmen')",5.9
To Say Goodbye,2012,tt2384892,Matt Richards,(),7.1
Single,2015,tt5169582,Raditya Dika,"('Raditya Dika', 'Annisa Rawles', 'Chandra Liow', 'Pandji Pragiwaksono')",6.7
The Best Years,2013,tt2673212,Danny Patrick,"('Connor Barr', 'Leon Bearman', 'Nigel Boyle', 'Ayden Callaghan')",5.1
Gurov and Anna,2014,tt3700852,Rafaël Ouellet,"('Sophie Desmarais', 'Andreas Apergis', 'Marie Fugain', 'Éric Bruneau')",5.5
Deep Dark,2015,tt2914740,Michael Medaglia,"('Sean McGrath', 'Anne Sorce', 'Denise Poirier', 'Tabor Helton')",5
Awesome Movie,2013,tt2932828,Olga Nechaeva,"('Zach Steffey', 'Gerald Yelverton', 'Jay Milnamow', 'Thomas Beheler')",8.3
Vendetta,2013,tt2572632,Stephen Reynolds,"('Danny Dyer', 'Vincent Regan', 'Roxanne McKee', 'Alistair Petrie')",5.8
The Book Thief,2013,tt0816442,Brian Percival,"('Sophie Nélisse', 'Geoffrey Rush', 'Emily Watson', 'Ben Schnetzer')",7.5
V/H/S,2012,tt2105044,Matt Bettinelli-Olpin,"('David Bruckner', 'Tyler Gillett', 'Justin Martinez', 'Glenn McQuaid', 'Radio Silence', 'Joe Swanberg', 'Chad Villella', 'Ti West', 'Adam Wingard', 'Calvin Lee Reeder', 'Lane Hughes', 'Adam Wingard', 'Hannah Fierman')",5.8
Quick to Duck,2013,tt2294857,Robin Mountjoy,"('Andrew Harrington', 'Steve Guttenberg', 'Robin Mountjoy', 'Marissa Snitkoff')",6
Aloha,2015,tt1243974,Cameron Crowe,"('Bradley Cooper', 'Rachel McAdams', 'Emma Stone', 'Alec Baldwin')",5.4
National Theatre Live: John,2014,tt4256734,Lloyd Newson,"('Robin Lough', 'Taylor Benjamin', 'Lee Boggess', 'Gabriel Castillo', 'Ian Garside')",7.7
Infini,2015,tt3327624,Shane Abbess,"('Daniel MacPherson', 'Grace Huang', 'Luke Hemsworth', 'Luke Ford')",5.3
Land of Storms,2014,tt2474310,Ádám Császi,"('András Sütö', 'Ádám Varga', 'Sebastian Urzendowsky', 'Enikö Börcsök')",6.9
Behind the Mirror,2015,tt3633594,Minos Papas,"('Matt Hopkins', 'Daniela Mastropietro', 'Nando Del Castillo', 'Flint Beverage')",5.8
Squatch! Curse of the Tree Guardian,2012,tt2413816,Carlos A. Samudio,"('Felix Alonzo', 'B.K-McKee', 'Holli Breedlove', 'Joseph Brown')",5.2
Zouzou,2014,tt2502724,Blandine Lenoir,"('Jeanne Ferron', 'Florence Muller', 'Laure Calamy', 'Sarah Grappin')",5.1
Eisenstein in Guanajuato,2015,tt1702429,Peter Greenaway,"('Elmer Bäck', 'Luis Alberti', 'Maya Zapata', 'Lisa Owen')",6.3
Destiny,2014,tt3523348,Jeremy Whittaker,"('Karian Sang', 'Sabrina Diana Colie', 'Kerstin Whittaker', 'Christopher Martin')",8
Cannibal,2013,tt1718747,Manuel Martín Cuenca,"('Antonio de la Torre', 'Olimpia Melinte', 'María Alfonsa Rosso', 'Florin Fildan')",5.9
Terroir,2014,tt2202593,John Jopson,"('Keith Carradine', 'Gaetano Guarino', 'Fabio Marini', 'Lina Otto')",7
Innocent Blood,2013,tt1997619,D.J. Holloway,"('Sun Kim', 'Jun Kim', 'C.S. Lee', 'Alexandra Bokyun Chun', 'Justin Chon')",8
Snow Owl Slaughter,2014,tt2210886,Thomy Kessler,"('Martin Kloss', 'Sandra Quadflieg', 'Michelle Yao-Hua Ling', 'Swaantje Becker')",5.6
Uitvlucht,2015,tt4881608,Regardt van den Bergh,"('Clara Joubert van den Bergh', 'Stian Bam', 'Margot Luyt', 'Jill Levenberg')",7.2
About 12,2014,tt3645108,Martín Shanly,"('Rosario Shanly', 'Mirta Bogdasarian', 'Sofía Brockenshire', 'Camila Dougall')",6.5
The Bet,2013,tt2359422,Finola Hughes,"('Scott Hagood', 'Tim T. Whitcomb', 'Portia Thomas', ""Mary O'Connor"")",7.1
The Shape of Rex,2013,tt2362728,Layne Coleman,"('William Hominuke', 'Brett Donahue', 'Ryan Hollyman', 'Vivien Endicott Douglas', 'Monica Dottor')",7.4
Blinky Bill the Movie,2015,tt3700456,Deane Taylor,"('Billy Birmingham', 'Toni Collette', 'Charlotte Rose Hamlyn', 'Barry Humphries')",5.1
Lysistrata,2013,tt3145172,James Thomas,"('Ashton Crosby', 'Heather Hurst', 'Candace Janée', 'William Kozy')",6.6
Too Tall,2014,tt2295560,Ivan Peric,"('Ivan Peric', 'Tarek Gader', 'Mariana Tayler', ""Michele L'Africain"")",8
Memoria,2015,tt3262252,Vladimir de Fontenay,"('Nina Ljeti', 'Sam Dillon', 'Thomas Mann', 'James Franco', 'Teo Halm')",5
A Nightingale Falling,2014,tt2909748,Garret Daly,"('Martina McGlynn', 'Tara Breathnach', 'Muireann Bird', 'Gerard McCarthy', 'Brian Fortune')",5.1
The Disappearance of Eleanor Rigby: Him,2013,tt1531924,Ned Benson,"('James McAvoy', 'Jessica Chastain', 'Nina Arianda', 'Viola Davis')",6.8
After Words,2015,tt2226630,Juan Feldman,"('Marcia Gay Harden', 'Ron Canada', 'Yvette Thor', 'Haydee Bisval')",6.5
The Piano Room,2013,tt2710942,Igor Ivanov Izi,"('Natasha Petrovic', 'Jovica Mihajlovski', 'Svetozar Cvetkovic', 'Vasil Zafircev')",6.7
Anna,2013,tt1715336,Jorge Dorado,"('Mark Strong', 'Taissa Farmiga', 'Brian Cox', 'Saskia Reeves')",6.4
Exploited,2014,tt3532182,Jason Impey,"('Jason Impey', 'Kaz B.')",5.9
Lights Camera Bullshit,2014,tt3861108,Chad Allen Barton,"('Eric Tate', 'Ron Gephart', 'Teddy Eck', 'Michael Horse')",8.3
My Little Demon,2012,tt1744632,S.J. Creazzo,"('Diana Cherkas', 'Alison Stover', 'Caitlin Gold', 'Tina Siciliano')",7.9
Open Road,2013,tt1922679,Marcio Garcia,"('Camilla Belle', 'Andy Garcia', 'Colin Egglesfield', 'Juliette Lewis')",5.3
Macbeth,2015,tt2884018,Justin Kurzel,"('Michael Fassbender', 'Marion Cotillard', 'Jack Madigan', 'Frank Madigan')",6.6
Lead Me Astray,2015,tt3367736,Tom Danger,"('Jace Pickard', 'Alannah Robertson', 'Tim Page', 'Logan Webster')",7.2
Cinco De Mayo,2013,tt2586394,Paul Ragsdale,"(""Anthony Iava To'omata"", 'Lindsay Amaral', 'Spencer Reza', 'Steven Pettit Jr')",5.4
The Hit Girl,2013,tt2651924,James A. Ward,"('Ella Celina Bowen', 'Jessamyn Arnstein', 'James Castle Stevens', 'Sharon Gibson')",6.9
I Am Potential,2015,tt2918608,Zach Meiners,"('Burgess Jenkins', 'Jimmy Bellinger', 'Marc Graue', 'Jama Williamson')",6.4
Diamonds in the Sky,2014,tt2338287,Sriparna Dey,"('Anamitra Roy', 'Anamitra Roy', 'Yovik', 'Abhishek Bhattacharyya', 'Avishek Thakur')",7.2
Xanadu,2013,tt2725432,Dominic Reynolds,"('Kenny Blyth', 'Jonathan Fegan', 'Mary Gapinski', 'Isabella Jarrett')",6.4
Fray,2012,tt2049448,Geoff Ryan,"('Bryan Kaplan', 'Marisa Costa', 'Catherine Johnson', 'Wes Harris')",6.1
Moon and Sun,2014,tt3021202,Demetrius Wren,"('Amber Davila', 'Christina Wren', 'Eboni Hogan', 'Michael J. Burg')",7.1
Better Than Crazy,2015,tt1193621,Mike Restaino,"('Aaron Daley', ""Deborah O'Brien"", 'Amy Bruni', 'Nick Leonti')",7.7
Sommarstället,2013,tt2219516,Johan von Reybekiel,"('Marcus Werner Hed', 'Sara Blomqvist', 'Kalle Josephson', 'Ania Chorabik', 'Nanna Blondell')",5.4
Mint on Card,2015,tt4452922,Mark Daniel Foley,"('Moses Beckett', 'Tony Borea', 'Dennis Broderick', 'Jennifer Broderick')",6.4
Three Brave,2015,tt4306116,Sharmeen Obaid-Chinoy,"('Muneeba Yaseen', 'Hanzala Shahid', 'Zuhab Khan', 'Behroze Sabzwari')",7.2
Europa Report,2013,tt2051879,Sebastián Cordero,"('Sharlto Copley', 'Michael Nyqvist', 'Christian Camargo', 'Embeth Davidtz')",6.4
Rupinder Gandhi the Gangster..?,2015,tt5051512,Tarn Mann,"('Karamjeet Brar', 'Lucky Dhaliwal', 'Soni Dhaliwal', 'Bunty Dhillon')",6.4
Perfect Agreement,2013,tt5529600,Roberto Bomtempo,"('José Joffily', 'Roberto Bomtempo', 'Miriam Freeland', 'Chico Pelúcio', 'Eduardo Moreira')",5.9
Money Mechanics,2013,tt3256432,Bruny Telfort,"('Krystal Arguello', 'Pearce Blair', 'Xavier Burbano', 'Omar Cardoso')",8.8
Umformung: The Transformation,2014,tt4446256,Sudeep Ranjan Sarkar,"('Sanjay Bhatia', 'Sushil Bhosale', 'Parijaat Chakraborty', 'Neha Kapoor')",6.6
Space Pirates,2014,tt4610490,Adam Haus,"('Kyle Haus', 'Patrick J. Baumann', 'Christopher Paul Hannan', 'Adam Haus')",8
Double Wide Blues,2012,tt2313221,William Mark McCullough,"('Drue Delio', 'Matt Lowe', 'Chuck Ashworth', 'William Mark McCullough')",8.1
Newman,2015,tt3255776,Long Yin Cheng,"('Dean Kirkright', 'Jeremy Kewley', 'Christian Heath', 'Tamuz Ellazam')",6.9
Acts of Godfrey,2012,tt1601464,Johnny Daukes,"('Simon Callow', 'Iain Robertson', 'Harry Enfield', 'Doon Mackichan')",6.2
The Good Book,2014,tt3034546,Sharon Wilharm,"('Bella Higginbotham', 'Jenn Gotzon', 'Donald James Parker', 'Rebecca Lines')",6.3
Found Footage Festival Volume 6: Live in Chicago,2012,tt2282526,Andrew Swant,"('Joe Pickett', 'Nick Prueher', 'Mark Proksch', 'Scott Baio')",7.9
Transsexuals from Space,2012,tt1965251,Brina,"('Dale F. Appel', 'Kristen Augenfeld', 'Gail Barber', 'Ashley Amber Bottoms')",5.9
The Last Movie,2012,tt2256867,Bruce Pittman,"('Beth Gondek', 'Nataliya Alyexeyenko', 'Lawrence Bayne', 'Dawna Marie Wright')",7.5
As the Crow Flies,2014,tt3233926,Jacob P. LaGuardia,"('Morgan Wolk', 'Alec Shaw', 'Bob Gosse', 'Noah Campbell Smith')",6.8
One More Try,2012,tt2590280,Ruel S. Bayani,"('Angel Locsin', 'Angelica Panganiban', 'Dingdong Dantes', 'Zanjoe Marudo')",6
The Counselor,2013,tt2193215,Ridley Scott,"('Michael Fassbender', 'Penélope Cruz', 'Cameron Diaz', 'Javier Bardem')",5.4
"Desalmados: aleluia, salvação e glória!",2014,tt4550596,Flávio Carnielli,"('Wander Moliani', 'Giovanna De Sordi', 'Marcel Poullet', 'Fabio Thithola')",8
Endless Night,2015,tt2735996,Isabel Coixet,"('Juliette Binoche', 'Rinko Kikuchi', 'Gabriel Byrne', 'Orto Ignatiussen')",6.1
Mixed Kebab,2012,tt1301308,Guy Lee Thys,"('Cem Akkanat', 'Simon Van Buyten', 'Gamze Tazim', 'Karlijn Sileghem')",6.3
Legend,2015,tt3569230,Brian Helgeland,"('Tom Hardy', 'Emily Browning', 'Taron Egerton', 'Paul Anderson')",6.9
Long Way North,2015,tt2262345,Rémi Chayé,"('Christa Théret', 'Féodor Atkine', 'Peter Hudson', 'Tom Morton')",7.2
Save the Date,2012,tt1965065,Michael Mohan,"('Lizzy Caplan', 'Alison Brie', 'Mark Webber', 'Geoffrey Arend')",5.7
Breathe,2014,tt3409432,Frederick Tabiyus Nah IV,"('Jeremy Daniel Madden', 'Jeff Rose', 'Erica Page', 'Richard Cordero')",8
In Montauk,2012,tt1565064,Kim Cummings,"('Nina Kaczorowski', 'Lukas Hassel', 'George Katt', 'Carolina Caro')",5.6
Alles Wat Mal Is,2014,tt4586494,Darrell Roodt,"('Erica Wessels', 'Louw Venter', 'Meme Ditshego', 'Christina Storm')",5.2
1987,2014,tt2833074,Ricardo Trogi,"('Jean-Carl Boucher', 'Sandrine Bisson', 'Claudio Colangelo', 'Laurent-Christophe De Ruelle')",7.3
Carpe Diem: European Escapade,2015,tt3271326,Eric Hinwood,"('Eric Hinwood', 'Collin McDowell', 'Selena Welling', 'Aaron Shi')",7
The Whole Shebang,2014,tt3469518,Doris Dörrie,"('Hannelore Elsner', 'Nadja Uhl', 'Hinnerk Schönemann', 'Axel Prahl')",5.5
The Prenup,2015,tt4849404,Jun Lana,"('Jennylyn Mercado', 'Sam Milby', 'Melai Cantiveros', 'Ella Cruz')",5.6
Broadway's Finest,2012,tt1737118,Stephen Marro,"('Adam Storke', 'John Lavelle', 'Nick Cornish', 'Larry Pine')",5.4
