Title,Year,Movie ID,Director,Stars,Votes
One Minutes,2009,tt1124335,Philip Pugh,"('Lydia Adams', 'Adam Alexander', 'John Allen', 'Brigite Amaral')",8.3
The Bicyclists,2009,tt1273199,Carl Jameson,"('Jayme S. Hall', 'Elle Poindexter', 'Melissa Goad', 'Paul Glazier')",7
The Bug in the Bathroom,2009,tt1387328,Catherine Dawson,"('Wendy Toliver', 'Angela Padian', 'Fred Perales', 'Glen Hershman')",6.5
Cooties,2007,tt0847207,Michael A. Allowitz,"('Jim Beaver', 'Melinda Hall')",7.1
The Conspiracy,2008,tt1100898,Antonio del Real,"('Jason Isaacs', 'Julia Ormond', 'Jürgen Prochnow', 'Jordi Mollà')",5.3
Camille,2008,tt0462219,Gregory Mackenzie,"('Sienna Miller', 'James Franco', 'David Carradine', 'Scott Glenn')",5.9
"Turk Diamond, P.I.",2008,tt1188756,Jeff Babb,"('Ken Beals', 'Justin Colvin', 'Tom Huff', 'Don A. King')",8.6
Annabel Lee,2009,tt1285211,Michael Rissi,"('Kristen Hagen', 'Jon Woodward Kirby', 'Jon Morgan Woodward', 'Bill Bordy')",8.8
Relapse,2008,tt1280012,Guillermo F. Navarro,"('Jeremy Daniel Davis', 'Kate Tomlinson', 'Taymour Ghazi', 'S. Neka Aipolo')",8.8
Twelve,2008,tt1225768,Seanbaker Carter,"('Marc Colucci', 'Garth Donovan', 'Noah Lydiard', 'Scott Masterson', 'Andy McCarthy', 'Joan Meister', 'Vladimir Minuty', 'Luke Poling', 'Megan Summers', 'Brynmore Williams', 'Emma Barber', 'Leighsa Burgin', 'Stephen DiCenzo', ""Brian 'Dunny' Dunn"")",8.2
One Good Man,2009,tt1239357,Christian Vuissa,"('Tim Threlfall', 'Pam Eichner', 'Talon G. Ackerman', 'Aley Underwood')",6.6
3 Days in L.A.,2009,tt1138007,Marco Capalbo,"('Kirsten Berman', 'Susie Bracken', 'Wallace Dorian', 'D.J. Harner')",5.5
Nezumi monogatari: Jôji to Jerarudo no bouken,2007,tt1934342,Masami Hata,"('Minami Takayama', 'Megumi Hayashibara', 'Chikao Ôtsuka', 'Kenji Utsumi')",6.3
The Watercolor,2009,tt1537967,Cihat Hazardagli,"('Sarp Alemdaroglu', 'Haluk Bilginer', 'Savas Dinçel', 'Cansel Elcin')",6.6
Beautiful,2009,tt1170391,Dean O'Flaherty,"('Deborra-Lee Furness', 'Peta Wilson', 'Aaron Jeffery', 'Asher Keddie')",5.3
Nina,2006,tt0892088,Luis L. del Rosario Jr.,"('Desmond Andrews', 'James Ellsworth', 'Douglas Gowland', 'Amy Renee Herring')",8.1
Budakeszi srácok,2006,tt0830872,Pál Erdöss,"('Szabolcs Veégh', 'Eszter Nagy-Kálózy', 'Zsolt Huszár', 'György Dörner')",5.8
The Consul of Sodom,2009,tt1188986,Sigfrid Monleón,"('Jordi Mollà', 'Bimba Bosé', 'Alex Brendemühl', 'Josep Linuesa')",5.8
The Men in White,2005,tt0469133,Tipu Sultan,"('Tipu Sultan', 'Will Murray', 'Rami Hilmi', 'Mala D. Burns')",5.9
The Gods of Circumstance,2009,tt1170395,Justin Golding,"('Rhonda Aldrich', 'Maynor Alvarado', 'Melissa R. Bacelar', 'Kennedy Barnett')",7.3
Women Without Men,2009,tt1498887,Shirin Neshat,"('Shoja Azari', 'Shabnam Toloui', 'Pegah Ferydoni', 'Arita Shahrzad', 'Orsolya Tóth')",6.3
Resilience,2006,tt0814290,Paul Bojack,"('Henry LeBlanc', 'Al Rossi', 'Julie Alexander', 'Steve Wilcox')",7.6
Divine Souls,2007,tt0939606,James McDonald,"('Fatima Biriski', 'Robert F. Cawley', 'Nancy Chartier', 'Andrea Cohen')",6.3
Pal,2008,tt1377541,Richard Miller,"('John Watson', 'Richard Baldwin', 'Sam Foster', 'Edward Earl King', 'Robert Laird')",8.1
Sunny et l'éléphant,2008,tt1346315,Frédéric Lepage,"('Simon Woods', 'Keith Chin', 'Grirggiat Punpiputt', 'Siriyakorn Pukkavesh')",6.1
Heist,2009,tt1199472,Rick Cooper,"('Rick Jordan', 'Rick Jordan', 'Christian Mendez', 'Erik David Barber', 'Tim Aslin')",5
Sumolah,2007,tt1029388,Afdlin Shauki,"('Afdlin Shauki', 'Awie', 'Gurmit Singh', 'Inthira Charoenpura')",7.6
Lilly's Thorn,2009,tt1467366,Will Bain,"('Dewell Williams', 'Bennett Clarkson', 'David Cooley', 'Joseph D. Durbin', 'Doug Grieneisen')",6.7
Emilio,2008,tt0499469,Kim Jorgensen,"('Walter Perez', 'Danny Socorro Martinez', 'Alejandro Patiño', 'Wendell Wright')",8
Big Man Japan,2007,tt0997147,Hitoshi Matsumoto,"('Hitoshi Matsumoto', 'Riki Takeuchi', 'Ua', 'Ryunosuke Kamiki')",6.2
Fanboys,2009,tt0489049,George Lucas,"('Kyle Newman', 'Dan Fogler', 'Jay Baruchel', 'Kristen Bell', 'Sam Huntington')",6.5
The Reader,2008,tt0976051,Stephen Daldry,"('Kate Winslet', 'Ralph Fiennes', 'Bruno Ganz', 'Jeanette Hain')",7.6
Relative Obscurity,2007,tt0760182,Jeff Rosenberg,"('Larisa Oleynik', 'Owiso Odera', 'Eric Martig', 'Jordan Kenneth Kamp')",7.8
Morgan Pålsson - Världsreporter,2008,tt1135941,Fredrik Boklund,"('Anders Jansson', 'Johan Wester', 'Karim Rasheed', 'Suzanne Reuter')",5.4
Sordid Things,2009,tt1034072,Andrew Bloomenthal,"('Shannon Beeby', 'Andrew Bloomenthal', 'Alex Burns', 'Chaunice Chapman')",6.5
The Perfect Game,2009,tt0473102,William Dear,"('Clifton Collins Jr.', 'Cheech Marin', 'Moises Arias', 'Jake T. Austin')",6.9
Just My Luck,2006,tt0397078,Donald Petrie,"('Lindsay Lohan', 'Chris Pine', 'Samaire Armstrong', 'Bree Turner')",5.4
Haus der Wünsche,2007,tt1262131,Vanessa Van Houten,"('Thomas Fränzel', 'Tschagsalmaa Borchuu', 'Lars Rudolph', 'Penelope Anne Hall')",7.4
Fellowship,2005,tt0479910,Lucas Elliot Eberl,"('Elijah Runcorn', 'Amy Perry', 'Stephen Bowman', 'Lucas Elliot Eberl')",8.6
Buy It Now,2005,tt0462215,Antonio Campos,"('Chelsea Logan', 'Rosemarie DeWitt', 'Christopher McCann', 'Tiffany Yaraghi')",5.6
Fall to Grace,2005,tt0452618,Mari Marchbanks,"('Aaron D. Alexander', 'René Alvarado', 'J. Ed Araiza', 'Ricardo Azulay')",7
The Leap Years,2008,tt0470420,Jean Yeo,"('Jason Chan', 'Joan Chen', 'Ananda Everingham', 'Nadya Hutagalung')",5.9
Blocked,2006,tt0805495,James Roberts,"('Matthew Godfrey', 'Michael Piscitelli', 'Jenette Kozak', 'James Roberts')",6.2
The Business,2005,tt0429715,Nick Love,"('Danny Dyer', 'Tamer Hassan', 'Geoff Bell', 'Georgina Chapman')",6.6
Strange Girls,2007,tt0826752,Rona Mark,"('Angela Berliner', 'Jordana Berliner', 'Kasey Daley', 'David Dietz')",5.8
To Each His Own Cinema,2007,tt0973844,Theodoros Angelopoulos,"('Olivier Assayas', 'Bille August', 'Jane Campion', 'Youssef Chahine', 'Kaige Chen', 'Michael Cimino', 'Ethan Coen', 'Joel Coen', 'David Cronenberg', 'Jean-Pierre Dardenne', 'Luc Dardenne', 'Manoel de Oliveira', 'Raymond Depardon', 'Atom Egoyan', 'Amos Gitai', 'Hsiao-Hsien Hou', 'Alejandro G. Iñárritu', 'Aki Kaurismäki', 'Abbas Kiarostami', 'Takeshi Kitano', 'Andrey Konchalovskiy', 'Claude Lelouch', 'Ken Loach', 'David Lynch', 'Nanni Moretti', 'Roman Polanski', 'Raúl Ruiz', 'Walter Salles', 'Elia Suleiman', 'Ming-liang Tsai', 'Gus Van Sant', 'Lars von Trier', 'Wim Wenders', 'Kar-Wai Wong', 'Yimou Zhang', 'Isabelle Adjani', 'Pegah Ahangarani', 'Anouk Aimée', 'Leonid Alexeenko')",6.8
Out of Balance,2007,tt1024992,Karl Bardosh,"('Luís Fernando Petzhold', 'Jessica Barth', 'Dita de Leon', 'Jay Maxwell')",6.4
Race You to the Bottom,2005,tt0452671,Russell Brown,"('Ruben Dario', 'Kristin Hensley', 'Cole Williams', 'Jer Adrianne Lelliott')",5.1
Greeny Phatom: The Movie,2005,tt21419324,Robert Stainton,"('Adult Male Voice', 'Speakonia Alex', 'Speakonia Amos', 'Microsoft Anna')",6
Perestroika,2009,tt1877735,Sarah Turner,(),6.6
Facing the Giants,2006,tt0805526,Alex Kendrick,"('Alex Kendrick', 'Shannen Fields', 'Jason McLeod', 'Tracy Goode')",6.5
Synapse,2007,tt1042385,Sloan Copeland,"('Michael Giese', 'Juliet Mantiply', 'Charles Edwin Powell', 'Adam Saunders')",7.5
Golden Empire,2005,tt0477003,Jesse James Jackson Jr.,"('Clifton Powell', 'Karen Yelverton', 'Roger Wu', 'House')",7.5
Missionary Man,2007,tt0926110,Dolph Lundgren,"('Dolph Lundgren', 'Kateri Walker', 'Chelsea Ricketts', 'Matthew Tompkins')",5
2010: A Kitchen Odyssey,2005,tt0453443,Greg Quinn,"('Ford Austin', 'Glenda Morgan Brown', 'Stan Du Plessis', 'Andrew Fried')",6.4
An American in China,2008,tt0804438,Ron Berrett,"('James Snyder', 'Sun Fei Fei', 'Anthony Montgomery', 'Alice Greczyn')",5
Lost on the B Side,2006,tt0860452,Lyle Holmes,"('Aaron Blakely', 'Felicia Dewall', 'Allan Barlow', 'Megan Munroe')",5.4
Death at a Funeral,2007,tt0795368,Frank Oz,"('Matthew Macfadyen', 'Peter Dinklage', 'Ewen Bremner', 'Keeley Hawes')",7.3
Bloodborn,2008,tt1305766,Phil Messerer,"('Devon Dionne', 'Eilis Cahill', 'JoJo Hristova', 'Michael Strelow')",6.5
Creating Karma,2006,tt0476977,Jill Wisoff,"('Karen Lynn Gorney', 'Carol Lee Sirugo', 'Jill Wisoff', 'Joe Grifasi')",6.1
Cargo: Innocence Lost,2008,tt1023119,Michael Cory Davis,"('Elen Koleva', 'Jonas Talkington', 'George Zlatarev')",5.5
Imitation Life,2008,tt1339105,Mark Booker,"('Luke Eder', 'Lili Allen-Franco', 'Mark Booker', 'Theresa Cassiday', 'Owen Cleasby')",6
Dare,2006,tt0783500,Peter Zhmutski,"('Peter Zhmutski', 'Stacie Cannon', 'Matt Carpenter', 'Pamela Jaronek')",5.4
Anemonis,2005,tt0814011,Monja Art,"('Adrian Brooks', 'Gerd Czoppelt', 'Annemarie de Georgi', 'Harald Dissauer')",7.4
Hollywood Confidential,2008,tt0790682,Ken Osborne,"('Vernon Wells', 'Joe Estevez', 'James MacPherson', 'Jesse Hlubik')",8
The Open Road,2009,tt1007018,Michael Meredith,"('Justin Timberlake', 'Ted Danson', 'Harry Dean Stanton', 'Mary Steenburgen')",5.5
Hannah Free,2009,tt1315214,Wendy Jo Carlton,"('Sharon Gless', 'Maureen Gallagher', 'Kelli Strickland', 'Ann Hagemann')",6.5
Grave Danger,2009,tt1231595,Jim Haggerty,"('Debbie Kopacz', 'Jonathan Holtzman', 'Jae Mosc', 'Andrew Phillips')",5.6
Four Corners of Suburbia,2005,tt0431071,Elizabeth Puccini,"('Mark Abrue', 'Mädchen Amick', 'Paul Blackthorne', 'Katie Carr')",6.4
Believe,2007,tt0447857,Loki Mulholland,"('Larry Bagby', 'Lincoln Hoppe', 'Vanessa DeHart', 'Brian Neal Clark')",5.6
Backseat,2005,tt0337584,Bruce Van Dusen,"('Josh Alexander', 'Starla Benford', 'William Bogert', 'Robert T. Bogue')",6.9
The Deep and Dreamless Sleep,2006,tt0362993,Matthew Harrison,"('Tami Reynolds', 'Kris Park', 'Ivan Martin', 'Evan Brenner')",7.5
Monstrosity,2007,tt1084023,George Bonilla,"('Billy W. Blackwell', 'Stacey T. Gillespie', 'John Dugan', 'Leslie Renee Rogers')",5.6
No Place,2007,tt0800953,Clive Frayne,"(""Steve O'Brien"", 'Rob Turnbull', 'Colin Sharp', 'Kathy Secker', 'Samantha Neale')",7.8
Flash Point,2007,tt0992911,Wilson Yip,"('Donnie Yen', 'Louis Koo', 'Ray Lui', 'Collin Chou')",6.7
Goldfish,2006,tt0473039,Jennifer Hsia,"('Michelle Ho', 'Chun-hao Tuan', 'Stephanie Kwong', 'Alexander Aquino')",6.2
From Barbados with Love,2006,tt0939614,Miguel Antonio Drayton,"('Celia Bostie', 'Ian Bourne', 'Donna Brinkman', 'Judith Brooms')",8.9
Gigi 12x5,2005,tt0390082,Eric Tretbar,"('Jaimi Paige', 'Ozzy Benn', 'Chase Korte', 'Jaime Kleiman')",7.2
American Shopper,2007,tt0997032,Tamas Bojtor,"('Sybil Dessau', 'Clare Adrian', 'Wes Cunningham', 'Katherine Del Rio', 'Jonathan Gotsick')",7.7
Resident Evil: Extinction,2007,tt0432021,Russell Mulcahy,"('Milla Jovovich', 'Ali Larter', 'Oded Fehr', 'Iain Glen')",6.2
Monbella and the Curse of 1809,2009,tt1500829,Bryce McLaughlin,"('Shaine Jones', 'Erika Conway', 'Chaz Chamberlain', 'Alejandra Parra')",5.6
Puberty: The Movie,2007,tt1024661,Eric Ledgin,"('Stephen Schneider', 'Joe Lo Truglio', 'Jerry Grayson', 'Jon Millstein', 'Caitlin Roukin')",6.6
The Gospel,2005,tt0451069,Rob Hardy,"('Boris Kodjoe', 'Nona Gaye', 'Idris Elba', 'Clifton Powell')",5
Scenes of a Sexual Nature,2006,tt0475380,Ed Blum,"('Holly Aird', 'Eileen Atkins', 'Hugh Bonneville', 'Tom Hardy')",6
Brain Dead,2007,tt0914799,Kevin Tenney,"('Joshua Benton', 'Sarah Grant Brendecke', 'David Crane', 'Andy Forrest')",5.1
The Last Kiss,2006,tt0434139,Tony Goldwyn,"('Zach Braff', 'Jacinda Barrett', 'Rachel Bilson', 'Casey Affleck')",6.4
Men's Affair,2008,tt1280532,Amine-Kais,"('Fatah Bensalem', 'John Crann', 'Peter Welch', 'Hamid Amirouche')",5.4
Newcastle,2008,tt1043860,Dan Castle,"('Lachlan Buchanan', 'Xavier Samuel', 'Reshad Strik', 'Kirk Jenkins')",6
Harsh Times,2005,tt0433387,David Ayer,"('Christian Bale', 'Freddy Rodríguez', 'Eva Longoria', 'Chaka Forman')",6.8
Wormtooth Nation,2008,tt1340694,Geoff Boothby,"('Benjamin Estey', 'Elizabeth Hughes', 'David J. Murphy', 'Steve Pappin')",5.8
Winter in Wartime,2008,tt0795441,Martin Koolhoven,"('Martijn Lakemeier', 'Jamie Campbell Bower', 'Yorick van Wageningen', 'Raymond Thiry')",7
"War Eagle, Arkansas",2007,tt0840406,Robert Milazzo,"('Brian Dennehy', 'Mary Kay Place', 'Mare Winningham', 'James McDaniel')",6.2
Crazy for Love,2005,tt0328121,Michael Parness,"('Lorraine Bracco', 'David Paymer', 'Emma Adele Galvin', 'David Krumholtz')",5.4
Entry Level,2007,tt0902279,Douglas Horn,"('D.B. Sweeney', 'Missi Pyle', 'Cedric Yarbrough', 'Lisa Ann Walter')",5.8
Les Boys IV,2005,tt0308064,George Mihalka,"('Rémy Girard', 'Pierre Lebeau', 'Luc Guérin', 'Patrick Labbé')",5.1
Resident Evil: Degeneration,2008,tt1174954,Makoto Kamiya,"('Paul Mercier', 'Alyson Court', 'Laura Bailey', 'Roger Craig Smith')",6.4
Another Gay Movie,2006,tt0443431,Todd Stephens,"('Michael Carbonaro', 'Jonathan Chase', 'Jonah Blechman', 'Mitch Morris')",5
Richard III,2005,tt0774049,Maximilian Day,"('Matthew Beggs', 'Michael Bowlby', 'Judy Carey', 'Leo Carey')",6.6
A Taste of Jupiter,2005,tt0759940,Derek Diorio,"('Norman Mikeal Berketa', 'Pierre Brault', 'Peter Michael Dillon', 'Derek Diorio')",5.5
These Foolish Things,2006,tt0439848,Julia Taylor-Stanley,"('Charlotte Lucas', 'Craig Rooke', 'Julia McKenzie', 'Roisin Goodall')",5.4
The Bunnyman: The Sleepy Ridge Murders,2009,tt2860418,David Brown,"('Jason Brown', 'James Koncyk', 'Britteny Lynn Schruefer', 'David W. Scott', 'Trent Stover')",7
Ghostly Revenge,2007,tt0995720,Gary Castro Churchwell,"('Erick Ferman', 'Tony Blass', 'Constance Chang', 'Gary Castro Churchwell', 'Shelley Delayne')",7.5
The Cassidy Kids,2006,tt0476967,Jacob Vaughan,"('Kadeem Hardison', 'Anne Ramsay', 'Judah Friedlander', 'Tiger Darrow')",6.3
Unkenrufe,2005,tt0420289,Robert Glinski,"('Krystyna Janda', 'Matthias Habich', 'Dorothea Walda', 'Bhasker Patel')",5.7
Santa's Slay,2005,tt0393685,David Steiman,"('Bill Goldberg', 'Douglas Smith', 'Emilie de Ravin', 'Robert Culp')",5.3
Manhattanites,2008,tt0906048,Gregori J. Martin,"('Darnell Williams', 'Ilene Kristen', 'Forbes March', 'Aiden Turner', 'Lev Gorn')",7.4
Dishdogz,2005,tt0416688,Mikey Hilb,"('Marshall Allman', 'Haylie Duff', 'Luke Perry', 'Ryan Sheckler')",5.1
Grip,2009,tt1439551,Matt Wildash,"('Christopher Pizzey', 'Sadie Lyth', 'Timothy Michael', 'Claire Chate')",8
Spring Heeled Jack,2008,tt1288490,William Honeyball,"('Matthew Butler-Hart', 'Kayleigh Costin', 'Alice Bird', 'Philip North')",5.6
Moondance Alexander,2007,tt0828065,Michael Damian,"('Kay Panabaker', 'Don Johnson', 'Lori Loughlin', 'James Best')",6.2
The Hunting Party,2007,tt0455782,Richard Shepard,"('Richard Gere', 'Terrence Howard', 'Jesse Eisenberg', 'Gordana Vukres')",6.8
Red Apples Falling,2009,tt1341772,Ethan Higbee,"('Damon Dash', 'Jim Fullington', 'Jim Jones', 'Angie Martinez')",8.6
Book of Lore,2007,tt1297440,Chris LaMartina,"('Mike Baldwin', 'D. Patrick Bauer', 'Matt Benicewicz', 'Parth Dave')",5.9
Saint John of Las Vegas,2009,tt1276105,Hue Rhodes,"('Steve Buscemi', 'Romany Malco', 'Sarah Silverman', 'Peter Dinklage')",5.7
Balls of Fury,2007,tt0424823,Robert Ben Garant,"('Dan Fogler', 'Christopher Walken', 'George Lopez', 'Maggie Q')",5.3
Instant Dads,2005,tt0446718,Derek Maki,"('Steve Hasley', 'Dominic Janes', 'Nina Kaczorowski', 'Derek Maki')",8.2
Nana,2005,tt0471834,Kentarô Ohtani,"('Mika Nakashima', 'Aoi Miyazaki', 'Hiroki Narimiya', 'Yûta Hiraoka')",7.1
Music Within,2007,tt0422783,Steven Sawalich,"('Ron Livingston', 'Melissa George', 'Michael Sheen', 'Clint Jung')",7.2
Heaven's Doors,2006,tt0765455,Imad Noury,"('Swel Noury', 'Latifah Ahrar', 'Amidou', 'Samia Berrada', 'Camelia Bouhmamdi')",7.1
In the Closet,2009,tt1323927,Lamont A. Coleman,"('Lamont A. Coleman', 'Denver Dowridge', 'Kimo Leopoldo', 'Kathryn Melton')",5.6
I.T.A.L.Y. (I Trust and Love You),2008,tt1196944,Mark A. Reyes,"('Jolina Magdangal', 'Rufa Mae Quinto', 'Dennis Trillo', 'Mark Herras')",5.2
Jellyscream!,2008,tt1796521,Clint Orr,"('Clint Orr', 'T.J. Rawls', 'Johnathan Gaddis', 'Caitlyn Hentenaar')",7.2
The Myth,2005,tt0365847,Stanley Tong,"('Bing Shao', 'Jackie Chan', 'Weixing Yao', 'Jianzhong Zhang')",6.1
Righteous Kill,2008,tt1034331,Jon Avnet,"('Robert De Niro', 'Al Pacino', 'Carla Gugino', '50 Cent')",6
Moonshine Inc.,2009,tt1500830,Philip Crippen,"('Levi Fiehler', 'Whitney Powell', 'Daniel Laney', 'Molly Beucher')",7.1
Tre lire - Primo giorno,2008,tt1346858,Andrea Pellizzer,"('Carlo Rivolta da Vanzaghello', 'Fabrizio Veronese', 'Matilde Rivolta', 'Paolo Cogorno')",7.3
Uploading to Angels,2009,tt1340688,Fred Smith,"('Nevada Caldwell', 'Abigail Taylor', 'Janet Frenkel', 'Patrick Pedraja')",7.7
Desertion,2008,tt1198124,Francine Michelle,"('Kim Rhodes', 'Brian Krause', 'Robert Maschio', 'Patricia Belcher')",7.4
Kamataki,2005,tt0446372,Claude Gagnon,"('Tatsuya Fuji', 'Christopher Heyerdahl', 'Matt Smiley', 'Naho Watanabe')",7.1
Thor at the Bus Stop,2009,tt1326267,Jerry Thompson,"('Mike Thompson', 'Joe Berry', 'Barrett Applegate', 'Chris McInroy', 'Jason Neistadt')",6.9
Living with Uncle Ray,2006,tt0760315,Jennifer Corinna,"('Gene Duffy', 'Gene Duffy', 'Frank Payne', 'Steven Christopher Parker', 'Cole Vreeland')",8.7
Trust the Man,2005,tt0427968,Bart Freundlich,"('David Duchovny', 'Julianne Moore', 'Billy Crudup', 'Maggie Gyllenhaal')",5.7
No Smoking,2007,tt0995740,Anurag Kashyap,"('John Abraham', 'Ayesha Takia', 'Paresh Rawal', 'Ranvir Shorey')",7.3
Year of the Dog,2007,tt0756729,Mike White,"('Molly Shannon', 'John C. Reilly', 'Peter Sarsgaard', 'Laura Dern')",6
For the End of Time,2009,tt1509170,Ema Kugler,"('Maja Delak', 'Jasa Drnovsek', 'Lydia Lunch', 'Gregor Lustek')",5.1
Here. My Explosion...,2009,tt1374890,Reid Gershbein,"('Seth Burnham', 'Jeffery Davis', 'Reid Gershbein', 'Jennifer Jajeh')",6.2
House of Grimm,2005,tt0437234,Desmond Gumbs,"('Tony Todd', 'Lance Wesley', 'Bryan Fisher', 'Brandon T. Jackson')",7.1
The Broken Road,2007,tt1059897,Eric S. Filson,"('Jascha Updike', 'Jeremy N. Fisher', 'Kathryn Reinhardt', 'Joel Hutton')",7.6
Telstar: The Joe Meek Story,2008,tt1068669,Nick Moran,"(""Con O'Neill"", 'Kevin Spacey', 'Pam Ferris', 'JJ Feild')",6.4
Jim Thorpe: The Worlds Greatest Athlete,2009,tt1381609,Tom Weidlinger,"('Ted Draper', 'Giovanny Espinoza', 'Lukas Ferreira', 'Elliott Holland')",8.1
Orchestra Seats,2006,tt0444112,Danièle Thompson,"('Cécile de France', 'Valérie Lemercier', 'Albert Dupontel', 'Claude Brasseur')",6.7
Final Edition,2007,tt1236193,Lance J. Reha,"('Dennis Albanese', 'Mark Armstrong', 'Marlene Artov', 'Greg Bodkin')",5.9
Jazzed Up Hoodlums,2009,tt1321403,Stephen Marsh,"('Carlos Gallardo', 'Matthew Ramsey', 'Samantha Bennett', 'Nadine Avola')",7.9
Turbid,2009,tt1316085,George Fok,"('Ana Espinoza Aguirre', 'Sebastien Beaulac', 'Barry R. Brittle', 'Grace Cherng')",5.9
Never Say Macbeth,2007,tt1053889,Christopher J. Prouty,"('Tammy Caplan', 'John Combs', 'Scott Conte', 'Bayard Crawley')",7
Lange flate ballær II,2008,tt1130989,Harald Zwart,"('Jan Edgar Fjell', 'Frode Lie', 'Kai Helge Hansen', 'Henrik Morken Nielsen')",5.2
Black Water Transit,2009,tt0490087,Tony Kaye,"('Karl Urban', 'Aisha Tyler', 'Brittany Snow', ""Beverly D'Angelo"")",6.9
Angshumaner Chhobi,2009,tt1522133,Atanu Ghosh,"('Bhaskar Banerjee', 'Anjana Basu', 'Sabyasachi Chakrabarty', 'Bobby Chakraborty')",7.1
Priceless,2006,tt0482088,Pierre Salvadori,"('Audrey Tautou', 'Gad Elmaleh', 'Marie-Christine Adam', 'Vernon Dobtcheff')",7
Caught in the Game,2009,tt1117568,Michael Merrill,"('William Alonzo', 'Nyomi Banxxx', 'Jade Brandais', 'Tony L. Brown')",6.4
Suspension,2008,tt0989760,Alec Joler,"('Ethan Shaftel', 'Scott Cordes', 'Annie Tedesco', 'Caroline Vinciguerra', 'Dan Nichols')",5.1
Fade,2008,tt1483759,Cressa Maeve Beer,"('Adia Morris', 'Emily Fradenburgh', 'M. Scott Taulman', 'Mariska Baranczyk')",6.8
Emmanuelle Tango,2006,tt0823682,Milos Twilight,"('Néstor Catino', 'Goreti Da Silva', 'Carlos Garmendia', 'Glori-Anne Gilbert')",6.4
Stephanie's Image,2009,tt0487958,Janis DeLucia Allen,"('Melissa Leo', 'Janis DeLucia Allen', 'Mara Luthane', 'J.P. Allen')",5.4
Windup,2006,tt1093396,Dave Cote,"('John Read', 'Lurene Music', 'Dave Cote', 'Mel Tuck')",7.5
View in Black & White,2005,tt0446067,Irwin Miller,"('Christian Omari', 'William L. Johnson', 'Dan Martin', 'Angela Cantu')",8.9
Reeling in Reality,2005,tt0443620,Ezra D. Landes,"('Andy Goldenberg', 'Jodi Hettinga', 'Elizabeth Greer', 'Lanette Ware')",7.7
Rip Cage,2007,tt0418104,Lennie Williams,"('Roxy China', 'Phil Davies Brown', 'Vincenzo Natali', 'Jannike Olofsson')",6
Dominos: The Games We Play,2006,tt0496276,Nahala Johnson,"('Charlex Duhon', 'Venecia Small', 'Kalid Ross', 'Brodrick January')",5.5
Bridge 13,2006,tt1853517,Steven Rush,"('Jamshid Mashayekhi', 'Alireza Osivand', 'Sharareh Rokham', 'Majid Salehi')",5.2
In Search of Myster Ey,2008,tt1673399,Tasciotti,"('Richard Breitfeller', 'Albert Bramante', 'Rico Racine', 'Al Burgo')",6.9
Greys Inbetween,2008,tt1339598,Andrew Rajan,"('Fraser Ayres', 'Natasha Bain', 'Lizzie Ballinger', 'Terry Doe')",7.4
Hotel for Dogs,2009,tt0785006,Thor Freudenthal,"('Emma Roberts', 'Jake T. Austin', 'Lisa Kudrow', 'Don Cheadle')",5.5
High Society: A Pot Boiler,2009,tt0993790,Kristian Davies,"('Erik Davies', 'Jeremiah Bitsui', 'Peter Alton', 'Stephanie Ann Davies')",6.8
Universal Signs,2008,tt0494285,Ann Calamia,"('Anthony Natale', 'Sabrina Lloyd', 'Lupe Ontiveros', 'Margot Kidder')",7.2
A Bug and a Bag of Weed,2006,tt0466365,J. David Gonella,"('Chris Cuthbertson', 'Drew Hagen', 'Nico Lorenzutti', 'Shawn Duggan')",5.1
Academy of Doom,2008,tt0814397,Chip Gubera,"('Mil Máscaras', 'Sabrina Braden', 'Jeffrey Uhlmann', 'Bobbi Burton')",5.8
The Killing Death,2008,tt1340441,Ian Russell,"('Jeremy Dangerfield', 'Tyhr Trubiak', 'Neil Reimer', 'Darren Felbel')",5.4
Essayette,2008,tt0470999,Beatriz Martinez-Gatell,"('Alex McTavish', 'Alexander Fiske-Harrison', 'Ruth Smith', 'Stephanie Briggs')",5.9
The Magic Stone,2009,tt0293354,Jowita Gondek,"('Weronika Marszalec', 'Marcin Labno', 'Katarzyna Figura', 'Majka Jezowska')",6.5
The Hills Have Eyes,2006,tt0454841,Alexandre Aja,"('Ted Levine', 'Kathleen Quinlan', 'Dan Byrd', 'Emilie de Ravin')",6.4
Sicilian Tale,2009,tt1351774,Frank Lisi,"('Frank Lisi', 'Joe Polito', 'Vinny Vella', 'Mike Di Paolo')",7.6
Push,2009,tt0465580,Paul McGuigan,"('Camilla Belle', 'Dakota Fanning', 'Chris Evans', 'Colin Ford')",6.1
Faintheart,2008,tt1080012,Vito Rocco,"('Eddie Marsan', 'Ewen Bremner', 'Jessica Hynes', 'Bronagh Gallagher')",6.2
Tara Road,2005,tt0429153,Gillies MacKinnon,"('Jean-Marc Barr', 'Sarah Bolger', 'Jennifer Buckley', 'Virginia Cole')",6
I Know What You Did Last Winter,2005,tt0415864,Emilio Ferrari,"('Cleto Augusto', 'Tony Devon', 'David Douglas', 'Debbie Entin Garner')",5.5
Hostile Encounter,2007,tt0902302,Dwight Brooks,"('Shannon Alexander', 'Shane Dean', 'Laura Durant', 'Roy K. Fox')",7.5
Modern Dating According to Jeff,2009,tt1513827,Greg Corner,"('Buddy Howard', 'Buddy Howard', 'Greg Corner', 'Clifton Christian', 'Mike Marlowe')",5
