Title,Year,Movie ID,Director,Stars,Votes
Adults in the Room,2019,tt7493370,Costa-Gavras,"('Christos Loulis', 'Alexandros Bourdoumis', 'Ulrich Tukur', 'Daan Schuurmans')",6
Found Footage 3D,2016,tt3449006,Steven DeGennaro,"('Carter Roy', 'Alena von Stroheim', ""Chris O'Brien"", 'Tom Saporito')",5.2
Nursery Rhyme,2017,tt3560420,Edward Sanchez,"('Janet Tracy Keijser', 'Shanta Payne', 'Courtney Bell', 'Winston Browne')",6.8
Superstar,2019,tt10695638,Mohammed Ehteshamuddin,"('Mahira Khan', 'Bilal Ashraf', 'Nadeem Baig', 'Ali Kazmi')",5.5
The Witch: Part 1 - The Subversion,2018,tt8574252,Park Hoon-jung,"('Kim Da-mi', 'Min-soo Jo', 'Choi Woo-sik', 'Go Min-Si')",7.1
A Idiot Lost in Xiangxi,2016,tt6050658,Lou Qi,"('Jinbo Bai', 'Kuan Tai Chen', 'Siu Wai Cheung', 'Andrew Dasz')",5
Paper Year,2018,tt6212136,Rebecca Addelman,"('Andie MacDowell', 'Avan Jogia', 'Eve Hewson', 'Hamish Linklater')",5.2
Rise Against the Fall,2019,tt6126244,Michael Borka,"('Michael Borka', 'Punnavith Koy', 'Kayla Laursen', 'Brent Stariha')",7
Sol de Medianoche,2018,tt5730576,Douglas Pedro Sánchez,"('Pedro Capó', 'Aris Mejias', 'Laura Aleman', 'Xavier Torres')",6.4
Table 19,2017,tt1412528,Jeffrey Blitz,"('Anna Kendrick', 'Lisa Kudrow', 'Craig Robinson', 'Stephen Merchant')",5.8
Finding St. Isabel,2016,tt6077910,Nikki Rodriguez,"('Dianna Craig', 'Dale Dobson', 'Joel Savage', 'Bridget Messaros')",8.5
Just One More Kiss,2019,tt9035872,Faleena,"('Patrick Zeller', 'Faleena', 'Frances Mitchell', 'Erik Parillo')",5
hitched,2017,tt7234406,Kris Flink,"('Rachelle Henry', 'Kelsi Umeko', 'Bryce Earhart', 'Araceli Meagher-Reyes')",9.8
Silent Streams,2018,tt8793946,Philippe Ramos,"('Melvil Poupaud', 'Jacques Bonnaffé', 'Rémy Adriaens', 'Mélodie Richard')",5.7
Nevrland,2019,tt8974586,Gregor Schmidinger,"('Simon Frühwirth', 'Paul Forman', 'Josef Hader', 'Wolfgang Hübsch')",5.5
Svaha: The Sixth Finger,2019,tt7299298,Jae-hyun Jang,"('Lee Jung-jae', 'Yoo Ji-tae', 'Jeong Min Park', 'Min Tanaka')",6.2
The Charmer,2017,tt5668850,Milad Alami,"('Ardalan Esmaili', 'Soho Rezanejad', 'Lars Brygmann', 'Susan Taslimi')",6.6
The Man from Ruin,2016,tt5355706,Joel Shelton,"('Devanshu Agrawal', 'Joseph Higgins')",8.2
Hands of Stone,2016,tt1781827,Jonathan Jakubowicz,"('Edgar Ramírez', 'Usher', 'Robert De Niro', 'Rubén Blades')",6.6
Panopticon,2016,tt4018720,Jeff Thelen,"('Joshua Berwald', 'Farzana Virani', 'Aron Price', 'Anthony Abbott')",5.6
De regreso al colegio,2017,tt6166446,Antonio Merlano,"('Juan Alfonso Baptista', 'Carlos Areces', 'Ariel Levy', 'Carolina Acevedo')",5.2
Revenger,2018,tt9426186,Seung-Won Lee,"('Je-Heon Choi', 'Makayla Rose Hilli', 'Kim In-kwon', 'SooJin Jeong')",5.7
Sleepwalker,2017,tt4185370,Elliott Lester,"(""Ahna O'Reilly"", 'Richard Armitage', 'Izabella Scorupco', 'Rachel Melvin')",5.1
Kompani Hansteen,2017,tt6983064,Magnus Meling,"('Mathias Skillestad', 'Mathias Skillestad', 'Morten Meling', 'Magnus Meling', 'Torbjørn Mathiesen')",6
Relics,2017,tt5966224,Greg Bakker,"('Greg Bakker',)",6.9
Same Kind of Different as Me,2017,tt1230168,Michael Carney,"('Greg Kinnear', 'Renée Zellweger', 'Djimon Hounsou', 'Jon Voight')",6.6
The Untamed,2016,tt5265960,Amat Escalante,"('Ruth Ramos', 'Jesús Meza', 'Simone Bucio', 'Eden Villavicencio')",6.1
Brawl in Cell Block 99,2017,tt5657856,S. Craig Zahler,"('Vince Vaughn', 'Jennifer Carpenter', 'Don Johnson', 'Udo Kier')",7.1
Ekvtime: Man of God,2018,tt6058226,Nikoloz Khomasuridze,"('Rezo Chkhikvishvili', 'Ana Tsereteli', 'Gogi Turkiashvili', 'Giorgi Megrelishvili')",7.3
And Violet,2017,tt5058156,Paul Gray,"('Ian Dunn', 'Dave Hook', 'Hana Mackenzie', 'Dale McQueen')",6.2
Hibiscus & Ruthless,2018,tt7958614,Stallone Vaiaoga-Ioasa,"('Suivai Autagavaia', 'Anna-Maree Thomas', 'Lafitaga Mafaufau', 'Yvonne Maea-Brown')",5.8
Triggered,2019,tt9212314,Brie Burke,"('Katerina Lecourezos', 'Kayden Bryce', 'Bryson JonSteele')",5.5
Fat Punk,2018,tt5149450,Robert David Duncan,"('Teresa Laverty', 'Robert David Duncan', 'Ross Munro', 'Shelley Janzé')",8.3
Pee-wee's Big Holiday,2016,tt0837156,John Lee,"('Paul Reubens', 'Jordan Black', 'Doug Cox', 'Linda Porter')",6.1
After Louie,2017,tt5974044,Vincent Gagliostro,"('Alan Cumming', 'Zachary Booth', 'Sarita Choudhury', 'Patrick Breen')",5.8
Goon: Last of the Enforcers,2017,tt2417712,Jay Baruchel,"('Seann William Scott', 'Alison Pill', 'Marc-André Grondin', 'Liev Schreiber')",5.8
#LANDoftheBRAVEfilm,2019,tt4968908,Tim Huebschle,"('Elize de Wee', 'Armas Shivute', 'Pieter Greeff', 'Ralf Boll')",7.3
"7 Days, 7 Girls",2017,tt5524548,Luciano Silighini Garagnani,"('Roberta Nicosia', 'Ruslan Shpirka', 'Francesca La Gala', 'Luca Severini')",5.5
Don't Think Twice,2016,tt4972062,Mike Birbiglia,"('Keegan-Michael Key', 'Gillian Jacobs', 'Mike Birbiglia', 'Chris Gethard')",6.7
Dim the Fluorescents,2017,tt6029106,Daniel Warth,"('Claire Armstrong', 'Naomi Skwarna', 'Andreana Callegarini-Gradzik', 'Brendan Hobin')",5.5
White Girl,2016,tt4129870,Elizabeth Wood,"('Morgan Saylor', 'Brian Marc', 'Justin Bartha', 'Adrian Martinez')",5.7
Turnabout,2016,tt1476425,E.B. Hughes,"('George Katt', 'Waylon Payne', 'Peter Greene', 'Sayra Player')",5.8
Channel 7,2019,tt11634484,Aidan Chick,(),6.3
Victory by Submission,2017,tt4624104,Alan Autry,"('Eric Roberts', 'Lee Majors', 'Alan Autry', 'Fred Williamson')",6.6
Cyberbully 3,2016,tt5312322,Kevin Daly,"('Kevin Daly', 'Shaylee Ford', 'Tina Cintron')",8.2
With the wind,2018,tt7049420,Bettina Oberli,"('Mélanie Thierry', 'Pierre Deladonchamps', 'Nuno Lopes', 'Anastasia Shevtsova')",6.2
Marley,2017,tt6600382,Greg Pursino,"('Violetta Anna Licari', 'Vesta Millard', 'Frank Moran', 'Keith McMahon', 'Anngeannette Pinkston')",8.1
Just Charlie,2017,tt4838248,Rebekah Fortune,"('Harry Gilby', 'Scot Williams', 'Mark Carter', 'Travis Blake Hall')",6.9
La Rancherita,2016,tt5751844,Damian Chapa,"('Hilda G. Reyna', 'Damian Chapa', 'Gerald Clarke', 'Javier Maurino')",5.8
Ma,2019,tt7958736,Tate Taylor,"('Octavia Spencer', 'Diana Silvers', 'Juliette Lewis', 'McKaley Miller')",5.6
When the Starlight Ends,2016,tt2212778,Adam Sigal,"('Sam Heughan', 'Arabella Oz', 'David Arquette', 'Sean Patrick Flanery')",5.5
Sex & Water,2018,tt12318844,Alan Smithee,"('Edwin Martinez', 'Josh Paul', 'Steve O. van Wie')",5.6
Good Time,2017,tt4846232,Benny Safdie,"('Josh Safdie', 'Robert Pattinson', 'Benny Safdie', 'Jennifer Jason Leigh', 'Buddy Duress')",7.3
Robin: Watch for Wishes,2018,tt6643608,Kevin Schmutzler,"('Tobias Schmutzler', 'Jeff Burrell', 'Aiden Flowers', 'Leni Adams', 'Clayton Nemrow')",5.4
Budapest Noir,2017,tt5161018,Éva Gárdos,"('Krisztián Kolovratnik', 'Réka Tenki', 'János Kulka', 'Adél Kováts')",6.1
The Neon Demon,2016,tt1974419,Nicolas Winding Refn,"('Elle Fanning', 'Christina Hendricks', 'Keanu Reeves', 'Karl Glusman')",6.1
Cold Pursuit,2019,tt5719748,Hans Petter Moland,"('Liam Neeson', 'Laura Dern', 'Micheál Neeson', 'Michael Eklund')",6.2
"Clipped Wings, They Do Fly",2018,tt3254614,William Michael Barbee,"('Usman Sharif', 'J.D. Williams', 'Bill Duke', 'Bill Cobbs')",5.4
The Christmas Reunion,2016,tt4675324,Chip Rossetti,"('Heather Lynch', 'Shanda Lee Munson', 'Diana Schmitt', 'Ava Culpepper')",5.1
Unforgiven,2018,tt7394636,Sarik Andreasyan,"('Dmitriy Nagiev', 'Marjan Avetisyan', 'Roza Khayrullina', 'Samvel Muzhikyan')",6.5
My Friend the Polish Girl,2018,tt6987468,Ewa Banaszkiewicz,"('Mateusz Dymek', 'Aneta Piotrowska', 'Emma Friedman-Cohen', 'Daniel Barry', 'Max Davis')",5.7
Gothic Assassins Redux,2016,tt6090642,Milos Twilight,"('Bart Leenders', 'Hugh Lehane', 'Caroline Posada', 'Amra Silajdzic')",7.8
Eve,2017,tt6805238,Ahmed Jaf,"('Bernard Bullen', 'Oday Rasheed', 'Lisa Ronaghan')",6.8
United We Fall,2019,tt4079324,Jon Higgins,"('Allen Hogan', 'James Tackett', 'Travis Huber', 'Silvio Wolf Busch')",7.9
American Barbarian,2018,tt8456398,Paul L. Carr,"('Zoe Pike', 'Zarinah Ali', 'Christian J.J. Anderson', 'Jeremy Campbell')",8.9
Come and Find Me,2016,tt2597768,Zack Whedon,"('Aaron Paul', 'Annabelle Wallis', 'Garret Dillahunt', 'Chris Chalk')",5.7
Twisted Tales of Love,2019,tt11126248,Nick Cohen,"('Michael Davies', 'Edward Rawle-Hicks', 'Jack Bardoe', 'Kenneth Branagh', 'Sarah Eve')",6.4
The Worry Doll,2019,tt9116234,Brandon C. Lay,"('Syd Stauffer', 'Jenna McBreen', 'Kate Hughes', 'Karisa Hope')",6.5
Oxenfree,2016,tt3521976,Dan Glaser,"('Kelli Breslin', 'Steven Molony', 'Timothy R. Lane', 'Paul Vonasek')",7
Bloodline,2018,tt8883524,Henry Jacobson,"('Seann William Scott', 'Mariela Garriga', 'Dale Dickey', 'Christie Herring')",6
A Christmas Carol,2017,tt7820614,Jack Spring,"('Martin Prest',)",5.3
Offensive,2016,tt5311742,Jonathan Ford,"('Russell Floyd', 'Lisa Eichhorn', 'Fred Tatien', 'Timothy Morand')",6.5
Messenger of Wrath,2017,tt6456384,Ryan Callaway,"('Melissa Malone', 'Madeline Lupi', 'Carmine Giordano', 'Hiram Ortiz')",5.3
Suntan,2016,tt3954660,Argyris Papadimitropoulos,"('Makis Papadimitriou', 'Elli Tringou', 'Hara Kotsali', 'Milou Van Groesen')",6.6
The Prey,2017,tt5608426,Steven Horacio Flores,"('Michael Ford', 'Daniella Macolino', 'T.J. Fink', 'Antoinette Fasino')",6.7
The Female Brain,2017,tt5752360,Whitney Cummings,"('Whitney Cummings', 'Toby Kebbell', 'Beanie Feldstein', 'Cecily Strong')",5.8
Hollow in the Land,2017,tt4864624,Scooter Corkle,"('Dianna Agron', 'Shawn Ashmore', 'Rachelle Lefevre', 'Michael J Rogers')",5.6
The Taverna,2019,tt9817924,Alkinos Tsilimidos,"('Vangelis Mourikis', 'Rachel Kamath', 'Senol Mat', ""Emily O'Brien-Brown"")",5.6
Skin,2018,tt6043142,Guy Nattiv,"('Jamie Bell', 'Danielle Macdonald', 'Daniel Henshall', 'Bill Camp')",6.8
The Foreigner,2017,tt1615160,Martin Campbell,"('Katie Leung', 'Jackie Chan', 'Rufus Jones', 'Mark Tandy')",7
Things I Do for Money,2019,tt8932756,Warren P. Sonoda,"('Theodor Aoki', 'Maximilian Aoki', 'Yodit Tewoderos', 'Rhett Morita')",6.5
Tater Tot & Patton,2017,tt4919240,Andrew Kightlinger,"('Jessica Rothe', 'Bates Wilder', 'Forrest Weber', 'Kathy Askew')",6.5
Youth on the March,2017,tt7522000,Mike Retter,"('Ben Ryan', 'Stefanie Rossi', 'Jessica Burgess', 'Marc Clement')",7.4
The Girl on the Train,2016,tt3631112,Tate Taylor,"('Emily Blunt', 'Haley Bennett', 'Rebecca Ferguson', 'Justin Theroux')",6.5
Poms,2019,tt5125894,Zara Hayes,"('Diane Keaton', 'Jacki Weaver', 'Celia Weston', 'Alisha Boe')",6.1
Swing Away,2016,tt4653950,Michael A. Nickles,"('Shannon Elizabeth', ""John O'Hurley"", 'Karl Theobald', 'Manos Gavras')",5.2
Real,2019,tt8794186,Aki Omoshaybi,"('Amy Manson', 'Kola Bokinni', 'Pippa Bennett-Warner', 'Amanda Lawrence')",6.5
Dark Inclusion,2016,tt3759370,Arthur Harari,"('Niels Schneider', 'August Diehl', 'Abdel-Hafed Benotman', 'Hans Peter Cloos')",6.4
Stand Up Man,2017,tt6139906,Aram Collier,"('Daniel Chae Jun', 'Daniel Daegun Lee', 'Rosalina Lee', 'Antony Hall')",6.6
Assassin,2017,tt7042232,Kyle Acosta,"('Kyle Acosta', 'Ashley Atwood', 'Ryan Avey', 'William Avey')",7.4
The Space Between,2017,tt4682922,Amy Jo Johnson,"('Amy Jo Johnson', 'Michael Ironside', 'Julian Richings', 'Kristian Bruun')",8.1
Life Like,2019,tt6547786,Josh Janowicz,"('Addison Timlin', ""James D'Arcy"", 'Steven Strait', 'Drew Van Acker')",5.4
Mistletoe & Menorahs,2019,tt10975992,Max McGuire,"('Kelley Jakle', 'Jake Epstein', 'Cory Lee', 'Jon McLaren')",6.5
Magnolia,2019,tt9392082,Justin Key,"('David Reynolds', 'Bruno Antione', 'Sherrian Jarret', 'Donny Boaz')",6.7
Postcards from London,2018,tt6280608,Steve McLean,"('Harris Dickinson', 'Jonah Hauer-King', 'Alessandro Cimadamore', 'Leonardo Salerni')",5.2
Hip Hop Holiday,2019,tt10754206,Terri J. Vaughn,"('Gbenro Ajibade', 'Trina Braxton', 'Daryl', 'Rachel Doman')",6.9
4:00am,2017,tt4104950,Robert Trott,"('Tommy Balaam', 'Sophia Jackson', 'Craig Haines', 'Daniel Lillie')",6
Blue,2018,tt6645236,Gabriela Ledesma,"('Judith Scott', 'Laura Schein', 'Jordan Trovillion', 'Chelsea Lopez')",5.8
Courting Des Moines,2016,tt4577032,Brent Roske,"('Melissa Fitzgerald', 'Steve Lewis', 'Ako Abduli-Samad', 'Khalil Adams')",6.4
Indigo,2018,tt8387002,Selma Bargach,"('Mohamed Wahib Abkari', 'Malek Akhmis', 'Khouloud Bettioui', 'Rim Kettani')",7.2
Lust a Cinema,2018,tt8237252,Sudeep Ranjan Sarkar,"('Parijaat Chakraborty', 'Mandeep Ghai', 'Neha Kapoor', 'Rajiv RJ Paul')",8
Fishtales 3,2018,tt7575660,Evan Tramel,"('April Rose', 'Kj Schrock', 'Tina Shuster')",5.8
Uberzombiefrau,2018,tt3689528,Al Harland,"('Bella Demente', 'Christopher Rowley', 'Bryan Kruse', 'JoAnna Lloyd')",6
The Autopsy of Jane Doe,2016,tt3289956,André Øvredal,"('Brian Cox', 'Emile Hirsch', 'Ophelia Lovibond', 'Michael McElhatton')",6.8
Le sang des loups,2019,tt11179100,Amar Sifodil,"('Youcef Sehairi', 'Mourad Oudjit', 'Abdelkrim Beriber', 'Mohamed Djouhri')",7.4
Gracie,2018,tt1196939,Jane A. Foster,"('Aurélie Amblard', 'Tyrone Bacchus', 'Sylvie Bolioli', 'Darren Darnborough')",6.5
Supergirl VI: The Quest for Peace,2016,tt5711444,Jonathan Rios,"('Marc Walton', 'Kaycee Anne', 'Linda Hines', 'Marc Walton')",5
Modern Prodigal,2019,tt6208096,Jack Savage,"('Josh Murray', 'Francine Locke', 'Bryan McClure', 'Jason Louder')",5.5
Fisch lernt fliegen,2019,tt9843292,Deniz Cooper,"('Somerset Barnard', 'Clemens Berndorff', 'Alessandro Bressanello', 'Florian Carove')",7.5
Yesterday went with Yesterday,2019,tt7545044,Issam B. Makdissy,"('Mazin Saba', 'Nancy Matar', 'Issam Al Achkar', 'Tony Bechara')",7.6
Life of the Party,2017,tt6897484,Rubin Whitmore II,"('Tanner Burke', 'Linda Cieslik', 'Sergio Espino', 'Brandon Griesbach')",-
Kundschafter des Friedens,2017,tt5076054,Robert Thalheim,"('Henry Hübchen', 'Antje Traue', 'Michael Gwisdek', 'Thomas Thieme')",5.8
Vampariah,2016,tt3552316,Matthew Abaya,"('Aureen Almario', 'Alex Benjamin', 'I-Li Chang Brice', 'Jason Bustos')",5
Butterfly Kisses,2017,tt3776518,Rafael Kapelinski,"('Honor Kneafsey', 'Elliot Cowan', 'Ella-Rae Smith', 'Rosie Day')",6.4
.44,2019,tt9052832,Darryl Ayles,"('Taylor Bogaert', 'Angelique LeBlanc', 'David Parisian', 'Lana King')",6.2
No Fathers in Kashmir,2019,tt5279674,Ashvin Kumar,"('Anshuman Jha', 'Kulbhushan Kharbanda', 'Soni Razdan', 'Maya Sarao')",6.5
Get You Back,2017,tt6128192,James Huang,"('Francis Lloyd Corby', 'Katie Wilbert', 'Maggie Mae Fish', 'Kimberley Crossman')",6
Zulu Wedding,2017,tt6066696,Lineo Sekeleoane,"('Nondumiso Tembe', 'Darrin Dewitt Henson', 'Carl Anthony Payne II', 'Pallance Dladla')",7.2
Chicago,2019,tt9574324,Reed Meschefske,"('Marilyn Barnes', 'Donna Scheer', 'Madi Vollmer', 'Faye Heneghan', 'Andy Bornman', 'Eric Martinez')",7.6
Pachamama,2018,tt5541002,Juan Antin,"('Andrea Santamaria', 'India Coenen', 'Saïd Amadis', 'Marie-Christine Darah')",6.8
Carga,2018,tt7753158,Bruno Gascon,"('Michalina Olszanska', 'Vítor Norte', 'Rita Blanco', 'Sara Sampaio')",5.2
Brown Paper Bag,2019,tt8755500,Detdrich McClure,"('Ashley Akins', 'Michael Anthony Jr.', 'Vivia E. Armstrong', 'Craig Balog')",5.7
Their Finest,2016,tt1661275,Lone Scherfig,"('Gemma Arterton', 'Sam Claflin', 'Bill Nighy', 'Richard E. Grant')",6.7
Behind the Random Denominator,2017,tt5923748,Mart Sander,"('Mart Sander', 'Liis Tarvis Flack', 'Louis Zezeran', 'James Paul Arney')",6.6
The Dig,2018,tt7512276,Andy Tohill,"('Ryan Tohill', 'Moe Dunford', 'Emily Taaffe', 'Francis Magee', 'Lorcan Cranitch')",6.4
Iron Man: The Sean Fallon Story,2016,tt5551896,Mark Kendrick,"('Luke Massey', 'David Goodall')",8.8
Auggie,2019,tt7596220,Matt Kane,"('Larisa Oleynik', 'Richard Kind', 'Christine Donlon', 'Susan Blackwell')",5.5
Shane Ryan's Faces of Snuff,2016,tt5870150,Michael Bilinski,"('Dan Brownlie', 'The Captain', 'Krister Twizz Forsberg', 'Simon Harcourt', 'Jason Impey', 'Kasper Juhl', 'Hussein Khoder', 'Wilhelm Müller', 'Tony Newton', 'Steven Payne', 'Daniel J. Pico', 'Dakota Ray', 'Shane Ryan-Reid', 'Jessie Seitz', 'Jim Towns', 'Jason Chester', 'Vincent Kulish', 'Domenic Migliore', 'Frank S Petrilli', 'David Bailey', 'Michael Bilinski', 'Dani Boone', 'Jessica Ann Brownlie')",5.3
Unthinkable,2019,tt2606314,George Loomis,"('Elias Talbot', 'Christopher Cousins', 'George Loomis', 'Missi Pyle', 'Vivica A. Fox')",5.6
Such a Funny Life,2019,tt3992368,Oliver Mann,"('Tom Ashton', 'Jesse Ray Sheps', 'Kobi Frumer', 'Wilma Rivera')",7.9
The Eighth House,2017,tt4813442,Chris Carson Emmons,"('Cortney Palm', 'Scott Deckert', 'Sandi Roberts', 'Kymberly Harris')",5.5
The Phenom,2016,tt3885524,Noah Buschel,"('Johnny Simmons', 'Ethan Hawke', 'Paul Giamatti', 'Sophie Kennedy Clark')",5.2
Far from the Apple Tree,2019,tt6910670,Grant McPhee,"('Margaret Fraser', 'Sorcha Groundsell', 'Victoria Liddelle', 'Scarlett Mack')",5.2
Muito Romântico,2016,tt5748480,Melissa Dullius,"('Gustavo Jahn', 'Gustavo Jahn', 'Melissa Dullius', 'Gustavo Beck', 'Kana Chiaki')",5.9
Finding Purpose,2019,tt12222108,John Reign,"('John Reign', 'Thomas Stoops', 'Dawna Lee Heising', 'April Love')",6.8
The Triangle,2016,tt3278988,David Blair,"('Nathaniel Peterson', 'Adam Pitman', 'Andrew Rizzo', 'Adam Stilwell', 'Andrew Rizzo', 'Lee Rizzo', 'Brick Patrick', 'Nathaniel Peterson')",5
Zwinglis Erbe,2018,tt9296214,Alex Fröhlich,"('Reinhard Fust', 'Richard Rabelbauer', 'Tom Pukhely', 'Patrik Simeon')",6.9
Jurassic World: Fallen Kingdom,2018,tt4881806,J.A. Bayona,"('Chris Pratt', 'Bryce Dallas Howard', 'Rafe Spall', 'Justice Smith')",6.1
A Woman of No Importance,2018,tt11390670,Dominic Dromgoole,"('Ross MacGibbon', 'Eve Best', 'Eleanor Bron', 'Crystal Clarke', 'Meg Coombs')",7.1
Itoshi no Irene,2018,tt9015764,Keisuke Yoshida,"('Seiji Fukushi', 'Yûsuke Iseya', 'Aoba Kawai', 'Hana Kino')",6.6
Schlock-O-Rama,2018,tt7269308,Nathan Hill,"('Tony Newton', 'David Black', 'Michael Leo Centi', 'Richard Chandler', 'Michael Fausti', 'Dustin Ferguson', 'Jason Figgis', 'Bazz Hancher', 'Bill Heintz', 'Kelly Hughes', 'Jason Impey', 'Sune Rolf Jensen', 'Len Kabasinski', 'Paul McAroni', 'Joaquin Montalvan', 'Thomas Lee Rutter', 'Shane Ryan-Reid', 'Sam Salerno', 'James Secker', 'Todd Sheets', 'Martin Sonntag', 'Brad Twigg', 'Reyna Young', 'Tony Newton', 'Shane Ryan-Reid')",5.7
Action Point,2018,tt6495770,Tim Kirkby,"('Johnny Knoxville', 'Eleanor Worthington-Cox', 'Chris Pontius', 'Dan Bakkedahl')",5.1
Confessions Of A Homicidal Prostitute: Demonatrix,2018,tt9004736,Emir Skalonja,"('Casey Baun', 'Krystal Shenk', 'Paul McGinnis', 'Richard Ruiz')",5.2
The Bridge,2017,tt6765362,Ted Mangan,"('Kevin D. Benton', 'Nikee Warren', 'Eric Slodysko', 'Robert Murray')",6
The Girl with All the Gifts,2016,tt4547056,Colm McCarthy,"('Sennia Nanua', 'Fisayo Akinade', 'Dominique Tipper', 'Paddy Considine')",6.6
Jane and the House of Miracles,2016,tt4020692,Brendan Kelly,"('Aaron Anthony Avilez', 'Holly Jacks', 'Brendan Kelly', 'Vasti Orozco')",6.3
The Silence,2016,tt6143030,Nick Blacketer,"('Matt Musgrove', 'Dean Isaac Adisen', 'Jenna Clinkscales', 'Heather Liddycoat')",7
The Do-Over,2016,tt4769836,Steven Brill,"('Adam Sandler', 'David Spade', 'Paula Patton', 'Kathryn Hahn')",5.7
Till drömmarnas land,2019,tt9800752,Victor Lindgren,"('Mattias Fransson', 'Jeanette Hägglund', 'Mihai Kolcsar', 'Erik Lundholm')",5.8
Living Among Us,2018,tt3334418,Brian A. Metcalf,"('James Russo', 'Thomas Ian Nicholas', 'William Sadler', 'John Heard')",5.3
The Lost Land,2017,tt8291232,Xu Xiao Li,"('Xiao-Li Xu', 'Li Chang', 'Shuanzhong Chu', 'Jun Gao', 'Sanming Han')",6.9
Gay for Pray: The Erotic Adventures of Jesus Christ,2017,tt7263418,Nathan Rumler,"('Brian Papandrea', 'Terence Lee Cover', 'Dave Parker', 'Sadie Tate')",5.4
Hellboy,2019,tt2274648,Neil Marshall,"('David Harbour', 'Milla Jovovich', 'Ian McShane', 'Sasha Lane')",5.2
Almost Love,2019,tt8739582,Mike Doyle,"('Scott Evans', 'Augustus Prew', 'Michelle Buteau', 'Colin Donnell')",5.8
Al Pitcher - Sverige Syndrome,2019,tt10462774,Andreas Segerfeldt,"('Al Pitcher',)",7.3
The Bestowal,2018,tt7978752,Andrew de Burgh,"('Sam Brittan', 'Sharmita Bhattacharya')",5.7
Strangeways Here We Come,2018,tt4299774,Chris Green,"('Michelle Keegan', 'Elaine Cassidy', 'Lauren Socha', 'Ania Sowinski')",5.3
Light of My Life,2019,tt6063090,Casey Affleck,"('Anna Pniowsky', 'Casey Affleck', 'Tom Bower', 'Elisabeth Moss')",6.6
Me Too,2019,tt7831092,Anthony Penney,"('Stephanie Town', 'Zachary Vazquez', 'Kevin Winn', 'Jessica Louise Lemon')",6
Luke & Jo,2018,tt6408774,Joshua Overbay,"('Erik Odom', 'Andie Morgenlander', 'Dustin Whitehead', 'Luke Beavers')",7.8
Zombie Warriors,2019,tt10637522,Sterling Johnston,"('Jacob Beardmore', 'Cameron Brassard', 'Thomas Brassard', 'Finn Camp')",6.9
Yogi 2,2019,tt12204316,Kevin William,"('Saravanan Naidu', 'Ashwini Nair', 'Sai Shetra', 'Balakrishna')",6.1
Iqaluit,2016,tt5464598,Benoit Pilon,"('Marie-Josée Croze', 'François Papineau', 'Natar Ungalaaq', 'Sébastien Huberdeau')",6.4
Evrensel Döngü: Zamansal Yolculuk,2019,tt9323784,Furkan Kopuz,"('Furkan Kopuz', 'Halil Ibrahim Polat', 'Muhammed Gulecoglu', 'Muhammet Kopuz')",8.3
The Miracle Season,2018,tt5427194,Sean McNamara,"('Helen Hunt', 'Erin Moriarty', 'William Hurt', 'Danika Yarosh')",6.5
Shrek Retold,2018,tt9334162,Grant Duffrin,"('Grant Duffrin', 'Eric Nitshcke', 'Harry Antonucci', 'Russell Bailey')",7.4
The Girl with No Name,2017,tt6663848,James D. Froio,"('Ashley Williams', 'G. Van Millis', 'Brandon Ferraro', 'Brandin Fennessy')",5.1
Everyone Afraid to Be Forgotten,2018,tt8021662,Jonna Lee,"('John Strandh', 'Jonna Lee', 'Iggy Malmborg', 'Doron Davidson', 'Summer Masuda-Lideborg')",8.1
Poppie Nongena,2019,tt9248912,Christiaan Olwagen,"('Clementine Mosimane', 'Anna-Mart van der Merwe', 'Nomsa Nene', 'Chris Gxalaba')",7.1
A Friend's Obsession,2018,tt7239700,Craig Goldstein,"('Karissa Lee Staples', 'Kayla Ewell', 'Drew Seeley', 'Brian Ames')",5
Gulag Magadan,2017,tt6798460,Michael Kingsbury,"('Kendall Morris', 'Katherine Galanova', 'Andrey Vasilyev', 'Elizabet Nenova')",6.4
ZombieCON,2018,tt5821764,Kyle Valle,"('Manny Luke', 'Erin Áine', 'Punkie Johnson', 'Christian Casillas')",6.4
Pixi Saves Christmas,2016,tt9252486,Gorka Sesma,"('Kate Bristol', 'Marc Thompson', 'Mike Pollock', 'Sarah Natochenny')",5
The Question,2017,tt7087286,Larry Rosen,"('Kim Paris', 'Larry Rosen', 'Bethany Nicole Taylor', 'Ellen Mah')",8.9
Tofu,2017,tt7320156,Joey Zou,"('Peisi Chen', 'Kei Gambit', 'Guanlin Ji', 'Li-Chun Lee')",6.2
The Garden,2017,tt6768460,Finn Callan,"(""Hector O'Donnell"", 'Sam Wilkes', 'Finn Callan', 'Jaime Haslip')",6.6
Spies Are Forever,2016,tt5891144,Corey Lubowich,"('Curt Mega', 'Mary Kate Wiles', 'Joey Richter', 'Brian Rosenthal')",8.7
The Hat,2017,tt6865812,Lenylson Luan Carvalho,"('Lenylson Luan Carvalho', 'Thacyana Macedo', 'Joe Pope', 'Lucas Vinicius')",7.6
The Nut Job 2: Nutty by Nature,2017,tt3486626,Cal Brunker,"('Will Arnett', 'Maya Rudolph', 'Bobby Cannavale', 'Bobby Moynihan')",5.5
Mantr,2018,tt8139010,Harshwardhan,"('Pushkaraj Chirputkar', 'Deepti Devi', 'Shubhankar Ekbote', 'Saurabh Gogate')",7.8
